|dates|Teller_Colorado_UnitedStates.JHU_ConfirmedCases.data|Teller_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Teller_Colorado_UnitedStates.NYT_ConfirmedCases.data|Teller_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Teller_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Teller_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Teller_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Teller_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|3420.0|0|3420.0|0|46.0|0|0.0|100
0|2021-12-13|3435.0|0|3435.0|0|46.0|0|0.0|100
0|2021-12-14|3435.0|0|3440.0|0|46.0|0|0.0|100
0|2021-12-15|3451.0|0|3451.0|0|47.0|0|0.0|100
0|2021-12-16|3453.0|0|3453.0|0|48.0|0|0.0|100
0|2021-12-17|3458.0|0|3458.0|0|48.0|0|0.0|100
0|2021-12-18|3458.0|0|3458.0|0|48.0|0|0.0|100
0|2021-12-19|3458.0|0|3458.0|0|48.0|0|0.0|100
0|2021-12-20|3464.0|0|3464.0|0|48.0|0|0.0|100
0|2021-12-21|3468.0|0|3468.0|0|48.0|0|0.0|100
0|2021-12-22|3479.0|0|3479.0|0|50.0|0|0.0|100
0|2021-12-23|3490.0|0|3490.0|0|50.0|0|0.0|100
0|2021-12-24|3496.0|0|3496.0|0|50.0|0|0.0|100
0|2021-12-25|3496.0|0|3496.0|0|50.0|0|0.0|100
0|2021-12-26|3496.0|0|3496.0|0|50.0|0|0.0|100
0|2021-12-27|3510.0|0|3510.0|0|50.0|0|0.0|100
0|2021-12-28|3518.0|0|3518.0|0|50.0|0|0.0|100
0|2021-12-29|3539.0|0|3539.0|0|50.0|0|0.0|100
0|2021-12-30|3542.0|0|3542.0|0|50.0|0|0.0|100
0|2021-12-31|3556.0|0|3556.0|0|50.0|0|0.0|100
0|2022-01-01|3556.0|0|3556.0|0|50.0|0|0.0|100
0|2022-01-02|3556.0|0|3556.0|0|50.0|0|0.0|100
0|2022-01-03|3606.0|0|3606.0|0|50.0|0|0.0|100
0|2022-01-04|3623.0|0|3623.0|0|51.0|0|0.0|100
0|2022-01-05|3639.0|0|3639.0|0|51.0|0|0.0|100
0|2022-01-06|3650.0|0|3650.0|0|51.0|0|0.0|100
0|2022-01-07|3704.0|0|3704.0|0|52.0|0|0.0|100
0|2022-01-08|3704.0|0|3704.0|0|52.0|0|0.0|100
0|2022-01-09|3704.0|0|3704.0|0|52.0|0|0.0|100
0|2022-01-10|3808.0|0|3808.0|0|52.0|0|0.0|100
0|2022-01-11|3854.0|0|3854.0|0|53.0|0|0.0|100
0|2022-01-12|3871.0|0|3871.0|0|54.0|0|0.0|100
0|2022-01-13|3871.0|0|3953.0|0|54.0|0|0.0|100
0|2022-01-14|4008.0|0|3981.0|0|54.0|0|0.0|100
0|2022-01-15|4008.0|0|4008.0|0|54.0|0|0.0|100
0|2022-01-16|4008.0|0|4008.0|0|54.0|0|0.0|100
0|2022-01-17|4105.0|0|0.0|100|55.0|0|0.0|100
