|dates|Greeley_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Greeley_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Greeley_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Greeley_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Greeley_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Greeley_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|304.0|0|304.0|0|1.0|0|0.0|100
0|2021-12-06|309.0|0|309.0|0|1.0|0|0.0|100
0|2021-12-07|309.0|0|309.0|0|1.0|0|0.0|100
0|2021-12-08|311.0|0|311.0|0|1.0|0|0.0|100
0|2021-12-09|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-12-10|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-12-11|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-12-12|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-12-13|312.0|0|312.0|0|1.0|0|0.0|100
0|2021-12-14|312.0|0|313.0|0|1.0|0|0.0|100
0|2021-12-15|313.0|0|313.0|0|1.0|0|0.0|100
0|2021-12-16|314.0|0|314.0|0|1.0|0|0.0|100
0|2021-12-17|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-12-18|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-12-19|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-12-20|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-12-21|315.0|0|315.0|0|1.0|0|0.0|100
0|2021-12-22|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-23|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-24|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-25|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-26|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-27|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-28|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-29|316.0|0|316.0|0|1.0|0|0.0|100
0|2021-12-30|319.0|0|319.0|0|1.0|0|0.0|100
0|2021-12-31|319.0|0|319.0|0|1.0|0|0.0|100
0|2022-01-01|319.0|0|319.0|0|1.0|0|0.0|100
0|2022-01-02|319.0|0|319.0|0|1.0|0|0.0|100
0|2022-01-03|322.0|0|322.0|0|1.0|0|0.0|100
0|2022-01-04|322.0|0|322.0|0|1.0|0|0.0|100
0|2022-01-05|323.0|0|323.0|0|1.0|0|0.0|100
0|2022-01-06|323.0|0|323.0|0|1.0|0|0.0|100
0|2022-01-07|323.0|0|323.0|0|1.0|0|0.0|100
0|2022-01-08|323.0|0|323.0|0|1.0|0|0.0|100
0|2022-01-09|323.0|0|323.0|0|1.0|0|0.0|100
0|2022-01-10|325.0|0|325.0|0|1.0|0|0.0|100
0|2022-01-11|327.0|0|327.0|0|1.0|0|0.0|100
0|2022-01-12|330.0|0|330.0|0|1.0|0|0.0|100
0|2022-01-13|330.0|0|333.0|0|1.0|0|0.0|100
0|2022-01-14|335.0|0|335.0|0|1.0|0|0.0|100
0|2022-01-15|335.0|0|335.0|0|1.0|0|0.0|100
0|2022-01-16|335.0|0|335.0|0|1.0|0|0.0|100
0|2022-01-17|342.0|0|0.0|100|1.0|0|0.0|100
