|dates|Mecklenburg_NorthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Mecklenburg_NorthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Mecklenburg_NorthCarolina_UnitedStates.NYT_ConfirmedDeaths.data|Mecklenburg_NorthCarolina_UnitedStates.NYT_ConfirmedDeaths.missing|Mecklenburg_NorthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Mecklenburg_NorthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Mecklenburg_NorthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Mecklenburg_NorthCarolina_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1211.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1219.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1220.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1224.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1224.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1227.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1227.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1227.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1235.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1238.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1237.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1239.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1244.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1244.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1244.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1251.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1252.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1256.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1257.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1258.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1258.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1258.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1259.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1260.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1260.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1260.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1261.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1261.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1261.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1263.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1265.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1269.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1270.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1270.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1270.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|1270.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|1272.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|1272.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|1274.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|1274.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|1274.0|0|0.0|100|0.0|100
