|dates|Madera_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madera_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madera_California_UnitedStates.Male_Total_Population.data|Madera_California_UnitedStates.Male_Total_Population.missing|Madera_California_UnitedStates.Female_Total_Population.data|Madera_California_UnitedStates.Female_Total_Population.missing|Madera_California_UnitedStates.MaleAndFemale_Under18_Population.data|Madera_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-12|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-13|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-14|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-15|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-16|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-17|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-18|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-19|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-20|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-21|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-22|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-23|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-24|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-25|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-26|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-27|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-28|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-29|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-30|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2021-12-31|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-01|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-02|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-03|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-04|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-05|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-06|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-07|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-08|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-09|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-10|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-11|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-12|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-13|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-14|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-15|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-16|22051.0|0|76008.0|0|81664.0|0|43339.0|0
0|2022-01-17|22051.0|0|76008.0|0|81664.0|0|43339.0|0
