|dates|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Greene_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Greene_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|10267.0|0|10267.0|0|124.0|0|0.0|100
0|2021-11-17|10278.0|0|10278.0|0|124.0|0|0.0|100
0|2021-11-18|10290.0|0|10290.0|0|124.0|0|0.0|100
0|2021-11-19|10298.0|0|10298.0|0|124.0|0|0.0|100
0|2021-11-20|10304.0|0|10304.0|0|124.0|0|0.0|100
0|2021-11-21|10310.0|0|10310.0|0|124.0|0|0.0|100
0|2021-11-22|10317.0|0|10317.0|0|124.0|0|0.0|100
0|2021-11-23|10328.0|0|10328.0|0|124.0|0|0.0|100
0|2021-11-24|10342.0|0|10342.0|0|125.0|0|0.0|100
0|2021-11-25|10352.0|0|10352.0|0|125.0|0|0.0|100
0|2021-11-26|10357.0|0|10357.0|0|125.0|0|0.0|100
0|2021-11-27|10362.0|0|10362.0|0|125.0|0|0.0|100
0|2021-11-28|10373.0|0|10373.0|0|125.0|0|0.0|100
0|2021-11-29|10373.0|0|10382.0|0|125.0|0|0.0|100
0|2021-11-30|10407.0|0|10407.0|0|125.0|0|0.0|100
0|2021-12-01|10437.0|0|10437.0|0|127.0|0|0.0|100
0|2021-12-02|10474.0|0|10474.0|0|127.0|0|0.0|100
0|2021-12-03|10497.0|0|10497.0|0|127.0|0|0.0|100
0|2021-12-04|10505.0|0|10505.0|0|127.0|0|0.0|100
0|2021-12-05|10516.0|0|10516.0|0|127.0|0|0.0|100
0|2021-12-06|10526.0|0|10526.0|0|127.0|0|0.0|100
0|2021-12-07|10547.0|0|10547.0|0|128.0|0|0.0|100
0|2021-12-08|10563.0|0|10563.0|0|128.0|0|0.0|100
0|2021-12-09|10590.0|0|10590.0|0|129.0|0|0.0|100
0|2021-12-10|10615.0|0|10615.0|0|129.0|0|0.0|100
0|2021-12-11|10628.0|0|10628.0|0|129.0|0|0.0|100
0|2021-12-12|10629.0|0|10629.0|0|129.0|0|0.0|100
0|2021-12-13|10643.0|0|10643.0|0|130.0|0|0.0|100
0|2021-12-14|10643.0|0|10660.0|0|130.0|0|0.0|100
0|2021-12-15|10676.0|0|10676.0|0|130.0|0|0.0|100
0|2021-12-16|10685.0|0|10685.0|0|130.0|0|0.0|100
0|2021-12-17|10697.0|0|10697.0|0|130.0|0|0.0|100
0|2021-12-18|10719.0|0|10719.0|0|130.0|0|0.0|100
0|2021-12-19|10730.0|0|10730.0|0|130.0|0|0.0|100
0|2021-12-20|10734.0|0|10734.0|0|130.0|0|0.0|100
0|2021-12-21|10747.0|0|10747.0|0|130.0|0|0.0|100
0|2021-12-22|10754.0|0|10754.0|0|131.0|0|0.0|100
0|2021-12-23|10785.0|0|10785.0|0|131.0|0|0.0|100
0|2021-12-24|10812.0|0|10812.0|0|132.0|0|0.0|100
0|2021-12-25|10822.0|0|10822.0|0|132.0|0|0.0|100
0|2021-12-26|10836.0|0|10836.0|0|132.0|0|0.0|100
0|2021-12-27|10866.0|0|10866.0|0|132.0|0|0.0|100
0|2021-12-28|10939.0|0|10939.0|0|132.0|0|0.0|100
0|2021-12-29|11003.0|0|11003.0|0|133.0|0|0.0|100
0|2021-12-30|11086.0|0|11086.0|0|133.0|0|0.0|100
0|2021-12-31|11173.0|0|11173.0|0|133.0|0|0.0|100
0|2022-01-01|11223.0|0|11223.0|0|134.0|0|0.0|100
0|2022-01-02|11259.0|0|11259.0|0|134.0|0|0.0|100
0|2022-01-03|11317.0|0|11317.0|0|136.0|0|0.0|100
0|2022-01-04|11438.0|0|11438.0|0|136.0|0|0.0|100
0|2022-01-05|11556.0|0|11556.0|0|136.0|0|0.0|100
0|2022-01-06|11691.0|0|11691.0|0|137.0|0|0.0|100
0|2022-01-07|11834.0|0|11834.0|0|137.0|0|0.0|100
0|2022-01-08|11964.0|0|11964.0|0|137.0|0|0.0|100
0|2022-01-09|11964.0|0|11964.0|0|137.0|0|0.0|100
0|2022-01-10|12141.0|0|12141.0|0|138.0|0|0.0|100
0|2022-01-11|12312.0|0|12312.0|0|138.0|0|0.0|100
0|2022-01-12|12500.0|0|12500.0|0|139.0|0|0.0|100
0|2022-01-13|12500.0|0|12698.0|0|139.0|0|0.0|100
0|2022-01-14|12867.0|0|12867.0|0|139.0|0|0.0|100
0|2022-01-15|13127.0|0|13127.0|0|139.0|0|0.0|100
0|2022-01-16|13238.0|0|13238.0|0|139.0|0|0.0|100
0|2022-01-17|13299.0|0|0.0|100|139.0|0|0.0|100
