|dates|Gem_Idaho_UnitedStates.JHU_ConfirmedCases.data|Gem_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Gem_Idaho_UnitedStates.NYT_ConfirmedCases.data|Gem_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Gem_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Gem_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Gem_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Gem_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2673.0|0|2673.0|0|54.0|0|0.0|100
0|2021-10-18|2681.0|0|2681.0|0|55.0|0|0.0|100
0|2021-10-19|2697.0|0|2697.0|0|55.0|0|0.0|100
0|2021-10-20|2715.0|0|2715.0|0|56.0|0|0.0|100
0|2021-10-21|2725.0|0|2725.0|0|56.0|0|0.0|100
0|2021-10-22|2739.0|0|2739.0|0|56.0|0|0.0|100
0|2021-10-23|2751.0|0|2751.0|0|56.0|0|0.0|100
0|2021-10-24|2758.0|0|2758.0|0|56.0|0|0.0|100
0|2021-10-25|2762.0|0|2762.0|0|57.0|0|0.0|100
0|2021-10-26|2776.0|0|2776.0|0|59.0|0|0.0|100
0|2021-10-27|2790.0|0|2790.0|0|59.0|0|0.0|100
0|2021-10-28|2792.0|0|2792.0|0|59.0|0|0.0|100
0|2021-10-29|2797.0|0|2797.0|0|60.0|0|0.0|100
0|2021-10-30|2799.0|0|2799.0|0|60.0|0|0.0|100
0|2021-10-31|2801.0|0|2801.0|0|60.0|0|0.0|100
0|2021-11-01|2803.0|0|2803.0|0|60.0|0|0.0|100
0|2021-11-02|2819.0|0|2819.0|0|60.0|0|0.0|100
0|2021-11-03|2824.0|0|2824.0|0|61.0|0|0.0|100
0|2021-11-04|2824.0|0|2824.0|0|62.0|0|0.0|100
0|2021-11-05|2829.0|0|2829.0|0|62.0|0|0.0|100
0|2021-11-06|2830.0|0|2830.0|0|62.0|0|0.0|100
0|2021-11-07|2830.0|0|2830.0|0|62.0|0|0.0|100
0|2021-11-08|2834.0|0|2834.0|0|62.0|0|0.0|100
0|2021-11-09|2846.0|0|2846.0|0|62.0|0|0.0|100
0|2021-11-10|2846.0|0|2853.0|0|62.0|0|0.0|100
0|2021-11-11|2853.0|0|2853.0|0|62.0|0|0.0|100
0|2021-11-12|2856.0|0|2853.0|0|64.0|0|0.0|100
0|2021-11-13|2858.0|0|2856.0|0|65.0|0|0.0|100
0|2021-11-14|2858.0|0|2858.0|0|65.0|0|0.0|100
0|2021-11-15|2869.0|0|2869.0|0|65.0|0|0.0|100
0|2021-11-16|2870.0|0|2870.0|0|67.0|0|0.0|100
0|2021-11-17|2869.0|0|2869.0|0|67.0|0|0.0|100
0|2021-11-18|2866.0|0|2866.0|0|67.0|0|0.0|100
0|2021-11-19|2871.0|0|2866.0|0|68.0|0|0.0|100
0|2021-11-20|2871.0|0|2871.0|0|68.0|0|0.0|100
0|2021-11-21|2871.0|0|2871.0|0|68.0|0|0.0|100
0|2021-11-22|2877.0|0|2877.0|0|68.0|0|0.0|100
0|2021-11-23|2876.0|0|2876.0|0|68.0|0|0.0|100
0|2021-11-24|2883.0|0|2883.0|0|68.0|0|0.0|100
0|2021-11-25|2883.0|0|2883.0|0|68.0|0|0.0|100
0|2021-11-26|2885.0|0|2885.0|0|68.0|0|0.0|100
0|2021-11-27|2885.0|0|2885.0|0|68.0|0|0.0|100
0|2021-11-28|2885.0|0|2885.0|0|68.0|0|0.0|100
0|2021-11-29|2887.0|0|2887.0|0|68.0|0|0.0|100
0|2021-11-30|2893.0|0|2893.0|0|69.0|0|0.0|100
0|2021-12-01|2895.0|0|2895.0|0|69.0|0|0.0|100
0|2021-12-02|2895.0|0|2903.0|0|69.0|0|0.0|100
0|2021-12-03|2906.0|0|2903.0|0|69.0|0|0.0|100
0|2021-12-04|2907.0|0|2907.0|0|69.0|0|0.0|100
0|2021-12-05|2907.0|0|2907.0|0|69.0|0|0.0|100
0|2021-12-06|2908.0|0|2908.0|0|69.0|0|0.0|100
0|2021-12-07|2911.0|0|2911.0|0|69.0|0|0.0|100
0|2021-12-08|2917.0|0|2917.0|0|69.0|0|0.0|100
0|2021-12-09|2919.0|0|2919.0|0|69.0|0|0.0|100
0|2021-12-10|2922.0|0|2922.0|0|69.0|0|0.0|100
0|2021-12-11|2926.0|0|2926.0|0|69.0|0|0.0|100
0|2021-12-12|2926.0|0|2926.0|0|69.0|0|0.0|100
0|2021-12-13|2927.0|0|2927.0|0|69.0|0|0.0|100
0|2021-12-14|2927.0|0|2929.0|0|69.0|0|0.0|100
0|2021-12-15|2935.0|0|2935.0|0|70.0|0|0.0|100
0|2021-12-16|2937.0|0|2937.0|0|70.0|0|0.0|100
0|2021-12-17|2939.0|0|2939.0|0|70.0|0|0.0|100
0|2021-12-18|2939.0|0|2939.0|0|70.0|0|0.0|100
0|2021-12-19|2939.0|0|2939.0|0|70.0|0|0.0|100
0|2021-12-20|2944.0|0|2944.0|0|70.0|0|0.0|100
0|2021-12-21|2944.0|0|2944.0|0|70.0|0|0.0|100
0|2021-12-22|2944.0|0|2944.0|0|70.0|0|0.0|100
0|2021-12-23|2946.0|0|2946.0|0|70.0|0|0.0|100
0|2021-12-24|2946.0|0|2946.0|0|70.0|0|0.0|100
0|2021-12-25|2946.0|0|2946.0|0|70.0|0|0.0|100
0|2021-12-26|2946.0|0|2946.0|0|70.0|0|0.0|100
0|2021-12-27|2951.0|0|2951.0|0|71.0|0|0.0|100
0|2021-12-28|2959.0|0|2959.0|0|72.0|0|0.0|100
0|2021-12-29|2961.0|0|2961.0|0|72.0|0|0.0|100
0|2021-12-30|2971.0|0|2971.0|0|72.0|0|0.0|100
0|2021-12-31|2971.0|0|2971.0|0|72.0|0|0.0|100
0|2022-01-01|2971.0|0|2971.0|0|72.0|0|0.0|100
0|2022-01-02|2971.0|0|2971.0|0|72.0|0|0.0|100
0|2022-01-03|2978.0|0|2978.0|0|72.0|0|0.0|100
0|2022-01-04|2991.0|0|2991.0|0|72.0|0|0.0|100
0|2022-01-05|2995.0|0|2995.0|0|72.0|0|0.0|100
0|2022-01-06|2995.0|0|2995.0|0|72.0|0|0.0|100
0|2022-01-07|2996.0|0|2996.0|0|72.0|0|0.0|100
0|2022-01-08|2996.0|0|2996.0|0|72.0|0|0.0|100
0|2022-01-09|2996.0|0|2996.0|0|72.0|0|0.0|100
0|2022-01-10|2999.0|0|2999.0|0|72.0|0|0.0|100
0|2022-01-11|3010.0|0|3010.0|0|72.0|0|0.0|100
0|2022-01-12|3026.0|0|3026.0|0|72.0|0|0.0|100
0|2022-01-13|3026.0|0|3034.0|0|72.0|0|0.0|100
0|2022-01-14|3047.0|0|3047.0|0|72.0|0|0.0|100
0|2022-01-15|3054.0|0|3054.0|0|72.0|0|0.0|100
0|2022-01-16|3054.0|0|3054.0|0|72.0|0|0.0|100
0|2022-01-17|3054.0|0|0.0|100|72.0|0|0.0|100
