|dates|Spokane_Washington_UnitedStates.JHU_ConfirmedCases.data|Spokane_Washington_UnitedStates.JHU_ConfirmedCases.missing|Spokane_Washington_UnitedStates.NYT_ConfirmedCases.data|Spokane_Washington_UnitedStates.NYT_ConfirmedCases.missing|Spokane_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Spokane_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Spokane_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Spokane_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|79492.0|0|80124.0|0|1142.0|0|0.0|100
0|2021-12-24|79492.0|0|80124.0|0|1142.0|0|0.0|100
0|2021-12-25|79492.0|0|80124.0|0|1142.0|0|0.0|100
0|2021-12-26|79492.0|0|80124.0|0|1142.0|0|0.0|100
0|2021-12-27|79920.0|0|80615.0|0|1145.0|0|0.0|100
0|2021-12-28|79987.0|0|80796.0|0|1146.0|0|0.0|100
0|2021-12-29|80167.0|0|81066.0|0|1147.0|0|0.0|100
0|2021-12-30|80474.0|0|81271.0|0|1149.0|0|0.0|100
0|2021-12-31|80474.0|0|81271.0|0|1149.0|0|0.0|100
0|2022-01-01|80474.0|0|81271.0|0|1149.0|0|0.0|100
0|2022-01-02|80474.0|0|81271.0|0|1149.0|0|0.0|100
0|2022-01-03|81774.0|0|82199.0|0|1149.0|0|0.0|100
0|2022-01-04|81962.0|0|82917.0|0|1156.0|0|0.0|100
0|2022-01-05|82704.0|0|83538.0|0|1156.0|0|0.0|100
0|2022-01-06|83509.0|0|84403.0|0|1157.0|0|0.0|100
0|2022-01-07|84452.0|0|85246.0|0|1161.0|0|0.0|100
0|2022-01-08|84452.0|0|85246.0|0|1161.0|0|0.0|100
0|2022-01-09|84452.0|0|85246.0|0|1161.0|0|0.0|100
0|2022-01-10|87044.0|0|87355.0|0|1163.0|0|0.0|100
0|2022-01-11|87741.0|0|88261.0|0|1163.0|0|0.0|100
0|2022-01-12|88956.0|0|89500.0|0|1167.0|0|0.0|100
0|2022-01-13|88956.0|0|90347.0|0|1167.0|0|0.0|100
0|2022-01-14|90364.0|0|91203.0|0|1171.0|0|0.0|100
0|2022-01-15|90364.0|0|91203.0|0|1171.0|0|0.0|100
0|2022-01-16|90364.0|0|91203.0|0|1171.0|0|0.0|100
0|2022-01-17|90364.0|0|0.0|100|1171.0|0|0.0|100
