|dates|Spokane_Washington_UnitedStates.JHU_ConfirmedCases.data|Spokane_Washington_UnitedStates.JHU_ConfirmedCases.missing|Spokane_Washington_UnitedStates.NYT_ConfirmedCases.data|Spokane_Washington_UnitedStates.NYT_ConfirmedCases.missing|Spokane_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Spokane_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Spokane_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Spokane_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|69209.0|0|69661.0|0|956.0|0|0.0|100
0|2021-10-18|69209.0|0|70131.0|0|956.0|0|0.0|100
0|2021-10-19|69935.0|0|70400.0|0|964.0|0|0.0|100
0|2021-10-20|70135.0|0|70676.0|0|972.0|0|0.0|100
0|2021-10-21|70503.0|0|71003.0|0|974.0|0|0.0|100
0|2021-10-22|70816.0|0|71290.0|0|981.0|0|0.0|100
0|2021-10-23|70816.0|0|71290.0|0|981.0|0|0.0|100
0|2021-10-24|70816.0|0|71290.0|0|981.0|0|0.0|100
0|2021-10-25|71425.0|0|71814.0|0|984.0|0|0.0|100
0|2021-10-26|71560.0|0|71968.0|0|986.0|0|0.0|100
0|2021-10-27|71738.0|0|72282.0|0|990.0|0|0.0|100
0|2021-10-28|72204.0|0|72642.0|0|993.0|0|0.0|100
0|2021-10-29|72478.0|0|72851.0|0|999.0|0|0.0|100
0|2021-10-30|72478.0|0|72851.0|0|999.0|0|0.0|100
0|2021-10-31|72478.0|0|72851.0|0|999.0|0|0.0|100
0|2021-11-01|72926.0|0|73642.0|0|1002.0|0|0.0|100
0|2021-11-02|73132.0|0|73808.0|0|1003.0|0|0.0|100
0|2021-11-03|73292.0|0|74105.0|0|1007.0|0|0.0|100
0|2021-11-04|73530.0|0|74280.0|0|1016.0|0|0.0|100
0|2021-11-05|73761.0|0|74458.0|0|1019.0|0|0.0|100
0|2021-11-06|73761.0|0|74458.0|0|1019.0|0|0.0|100
0|2021-11-07|73761.0|0|74458.0|0|1019.0|0|0.0|100
0|2021-11-08|74282.0|0|75019.0|0|1024.0|0|0.0|100
0|2021-11-09|74459.0|0|75233.0|0|1030.0|0|0.0|100
0|2021-11-10|74459.0|0|75357.0|0|1030.0|0|0.0|100
0|2021-11-11|74635.0|0|75357.0|0|1030.0|0|0.0|100
0|2021-11-12|75125.0|0|75811.0|0|1038.0|0|0.0|100
0|2021-11-13|75125.0|0|75811.0|0|1038.0|0|0.0|100
0|2021-11-14|75125.0|0|75811.0|0|1038.0|0|0.0|100
0|2021-11-15|75563.0|0|75811.0|0|1048.0|0|0.0|100
0|2021-11-16|75712.0|0|76401.0|0|1050.0|0|0.0|100
0|2021-11-17|75867.0|0|76604.0|0|1055.0|0|0.0|100
0|2021-11-18|76088.0|0|76803.0|0|1059.0|0|0.0|100
0|2021-11-19|76239.0|0|76947.0|0|1061.0|0|0.0|100
0|2021-11-20|76239.0|0|76947.0|0|1061.0|0|0.0|100
0|2021-11-21|76239.0|0|76947.0|0|1061.0|0|0.0|100
0|2021-11-22|76611.0|0|77332.0|0|1065.0|0|0.0|100
0|2021-11-23|76697.0|0|77420.0|0|1068.0|0|0.0|100
0|2021-11-24|76762.0|0|77492.0|0|1068.0|0|0.0|100
0|2021-11-25|76762.0|0|77492.0|0|1068.0|0|0.0|100
0|2021-11-26|76762.0|0|77492.0|0|1068.0|0|0.0|100
0|2021-11-27|76762.0|0|77492.0|0|1068.0|0|0.0|100
0|2021-11-28|76762.0|0|77492.0|0|1068.0|0|0.0|100
0|2021-11-29|77191.0|0|77869.0|0|1070.0|0|0.0|100
0|2021-11-30|77283.0|0|78085.0|0|1076.0|0|0.0|100
0|2021-12-01|77283.0|0|78307.0|0|1076.0|0|0.0|100
0|2021-12-02|77726.0|0|78463.0|0|1098.0|0|0.0|100
0|2021-12-03|77839.0|0|78576.0|0|1103.0|0|0.0|100
0|2021-12-04|77839.0|0|78576.0|0|1103.0|0|0.0|100
0|2021-12-05|77839.0|0|78576.0|0|1103.0|0|0.0|100
0|2021-12-06|78078.0|0|78811.0|0|1108.0|0|0.0|100
0|2021-12-07|78216.0|0|78960.0|0|1110.0|0|0.0|100
0|2021-12-08|78317.0|0|79050.0|0|1115.0|0|0.0|100
0|2021-12-09|78425.0|0|79166.0|0|1119.0|0|0.0|100
0|2021-12-10|78533.0|0|79251.0|0|1121.0|0|0.0|100
0|2021-12-11|78533.0|0|79251.0|0|1121.0|0|0.0|100
0|2021-12-12|78533.0|0|79251.0|0|1121.0|0|0.0|100
0|2021-12-13|78732.0|0|79475.0|0|1122.0|0|0.0|100
0|2021-12-14|78732.0|0|79565.0|0|1122.0|0|0.0|100
0|2021-12-15|78901.0|0|79633.0|0|1125.0|0|0.0|100
0|2021-12-16|78992.0|0|79732.0|0|1127.0|0|0.0|100
0|2021-12-17|78992.0|0|79802.0|0|1129.0|0|0.0|100
0|2021-12-18|79079.0|0|79802.0|0|1129.0|0|0.0|100
0|2021-12-19|79079.0|0|79802.0|0|1129.0|0|0.0|100
0|2021-12-20|79305.0|0|80001.0|0|1135.0|0|0.0|100
0|2021-12-21|79341.0|0|80068.0|0|1137.0|0|0.0|100
0|2021-12-22|79402.0|0|80124.0|0|1142.0|0|0.0|100
