|dates|Baltimore_Maryland_UnitedStates.BLS_EmployedPopulation.data|Baltimore_Maryland_UnitedStates.BLS_EmployedPopulation.missing|Baltimore_Maryland_UnitedStates.BLS_UnemployedPopulation.data|Baltimore_Maryland_UnitedStates.BLS_UnemployedPopulation.missing|Baltimore_Maryland_UnitedStates.BLS_UnemploymentRate.data|Baltimore_Maryland_UnitedStates.BLS_UnemploymentRate.missing|Baltimore_Maryland_UnitedStates.BLS_LaborForcePopulation.data|Baltimore_Maryland_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-18|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-19|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-20|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-21|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-22|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-23|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-24|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-25|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-26|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-27|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-28|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-29|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-30|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-10-31|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-01|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-02|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-03|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-04|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-05|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-06|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-07|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-08|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-09|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-10|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-11|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-12|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-13|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-14|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-15|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-16|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-17|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-18|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-19|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-20|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-21|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-22|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-23|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-24|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-25|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-26|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-27|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-28|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-29|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-11-30|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-12-01|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-12-02|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-12-03|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-12-04|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-12-05|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-12-06|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
0|2021-12-07|414940.0|0|25306.0|0|5.748149898011566|0|440246.0|0
