|dates|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.data|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Seward_Kansas_UnitedStates.NYT_ConfirmedCases.data|Seward_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|5213.0|0|5327.0|0|53.0|0|0.0|100
0|2021-12-12|5213.0|0|5327.0|0|53.0|0|0.0|100
0|2021-12-13|5226.0|0|5327.0|0|53.0|0|0.0|100
0|2021-12-14|5226.0|0|5327.0|0|53.0|0|0.0|100
0|2021-12-15|5248.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-16|5248.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-17|5259.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-18|5259.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-19|5259.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-20|5272.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-21|5272.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-22|5293.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-23|5293.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-24|5293.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-25|5293.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-26|5293.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-27|5347.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-28|5347.0|0|5388.0|0|53.0|0|0.0|100
0|2021-12-29|5444.0|0|5444.0|0|53.0|0|0.0|100
0|2021-12-30|5444.0|0|5444.0|0|53.0|0|0.0|100
0|2021-12-31|5444.0|0|5444.0|0|53.0|0|0.0|100
0|2022-01-01|5444.0|0|5444.0|0|53.0|0|0.0|100
0|2022-01-02|5444.0|0|5444.0|0|53.0|0|0.0|100
0|2022-01-03|5632.0|0|5702.0|0|53.0|0|0.0|100
0|2022-01-04|5632.0|0|5702.0|0|53.0|0|0.0|100
0|2022-01-05|5823.0|0|5823.0|0|53.0|0|0.0|100
0|2022-01-06|5823.0|0|5823.0|0|53.0|0|0.0|100
0|2022-01-07|5995.0|0|5995.0|0|56.0|0|0.0|100
0|2022-01-08|5995.0|0|5995.0|0|56.0|0|0.0|100
0|2022-01-09|5995.0|0|5995.0|0|56.0|0|0.0|100
0|2022-01-10|6071.0|0|6071.0|0|56.0|0|0.0|100
0|2022-01-11|6071.0|0|6071.0|0|56.0|0|0.0|100
0|2022-01-12|6071.0|0|6153.0|0|56.0|0|0.0|100
0|2022-01-13|6071.0|0|6235.0|0|56.0|0|0.0|100
0|2022-01-14|6348.0|0|6348.0|0|56.0|0|0.0|100
0|2022-01-15|6348.0|0|6348.0|0|56.0|0|0.0|100
0|2022-01-16|6348.0|0|6348.0|0|56.0|0|0.0|100
0|2022-01-17|6348.0|0|0.0|100|56.0|0|0.0|100
