|dates|Laclede_Missouri_UnitedStates.BLS_EmployedPopulation.data|Laclede_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Laclede_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Laclede_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Laclede_Missouri_UnitedStates.BLS_UnemploymentRate.data|Laclede_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Laclede_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Laclede_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-04|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-05|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-06|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-07|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-08|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-09|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-10|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-11|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-12|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-13|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-14|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-15|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-16|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-17|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-18|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-19|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-20|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-21|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-22|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-23|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-24|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-25|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-26|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-27|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-28|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-29|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-30|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2021-12-31|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-01|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-02|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-03|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-04|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-05|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-06|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-07|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-08|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-09|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-10|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-11|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-12|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-13|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-14|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-15|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-16|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
0|2022-01-17|15870.0|0|693.0|0|4.18402463321862|0|16563.0|0
