|dates|Hardin_Iowa_UnitedStates.JHU_ConfirmedCases.data|Hardin_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Iowa_UnitedStates.NYT_ConfirmedCases.data|Hardin_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Hardin_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2664.0|0|2664.0|0|48.0|0|0.0|100
0|2021-10-18|2664.0|0|2664.0|0|48.0|0|0.0|100
0|2021-10-19|2664.0|0|2664.0|0|48.0|0|0.0|100
0|2021-10-20|2702.0|0|2703.0|0|49.0|0|0.0|100
0|2021-10-21|2702.0|0|2703.0|0|49.0|0|0.0|100
0|2021-10-22|2702.0|0|2703.0|0|49.0|0|0.0|100
0|2021-10-23|2702.0|0|2703.0|0|49.0|0|0.0|100
0|2021-10-24|2702.0|0|2703.0|0|49.0|0|0.0|100
0|2021-10-25|2702.0|0|2703.0|0|49.0|0|0.0|100
0|2021-10-26|2702.0|0|2703.0|0|49.0|0|0.0|100
0|2021-10-27|2718.0|0|2718.0|0|51.0|0|0.0|100
0|2021-10-28|2718.0|0|2718.0|0|51.0|0|0.0|100
0|2021-10-29|2718.0|0|2718.0|0|51.0|0|0.0|100
0|2021-10-30|2718.0|0|2718.0|0|51.0|0|0.0|100
0|2021-10-31|2718.0|0|2718.0|0|51.0|0|0.0|100
0|2021-11-01|2718.0|0|2718.0|0|51.0|0|0.0|100
0|2021-11-02|2718.0|0|2718.0|0|51.0|0|0.0|100
0|2021-11-03|2743.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-04|2743.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-05|2743.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-06|2743.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-07|2743.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-08|2743.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-09|2743.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-10|2743.0|0|2771.0|0|52.0|0|0.0|100
0|2021-11-11|2765.0|0|2771.0|0|53.0|0|0.0|100
0|2021-11-12|2765.0|0|2771.0|0|53.0|0|0.0|100
0|2021-11-13|2765.0|0|2771.0|0|53.0|0|0.0|100
0|2021-11-14|2765.0|0|2771.0|0|53.0|0|0.0|100
0|2021-11-15|2765.0|0|2771.0|0|53.0|0|0.0|100
0|2021-11-16|2765.0|0|2771.0|0|53.0|0|0.0|100
0|2021-11-17|2801.0|0|2808.0|0|53.0|0|0.0|100
0|2021-11-18|2801.0|0|2808.0|0|53.0|0|0.0|100
0|2021-11-19|2801.0|0|2808.0|0|53.0|0|0.0|100
0|2021-11-20|2801.0|0|2808.0|0|53.0|0|0.0|100
0|2021-11-21|2801.0|0|2808.0|0|53.0|0|0.0|100
0|2021-11-22|2801.0|0|2808.0|0|53.0|0|0.0|100
0|2021-11-23|2801.0|0|2808.0|0|53.0|0|0.0|100
0|2021-11-24|2843.0|0|2853.0|0|53.0|0|0.0|100
0|2021-11-25|2843.0|0|2853.0|0|53.0|0|0.0|100
0|2021-11-26|2843.0|0|2853.0|0|53.0|0|0.0|100
0|2021-11-27|2843.0|0|2853.0|0|53.0|0|0.0|100
0|2021-11-28|2843.0|0|2853.0|0|53.0|0|0.0|100
0|2021-11-29|2843.0|0|2853.0|0|53.0|0|0.0|100
0|2021-11-30|2843.0|0|2853.0|0|53.0|0|0.0|100
0|2021-12-01|2892.0|0|2900.0|0|53.0|0|0.0|100
0|2021-12-02|2892.0|0|2900.0|0|53.0|0|0.0|100
0|2021-12-03|2892.0|0|2900.0|0|53.0|0|0.0|100
0|2021-12-04|2892.0|0|2900.0|0|53.0|0|0.0|100
0|2021-12-05|2892.0|0|2900.0|0|53.0|0|0.0|100
0|2021-12-06|2892.0|0|2900.0|0|53.0|0|0.0|100
0|2021-12-07|2892.0|0|2900.0|0|53.0|0|0.0|100
0|2021-12-08|2970.0|0|2973.0|0|53.0|0|0.0|100
0|2021-12-09|2970.0|0|2973.0|0|53.0|0|0.0|100
0|2021-12-10|2993.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-11|2993.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-12|2993.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-13|2993.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-14|2993.0|0|2973.0|0|54.0|0|0.0|100
0|2021-12-15|3042.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-16|3042.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-17|3042.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-18|3042.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-19|3042.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-20|3042.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-21|3042.0|0|3044.0|0|55.0|0|0.0|100
0|2021-12-22|3104.0|0|3106.0|0|55.0|0|0.0|100
0|2021-12-23|3104.0|0|3106.0|0|55.0|0|0.0|100
0|2021-12-24|3104.0|0|3106.0|0|55.0|0|0.0|100
0|2021-12-25|3104.0|0|3106.0|0|55.0|0|0.0|100
0|2021-12-26|3104.0|0|3106.0|0|55.0|0|0.0|100
0|2021-12-27|3104.0|0|3106.0|0|55.0|0|0.0|100
0|2021-12-28|3104.0|0|3106.0|0|55.0|0|0.0|100
0|2021-12-29|3154.0|0|3159.0|0|55.0|0|0.0|100
0|2021-12-30|3154.0|0|3159.0|0|55.0|0|0.0|100
0|2021-12-31|3154.0|0|3159.0|0|55.0|0|0.0|100
0|2022-01-01|3154.0|0|3159.0|0|55.0|0|0.0|100
0|2022-01-02|3154.0|0|3159.0|0|55.0|0|0.0|100
0|2022-01-03|3154.0|0|3159.0|0|55.0|0|0.0|100
0|2022-01-04|3154.0|0|3159.0|0|55.0|0|0.0|100
0|2022-01-05|3230.0|0|3239.0|0|55.0|0|0.0|100
0|2022-01-06|3230.0|0|3239.0|0|55.0|0|0.0|100
0|2022-01-07|3230.0|0|3239.0|0|55.0|0|0.0|100
0|2022-01-08|3230.0|0|3239.0|0|55.0|0|0.0|100
0|2022-01-09|3230.0|0|3239.0|0|55.0|0|0.0|100
0|2022-01-10|3230.0|0|3239.0|0|55.0|0|0.0|100
0|2022-01-11|3230.0|0|3239.0|0|55.0|0|0.0|100
0|2022-01-12|3391.0|0|3403.0|0|55.0|0|0.0|100
0|2022-01-13|3391.0|0|3403.0|0|55.0|0|0.0|100
0|2022-01-14|3391.0|0|3403.0|0|55.0|0|0.0|100
0|2022-01-15|3391.0|0|3403.0|0|55.0|0|0.0|100
0|2022-01-16|3391.0|0|3403.0|0|55.0|0|0.0|100
0|2022-01-17|3391.0|0|0.0|100|55.0|0|0.0|100
