|dates|Navajo_Arizona_UnitedStates.BLS_EmployedPopulation.data|Navajo_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Navajo_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Navajo_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Navajo_Arizona_UnitedStates.BLS_UnemploymentRate.data|Navajo_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Navajo_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Navajo_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-18|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-19|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-20|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-21|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-22|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-23|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-24|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-25|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-26|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-27|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-28|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-29|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-30|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-10-31|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-01|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-02|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-03|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-04|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-05|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-06|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-07|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-08|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-09|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-10|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-11|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-12|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-13|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-14|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-15|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-16|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-17|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-18|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-19|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-20|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-21|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-22|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-23|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-24|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-25|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-26|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-27|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-28|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-29|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-11-30|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-12-01|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-12-02|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-12-03|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-12-04|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-12-05|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-12-06|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
0|2021-12-07|36228.0|0|3563.0|0|8.95428614510819|0|39791.0|0
