|dates|Otero_Colorado_UnitedStates.JHU_ConfirmedCases.data|Otero_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Otero_Colorado_UnitedStates.NYT_ConfirmedCases.data|Otero_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Otero_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Otero_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Otero_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Otero_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2557.0|0|2557.0|0|78.0|0|0.0|100
0|2021-10-18|2582.0|0|2582.0|0|79.0|0|0.0|100
0|2021-10-19|2587.0|0|2587.0|0|79.0|0|0.0|100
0|2021-10-20|2594.0|0|2594.0|0|80.0|0|0.0|100
0|2021-10-21|2618.0|0|2618.0|0|80.0|0|0.0|100
0|2021-10-22|2628.0|0|2628.0|0|80.0|0|0.0|100
0|2021-10-23|2628.0|0|2628.0|0|80.0|0|0.0|100
0|2021-10-24|2628.0|0|2628.0|0|80.0|0|0.0|100
0|2021-10-25|2642.0|0|2642.0|0|81.0|0|0.0|100
0|2021-10-26|2667.0|0|2667.0|0|81.0|0|0.0|100
0|2021-10-27|2684.0|0|2684.0|0|81.0|0|0.0|100
0|2021-10-28|2692.0|0|2692.0|0|83.0|0|0.0|100
0|2021-10-29|2707.0|0|2707.0|0|83.0|0|0.0|100
0|2021-10-30|2707.0|0|2707.0|0|83.0|0|0.0|100
0|2021-10-31|2707.0|0|2707.0|0|83.0|0|0.0|100
0|2021-11-01|2725.0|0|2725.0|0|84.0|0|0.0|100
0|2021-11-02|2740.0|0|2740.0|0|84.0|0|0.0|100
0|2021-11-03|2752.0|0|2752.0|0|84.0|0|0.0|100
0|2021-11-04|2764.0|0|2764.0|0|84.0|0|0.0|100
0|2021-11-05|2790.0|0|2790.0|0|84.0|0|0.0|100
0|2021-11-06|2790.0|0|2790.0|0|84.0|0|0.0|100
0|2021-11-07|2790.0|0|2790.0|0|84.0|0|0.0|100
0|2021-11-08|2824.0|0|2824.0|0|84.0|0|0.0|100
0|2021-11-09|2856.0|0|2856.0|0|85.0|0|0.0|100
0|2021-11-10|2856.0|0|2882.0|0|85.0|0|0.0|100
0|2021-11-11|2899.0|0|2899.0|0|85.0|0|0.0|100
0|2021-11-12|2923.0|0|2923.0|0|86.0|0|0.0|100
0|2021-11-13|2923.0|0|2923.0|0|86.0|0|0.0|100
0|2021-11-14|2923.0|0|2923.0|0|86.0|0|0.0|100
0|2021-11-15|2964.0|0|2964.0|0|88.0|0|0.0|100
0|2021-11-16|3002.0|0|3002.0|0|89.0|0|0.0|100
0|2021-11-17|3021.0|0|3021.0|0|89.0|0|0.0|100
0|2021-11-18|3039.0|0|3038.0|0|89.0|0|0.0|100
0|2021-11-19|3069.0|0|3069.0|0|90.0|0|0.0|100
0|2021-11-20|3069.0|0|3069.0|0|90.0|0|0.0|100
0|2021-11-21|3069.0|0|3069.0|0|90.0|0|0.0|100
0|2021-11-22|3095.0|0|3095.0|0|91.0|0|0.0|100
0|2021-11-23|3125.0|0|3125.0|0|93.0|0|0.0|100
0|2021-11-24|3146.0|0|3146.0|0|94.0|0|0.0|100
0|2021-11-25|3162.0|0|3162.0|0|94.0|0|0.0|100
0|2021-11-26|3161.0|0|3162.0|0|94.0|0|0.0|100
0|2021-11-27|3161.0|0|3162.0|0|94.0|0|0.0|100
0|2021-11-28|3161.0|0|3161.0|0|94.0|0|0.0|100
0|2021-11-29|3177.0|0|3177.0|0|95.0|0|0.0|100
0|2021-11-30|3189.0|0|3189.0|0|95.0|0|0.0|100
0|2021-12-01|3189.0|0|3208.0|0|95.0|0|0.0|100
0|2021-12-02|3227.0|0|3227.0|0|103.0|0|0.0|100
0|2021-12-03|3232.0|0|3230.0|0|103.0|0|0.0|100
0|2021-12-04|3232.0|0|3232.0|0|103.0|0|0.0|100
0|2021-12-05|3232.0|0|3232.0|0|103.0|0|0.0|100
0|2021-12-06|3248.0|0|3248.0|0|103.0|0|0.0|100
0|2021-12-07|3255.0|0|3255.0|0|106.0|0|0.0|100
0|2021-12-08|3264.0|0|3264.0|0|107.0|0|0.0|100
0|2021-12-09|3274.0|0|3274.0|0|108.0|0|0.0|100
0|2021-12-10|3282.0|0|3282.0|0|108.0|0|0.0|100
0|2021-12-11|3282.0|0|3282.0|0|108.0|0|0.0|100
0|2021-12-12|3282.0|0|3282.0|0|108.0|0|0.0|100
0|2021-12-13|3291.0|0|3291.0|0|112.0|0|0.0|100
0|2021-12-14|3291.0|0|3294.0|0|112.0|0|0.0|100
0|2021-12-15|3299.0|0|3299.0|0|113.0|0|0.0|100
0|2021-12-16|3302.0|0|3302.0|0|114.0|0|0.0|100
0|2021-12-17|3305.0|0|3305.0|0|114.0|0|0.0|100
0|2021-12-18|3305.0|0|3305.0|0|114.0|0|0.0|100
0|2021-12-19|3305.0|0|3305.0|0|114.0|0|0.0|100
0|2021-12-20|3310.0|0|3310.0|0|114.0|0|0.0|100
0|2021-12-21|3313.0|0|3313.0|0|115.0|0|0.0|100
0|2021-12-22|3315.0|0|3315.0|0|115.0|0|0.0|100
0|2021-12-23|3321.0|0|3321.0|0|115.0|0|0.0|100
0|2021-12-24|3323.0|0|3323.0|0|115.0|0|0.0|100
0|2021-12-25|3323.0|0|3323.0|0|115.0|0|0.0|100
0|2021-12-26|3323.0|0|3323.0|0|115.0|0|0.0|100
0|2021-12-27|3329.0|0|3329.0|0|115.0|0|0.0|100
0|2021-12-28|3335.0|0|3335.0|0|115.0|0|0.0|100
0|2021-12-29|3342.0|0|3342.0|0|115.0|0|0.0|100
0|2021-12-30|3357.0|0|3357.0|0|116.0|0|0.0|100
0|2021-12-31|3368.0|0|3368.0|0|116.0|0|0.0|100
0|2022-01-01|3368.0|0|3368.0|0|116.0|0|0.0|100
0|2022-01-02|3368.0|0|3368.0|0|116.0|0|0.0|100
0|2022-01-03|3380.0|0|3380.0|0|116.0|0|0.0|100
0|2022-01-04|3396.0|0|3396.0|0|116.0|0|0.0|100
0|2022-01-05|3410.0|0|3410.0|0|116.0|0|0.0|100
0|2022-01-06|3420.0|0|3420.0|0|117.0|0|0.0|100
0|2022-01-07|3427.0|0|3427.0|0|117.0|0|0.0|100
0|2022-01-08|3427.0|0|3427.0|0|117.0|0|0.0|100
0|2022-01-09|3427.0|0|3427.0|0|117.0|0|0.0|100
0|2022-01-10|3482.0|0|3482.0|0|117.0|0|0.0|100
0|2022-01-11|3512.0|0|3512.0|0|118.0|0|0.0|100
0|2022-01-12|3532.0|0|3532.0|0|118.0|0|0.0|100
0|2022-01-13|3532.0|0|3544.0|0|118.0|0|0.0|100
0|2022-01-14|3562.0|0|3553.0|0|118.0|0|0.0|100
0|2022-01-15|3562.0|0|3562.0|0|118.0|0|0.0|100
0|2022-01-16|3562.0|0|3562.0|0|118.0|0|0.0|100
0|2022-01-17|3644.0|0|0.0|100|118.0|0|0.0|100
