|dates|Blaine_Montana_UnitedStates.JHU_ConfirmedCases.data|Blaine_Montana_UnitedStates.JHU_ConfirmedCases.missing|Blaine_Montana_UnitedStates.NYT_ConfirmedCases.data|Blaine_Montana_UnitedStates.NYT_ConfirmedCases.missing|Blaine_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Blaine_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Blaine_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Blaine_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1187.0|0|1187.0|0|24.0|0|0.0|100
0|2021-10-18|1212.0|0|1212.0|0|24.0|0|0.0|100
0|2021-10-19|1228.0|0|1228.0|0|25.0|0|0.0|100
0|2021-10-20|1231.0|0|1231.0|0|25.0|0|0.0|100
0|2021-10-21|1248.0|0|1248.0|0|25.0|0|0.0|100
0|2021-10-22|1251.0|0|1251.0|0|25.0|0|0.0|100
0|2021-10-23|1251.0|0|1251.0|0|25.0|0|0.0|100
0|2021-10-24|1251.0|0|1251.0|0|25.0|0|0.0|100
0|2021-10-25|1252.0|0|1252.0|0|25.0|0|0.0|100
0|2021-10-26|1262.0|0|1262.0|0|25.0|0|0.0|100
0|2021-10-27|1269.0|0|1269.0|0|26.0|0|0.0|100
0|2021-10-28|1268.0|0|1268.0|0|27.0|0|0.0|100
0|2021-10-29|1276.0|0|1276.0|0|27.0|0|0.0|100
0|2021-10-30|1276.0|0|1276.0|0|27.0|0|0.0|100
0|2021-10-31|1276.0|0|1276.0|0|27.0|0|0.0|100
0|2021-11-01|1276.0|0|1276.0|0|27.0|0|0.0|100
0|2021-11-02|1303.0|0|1303.0|0|27.0|0|0.0|100
0|2021-11-03|1316.0|0|1316.0|0|27.0|0|0.0|100
0|2021-11-04|1334.0|0|1334.0|0|27.0|0|0.0|100
0|2021-11-05|1339.0|0|1339.0|0|27.0|0|0.0|100
0|2021-11-06|1339.0|0|1339.0|0|27.0|0|0.0|100
0|2021-11-07|1339.0|0|1339.0|0|27.0|0|0.0|100
0|2021-11-08|1339.0|0|1339.0|0|27.0|0|0.0|100
0|2021-11-09|1343.0|0|1343.0|0|27.0|0|0.0|100
0|2021-11-10|1344.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-11|1344.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-12|1344.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-13|1344.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-14|1344.0|0|1344.0|0|27.0|0|0.0|100
0|2021-11-15|1345.0|0|1345.0|0|27.0|0|0.0|100
0|2021-11-16|1345.0|0|1345.0|0|27.0|0|0.0|100
0|2021-11-17|1355.0|0|1355.0|0|27.0|0|0.0|100
0|2021-11-18|1387.0|0|1387.0|0|27.0|0|0.0|100
0|2021-11-19|1388.0|0|1388.0|0|27.0|0|0.0|100
0|2021-11-20|1388.0|0|1388.0|0|27.0|0|0.0|100
0|2021-11-21|1388.0|0|1388.0|0|27.0|0|0.0|100
0|2021-11-22|1389.0|0|1389.0|0|27.0|0|0.0|100
0|2021-11-23|1394.0|0|1394.0|0|27.0|0|0.0|100
0|2021-11-24|1404.0|0|1404.0|0|27.0|0|0.0|100
0|2021-11-25|1404.0|0|1404.0|0|27.0|0|0.0|100
0|2021-11-26|1404.0|0|1406.0|0|27.0|0|0.0|100
0|2021-11-27|1406.0|0|1406.0|0|27.0|0|0.0|100
0|2021-11-28|1406.0|0|1406.0|0|27.0|0|0.0|100
0|2021-11-29|1407.0|0|1407.0|0|27.0|0|0.0|100
0|2021-11-30|1408.0|0|1408.0|0|27.0|0|0.0|100
0|2021-12-01|1411.0|0|1411.0|0|27.0|0|0.0|100
0|2021-12-02|1422.0|0|1422.0|0|27.0|0|0.0|100
0|2021-12-03|1423.0|0|1423.0|0|27.0|0|0.0|100
0|2021-12-04|1423.0|0|1423.0|0|27.0|0|0.0|100
0|2021-12-05|1423.0|0|1423.0|0|27.0|0|0.0|100
0|2021-12-06|1427.0|0|1427.0|0|28.0|0|0.0|100
0|2021-12-07|1429.0|0|1429.0|0|28.0|0|0.0|100
0|2021-12-08|1431.0|0|1431.0|0|28.0|0|0.0|100
0|2021-12-09|1432.0|0|1432.0|0|28.0|0|0.0|100
0|2021-12-10|1435.0|0|1435.0|0|28.0|0|0.0|100
0|2021-12-11|1435.0|0|1435.0|0|28.0|0|0.0|100
0|2021-12-12|1435.0|0|1435.0|0|28.0|0|0.0|100
0|2021-12-13|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-14|1436.0|0|1436.0|0|28.0|0|0.0|100
0|2021-12-15|1438.0|0|1438.0|0|28.0|0|0.0|100
0|2021-12-16|1438.0|0|1438.0|0|28.0|0|0.0|100
0|2021-12-17|1442.0|0|1442.0|0|28.0|0|0.0|100
0|2021-12-18|1442.0|0|1442.0|0|28.0|0|0.0|100
0|2021-12-19|1442.0|0|1442.0|0|28.0|0|0.0|100
0|2021-12-20|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-21|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-22|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-23|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-24|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-25|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-26|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-27|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-28|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-29|1443.0|0|1443.0|0|28.0|0|0.0|100
0|2021-12-30|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2021-12-31|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-01|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-02|1444.0|0|1444.0|0|28.0|0|0.0|100
0|2022-01-03|1447.0|0|1447.0|0|28.0|0|0.0|100
0|2022-01-04|1454.0|0|1454.0|0|28.0|0|0.0|100
0|2022-01-05|1455.0|0|1455.0|0|28.0|0|0.0|100
0|2022-01-06|1462.0|0|1462.0|0|28.0|0|0.0|100
0|2022-01-07|1463.0|0|1463.0|0|28.0|0|0.0|100
0|2022-01-08|1463.0|0|1463.0|0|28.0|0|0.0|100
0|2022-01-09|1463.0|0|1463.0|0|28.0|0|0.0|100
0|2022-01-10|1464.0|0|1464.0|0|28.0|0|0.0|100
0|2022-01-11|1469.0|0|1469.0|0|28.0|0|0.0|100
0|2022-01-12|1475.0|0|1475.0|0|28.0|0|0.0|100
0|2022-01-13|1475.0|0|1477.0|0|28.0|0|0.0|100
0|2022-01-14|1485.0|0|1485.0|0|28.0|0|0.0|100
0|2022-01-15|1485.0|0|1485.0|0|28.0|0|0.0|100
0|2022-01-16|1485.0|0|1485.0|0|28.0|0|0.0|100
0|2022-01-17|1485.0|0|0.0|100|28.0|0|0.0|100
