|dates|Faribault_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Faribault_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Faribault_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Faribault_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Faribault_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Faribault_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Faribault_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Faribault_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|2387.0|0|2387.0|0|31.0|0|0.0|100
0|2021-11-13|2387.0|0|2387.0|0|31.0|0|0.0|100
0|2021-11-14|2387.0|0|2387.0|0|31.0|0|0.0|100
0|2021-11-15|2404.0|0|2404.0|0|31.0|0|0.0|100
0|2021-11-16|2435.0|0|2435.0|0|31.0|0|0.0|100
0|2021-11-17|2436.0|0|2436.0|0|31.0|0|0.0|100
0|2021-11-18|2452.0|0|2452.0|0|31.0|0|0.0|100
0|2021-11-19|2467.0|0|2467.0|0|31.0|0|0.0|100
0|2021-11-20|2467.0|0|2467.0|0|31.0|0|0.0|100
0|2021-11-21|2467.0|0|2467.0|0|31.0|0|0.0|100
0|2021-11-22|2483.0|0|2483.0|0|31.0|0|0.0|100
0|2021-11-23|2514.0|0|2514.0|0|31.0|0|0.0|100
0|2021-11-24|2524.0|0|2524.0|0|31.0|0|0.0|100
0|2021-11-25|2524.0|0|2524.0|0|31.0|0|0.0|100
0|2021-11-26|2530.0|0|2530.0|0|32.0|0|0.0|100
0|2021-11-27|2530.0|0|2530.0|0|32.0|0|0.0|100
0|2021-11-28|2530.0|0|2530.0|0|32.0|0|0.0|100
0|2021-11-29|2542.0|0|2542.0|0|32.0|0|0.0|100
0|2021-11-30|2570.0|0|2570.0|0|32.0|0|0.0|100
0|2021-12-01|2582.0|0|2582.0|0|33.0|0|0.0|100
0|2021-12-02|2594.0|0|2594.0|0|35.0|0|0.0|100
0|2021-12-03|2618.0|0|2618.0|0|35.0|0|0.0|100
0|2021-12-04|2618.0|0|2618.0|0|35.0|0|0.0|100
0|2021-12-05|2618.0|0|2618.0|0|35.0|0|0.0|100
0|2021-12-06|2628.0|0|2628.0|0|35.0|0|0.0|100
0|2021-12-07|2670.0|0|2670.0|0|35.0|0|0.0|100
0|2021-12-08|2675.0|0|2675.0|0|36.0|0|0.0|100
0|2021-12-09|2677.0|0|2677.0|0|36.0|0|0.0|100
0|2021-12-10|2693.0|0|2693.0|0|36.0|0|0.0|100
0|2021-12-11|2693.0|0|2693.0|0|36.0|0|0.0|100
0|2021-12-12|2693.0|0|2693.0|0|36.0|0|0.0|100
0|2021-12-13|2703.0|0|2703.0|0|36.0|0|0.0|100
0|2021-12-14|2703.0|0|2720.0|0|36.0|0|0.0|100
0|2021-12-15|2723.0|0|2723.0|0|36.0|0|0.0|100
0|2021-12-16|2737.0|0|2737.0|0|36.0|0|0.0|100
0|2021-12-17|2750.0|0|2750.0|0|37.0|0|0.0|100
0|2021-12-18|2750.0|0|2750.0|0|37.0|0|0.0|100
0|2021-12-19|2750.0|0|2750.0|0|37.0|0|0.0|100
0|2021-12-20|2759.0|0|2759.0|0|37.0|0|0.0|100
0|2021-12-21|2783.0|0|2783.0|0|38.0|0|0.0|100
0|2021-12-22|2787.0|0|2787.0|0|38.0|0|0.0|100
0|2021-12-23|2802.0|0|2802.0|0|38.0|0|0.0|100
0|2021-12-24|2802.0|0|2802.0|0|38.0|0|0.0|100
0|2021-12-25|2802.0|0|2802.0|0|38.0|0|0.0|100
0|2021-12-26|2802.0|0|2802.0|0|38.0|0|0.0|100
0|2021-12-27|2812.0|0|2812.0|0|38.0|0|0.0|100
0|2021-12-28|2823.0|0|2823.0|0|40.0|0|0.0|100
0|2021-12-29|2832.0|0|2832.0|0|40.0|0|0.0|100
0|2021-12-30|2841.0|0|2841.0|0|40.0|0|0.0|100
0|2021-12-31|2841.0|0|2841.0|0|40.0|0|0.0|100
0|2022-01-01|2841.0|0|2841.0|0|40.0|0|0.0|100
0|2022-01-02|2841.0|0|2841.0|0|40.0|0|0.0|100
0|2022-01-03|2852.0|0|2852.0|0|41.0|0|0.0|100
0|2022-01-04|2881.0|0|2881.0|0|41.0|0|0.0|100
0|2022-01-05|2888.0|0|2888.0|0|41.0|0|0.0|100
0|2022-01-06|2903.0|0|2903.0|0|41.0|0|0.0|100
0|2022-01-07|2910.0|0|2910.0|0|41.0|0|0.0|100
0|2022-01-08|2910.0|0|2910.0|0|41.0|0|0.0|100
0|2022-01-09|2910.0|0|2910.0|0|41.0|0|0.0|100
0|2022-01-10|2927.0|0|2927.0|0|42.0|0|0.0|100
0|2022-01-11|2973.0|0|2973.0|0|42.0|0|0.0|100
0|2022-01-12|2984.0|0|2984.0|0|43.0|0|0.0|100
0|2022-01-13|2984.0|0|3005.0|0|43.0|0|0.0|100
0|2022-01-14|3018.0|0|3018.0|0|44.0|0|0.0|100
0|2022-01-15|3018.0|0|3018.0|0|44.0|0|0.0|100
0|2022-01-16|3018.0|0|3018.0|0|44.0|0|0.0|100
0|2022-01-17|3018.0|0|0.0|100|44.0|0|0.0|100
