|dates|Denton_Texas_UnitedStates.BLS_EmployedPopulation.data|Denton_Texas_UnitedStates.BLS_EmployedPopulation.missing|Denton_Texas_UnitedStates.BLS_UnemployedPopulation.data|Denton_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Denton_Texas_UnitedStates.BLS_UnemploymentRate.data|Denton_Texas_UnitedStates.BLS_UnemploymentRate.missing|Denton_Texas_UnitedStates.BLS_LaborForcePopulation.data|Denton_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-18|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-19|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-20|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-21|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-22|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-23|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-24|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-25|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-26|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-27|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-28|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-29|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-30|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-10-31|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-01|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-02|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-03|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-04|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-05|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-06|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-07|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-08|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-09|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-10|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-11|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-12|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-13|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-14|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-15|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-16|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-17|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-18|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-19|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-20|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-21|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-22|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-23|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-24|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-25|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-26|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-27|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-28|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-29|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-11-30|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-01|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-02|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-03|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-04|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-05|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-06|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-07|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-08|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-09|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-10|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-11|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
0|2021-12-12|486483.0|0|23563.0|0|4.619779392446956|0|510046.0|0
