|dates|Murray_Georgia_UnitedStates.JHU_ConfirmedCases.data|Murray_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Murray_Georgia_UnitedStates.NYT_ConfirmedCases.data|Murray_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Murray_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Murray_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Murray_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Murray_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7374.0|0|7406.0|0|130.0|0|0.0|100
0|2021-10-18|7401.0|0|7434.0|0|130.0|0|0.0|100
0|2021-10-19|7409.0|0|7442.0|0|130.0|0|0.0|100
0|2021-10-20|7427.0|0|7460.0|0|131.0|0|0.0|100
0|2021-10-21|7446.0|0|7479.0|0|131.0|0|0.0|100
0|2021-10-22|7457.0|0|7490.0|0|132.0|0|0.0|100
0|2021-10-23|7457.0|0|7490.0|0|132.0|0|0.0|100
0|2021-10-24|7457.0|0|7490.0|0|132.0|0|0.0|100
0|2021-10-25|7481.0|0|7514.0|0|134.0|0|0.0|100
0|2021-10-26|7491.0|0|7524.0|0|134.0|0|0.0|100
0|2021-10-27|7499.0|0|7532.0|0|134.0|0|0.0|100
0|2021-10-28|7508.0|0|7541.0|0|136.0|0|0.0|100
0|2021-10-29|7520.0|0|7553.0|0|136.0|0|0.0|100
0|2021-10-30|7520.0|0|7553.0|0|136.0|0|0.0|100
0|2021-10-31|7520.0|0|7553.0|0|136.0|0|0.0|100
0|2021-11-01|7528.0|0|7561.0|0|136.0|0|0.0|100
0|2021-11-02|7536.0|0|7569.0|0|137.0|0|0.0|100
0|2021-11-03|7542.0|0|7575.0|0|138.0|0|0.0|100
0|2021-11-04|7549.0|0|7582.0|0|139.0|0|0.0|100
0|2021-11-05|7556.0|0|7589.0|0|139.0|0|0.0|100
0|2021-11-06|7556.0|0|7589.0|0|139.0|0|0.0|100
0|2021-11-07|7556.0|0|7589.0|0|139.0|0|0.0|100
0|2021-11-08|7556.0|0|7590.0|0|139.0|0|0.0|100
0|2021-11-09|7575.0|0|7609.0|0|140.0|0|0.0|100
0|2021-11-10|7575.0|0|7621.0|0|140.0|0|0.0|100
0|2021-11-11|7587.0|0|7621.0|0|140.0|0|0.0|100
0|2021-11-12|7612.0|0|7646.0|0|140.0|0|0.0|100
0|2021-11-13|7612.0|0|7646.0|0|140.0|0|0.0|100
0|2021-11-14|7612.0|0|7646.0|0|140.0|0|0.0|100
0|2021-11-15|7632.0|0|7667.0|0|140.0|0|0.0|100
0|2021-11-16|7637.0|0|7672.0|0|140.0|0|0.0|100
0|2021-11-17|7644.0|0|7679.0|0|140.0|0|0.0|100
0|2021-11-18|7648.0|0|7683.0|0|141.0|0|0.0|100
0|2021-11-19|7656.0|0|7691.0|0|141.0|0|0.0|100
0|2021-11-20|7656.0|0|7691.0|0|141.0|0|0.0|100
0|2021-11-21|7656.0|0|7691.0|0|141.0|0|0.0|100
0|2021-11-22|7657.0|0|7691.0|0|141.0|0|0.0|100
0|2021-11-23|7664.0|0|7698.0|0|144.0|0|0.0|100
0|2021-11-24|7674.0|0|7708.0|0|144.0|0|0.0|100
0|2021-11-25|7674.0|0|7708.0|0|144.0|0|0.0|100
0|2021-11-26|7674.0|0|7708.0|0|144.0|0|0.0|100
0|2021-11-27|7674.0|0|7708.0|0|144.0|0|0.0|100
0|2021-11-28|7674.0|0|7708.0|0|144.0|0|0.0|100
0|2021-11-29|7694.0|0|7728.0|0|145.0|0|0.0|100
0|2021-11-30|7697.0|0|7733.0|0|145.0|0|0.0|100
0|2021-12-01|7708.0|0|7744.0|0|145.0|0|0.0|100
0|2021-12-02|7708.0|0|7748.0|0|145.0|0|0.0|100
0|2021-12-03|7722.0|0|7758.0|0|145.0|0|0.0|100
0|2021-12-04|7722.0|0|7758.0|0|145.0|0|0.0|100
0|2021-12-05|7722.0|0|7758.0|0|145.0|0|0.0|100
0|2021-12-06|7742.0|0|7778.0|0|145.0|0|0.0|100
0|2021-12-07|7755.0|0|7791.0|0|148.0|0|0.0|100
0|2021-12-08|7765.0|0|7801.0|0|149.0|0|0.0|100
0|2021-12-09|7771.0|0|7807.0|0|149.0|0|0.0|100
0|2021-12-10|7788.0|0|7824.0|0|149.0|0|0.0|100
0|2021-12-11|7788.0|0|7824.0|0|149.0|0|0.0|100
0|2021-12-12|7788.0|0|7824.0|0|149.0|0|0.0|100
0|2021-12-13|7804.0|0|7840.0|0|149.0|0|0.0|100
0|2021-12-14|7804.0|0|7849.0|0|149.0|0|0.0|100
0|2021-12-15|7821.0|0|7857.0|0|149.0|0|0.0|100
0|2021-12-16|7827.0|0|7863.0|0|149.0|0|0.0|100
0|2021-12-17|7843.0|0|7879.0|0|149.0|0|0.0|100
0|2021-12-18|7843.0|0|7879.0|0|149.0|0|0.0|100
0|2021-12-19|7843.0|0|7879.0|0|149.0|0|0.0|100
0|2021-12-20|7859.0|0|7895.0|0|150.0|0|0.0|100
0|2021-12-21|7868.0|0|7904.0|0|150.0|0|0.0|100
0|2021-12-22|7873.0|0|7909.0|0|150.0|0|0.0|100
0|2021-12-23|7890.0|0|7926.0|0|150.0|0|0.0|100
0|2021-12-24|7904.0|0|7940.0|0|150.0|0|0.0|100
0|2021-12-25|7904.0|0|7940.0|0|150.0|0|0.0|100
0|2021-12-26|7904.0|0|7940.0|0|150.0|0|0.0|100
0|2021-12-27|7930.0|0|7971.0|0|150.0|0|0.0|100
0|2021-12-28|7957.0|0|7998.0|0|150.0|0|0.0|100
0|2021-12-29|7999.0|0|8040.0|0|151.0|0|0.0|100
0|2021-12-30|8046.0|0|8087.0|0|151.0|0|0.0|100
0|2021-12-31|8110.0|0|8151.0|0|151.0|0|0.0|100
0|2022-01-01|8110.0|0|8151.0|0|151.0|0|0.0|100
0|2022-01-02|8110.0|0|8151.0|0|151.0|0|0.0|100
0|2022-01-03|8110.0|0|8151.0|0|151.0|0|0.0|100
0|2022-01-04|8235.0|0|8276.0|0|153.0|0|0.0|100
0|2022-01-05|8329.0|0|8370.0|0|153.0|0|0.0|100
0|2022-01-06|8329.0|0|8370.0|0|153.0|0|0.0|100
