|dates|Muskegon_Michigan_UnitedStates.JHU_ConfirmedCases.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Muskegon_Michigan_UnitedStates.NYT_ConfirmedCases.data|Muskegon_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Muskegon_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Muskegon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Muskegon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|20478.0|0|22604.0|0|411.0|0|0.0|100
0|2021-10-18|20648.0|0|22774.0|0|411.0|0|0.0|100
0|2021-10-19|20648.0|0|22774.0|0|411.0|0|0.0|100
0|2021-10-20|20811.0|0|22937.0|0|414.0|0|0.0|100
0|2021-10-21|20811.0|0|22937.0|0|414.0|0|0.0|100
0|2021-10-22|20986.0|0|23112.0|0|416.0|0|0.0|100
0|2021-10-23|20986.0|0|23112.0|0|416.0|0|0.0|100
0|2021-10-24|20986.0|0|23112.0|0|416.0|0|0.0|100
0|2021-10-25|21160.0|0|23286.0|0|411.0|0|0.0|100
0|2021-10-26|21160.0|0|23286.0|0|411.0|0|0.0|100
0|2021-10-27|21353.0|0|23479.0|0|415.0|0|0.0|100
0|2021-10-28|21353.0|0|23479.0|0|415.0|0|0.0|100
0|2021-10-29|21543.0|0|23669.0|0|416.0|0|0.0|100
0|2021-10-30|21543.0|0|23669.0|0|416.0|0|0.0|100
0|2021-10-31|21543.0|0|23669.0|0|416.0|0|0.0|100
0|2021-11-01|21747.0|0|23873.0|0|416.0|0|0.0|100
0|2021-11-02|21747.0|0|23873.0|0|416.0|0|0.0|100
0|2021-11-03|22039.0|0|24165.0|0|417.0|0|0.0|100
0|2021-11-04|22039.0|0|24165.0|0|417.0|0|0.0|100
0|2021-11-05|22321.0|0|24447.0|0|421.0|0|0.0|100
0|2021-11-06|22321.0|0|24447.0|0|421.0|0|0.0|100
0|2021-11-07|22321.0|0|24447.0|0|421.0|0|0.0|100
0|2021-11-08|22531.0|0|24657.0|0|421.0|0|0.0|100
0|2021-11-09|22531.0|0|24657.0|0|421.0|0|0.0|100
0|2021-11-10|22531.0|0|24796.0|0|421.0|0|0.0|100
0|2021-11-11|22670.0|0|24796.0|0|424.0|0|0.0|100
0|2021-11-12|23131.0|0|25257.0|0|425.0|0|0.0|100
0|2021-11-13|23131.0|0|25257.0|0|425.0|0|0.0|100
0|2021-11-14|23131.0|0|25257.0|0|425.0|0|0.0|100
0|2021-11-15|23714.0|0|25840.0|0|425.0|0|0.0|100
0|2021-11-16|23714.0|0|25840.0|0|425.0|0|0.0|100
0|2021-11-17|24080.0|0|26206.0|0|428.0|0|0.0|100
0|2021-11-18|24080.0|0|26206.0|0|428.0|0|0.0|100
0|2021-11-19|24523.0|0|26649.0|0|431.0|0|0.0|100
0|2021-11-20|24523.0|0|26649.0|0|431.0|0|0.0|100
0|2021-11-21|24523.0|0|26649.0|0|431.0|0|0.0|100
0|2021-11-22|24935.0|0|27061.0|0|433.0|0|0.0|100
0|2021-11-23|24935.0|0|27061.0|0|433.0|0|0.0|100
0|2021-11-24|25347.0|0|27473.0|0|443.0|0|0.0|100
0|2021-11-25|25347.0|0|27473.0|0|443.0|0|0.0|100
0|2021-11-26|25347.0|0|27473.0|0|443.0|0|0.0|100
0|2021-11-27|25347.0|0|27473.0|0|443.0|0|0.0|100
0|2021-11-28|25347.0|0|27473.0|0|443.0|0|0.0|100
0|2021-11-29|25891.0|0|28017.0|0|449.0|0|0.0|100
0|2021-11-30|25891.0|0|28017.0|0|449.0|0|0.0|100
0|2021-12-01|26312.0|0|28438.0|0|457.0|0|0.0|100
0|2021-12-02|26312.0|0|28438.0|0|457.0|0|0.0|100
0|2021-12-03|26884.0|0|29010.0|0|464.0|0|0.0|100
0|2021-12-04|26884.0|0|29010.0|0|464.0|0|0.0|100
0|2021-12-05|26884.0|0|29010.0|0|464.0|0|0.0|100
0|2021-12-06|27198.0|0|29324.0|0|465.0|0|0.0|100
0|2021-12-07|27198.0|0|29324.0|0|465.0|0|0.0|100
0|2021-12-08|27522.0|0|29648.0|0|474.0|0|0.0|100
0|2021-12-09|27522.0|0|29648.0|0|474.0|0|0.0|100
0|2021-12-10|27759.0|0|29885.0|0|480.0|0|0.0|100
0|2021-12-11|27759.0|0|29885.0|0|480.0|0|0.0|100
0|2021-12-12|27759.0|0|29885.0|0|480.0|0|0.0|100
0|2021-12-13|28009.0|0|30135.0|0|485.0|0|0.0|100
0|2021-12-14|28009.0|0|30135.0|0|485.0|0|0.0|100
0|2021-12-15|28231.0|0|30357.0|0|487.0|0|0.0|100
0|2021-12-16|28231.0|0|30357.0|0|487.0|0|0.0|100
0|2021-12-17|28429.0|0|30555.0|0|493.0|0|0.0|100
0|2021-12-18|28429.0|0|30555.0|0|493.0|0|0.0|100
0|2021-12-19|28429.0|0|30555.0|0|493.0|0|0.0|100
0|2021-12-20|28596.0|0|30722.0|0|494.0|0|0.0|100
0|2021-12-21|28596.0|0|30722.0|0|494.0|0|0.0|100
0|2021-12-22|28791.0|0|30917.0|0|502.0|0|0.0|100
0|2021-12-23|28791.0|0|30917.0|0|502.0|0|0.0|100
0|2021-12-24|28791.0|0|30917.0|0|502.0|0|0.0|100
0|2021-12-25|28791.0|0|30917.0|0|502.0|0|0.0|100
0|2021-12-26|28791.0|0|30917.0|0|502.0|0|0.0|100
0|2021-12-27|29093.0|0|31219.0|0|508.0|0|0.0|100
0|2021-12-28|29093.0|0|31219.0|0|508.0|0|0.0|100
0|2021-12-29|29486.0|0|31612.0|0|517.0|0|0.0|100
0|2021-12-30|29486.0|0|31612.0|0|517.0|0|0.0|100
0|2021-12-31|29486.0|0|31612.0|0|517.0|0|0.0|100
0|2022-01-01|29486.0|0|31612.0|0|517.0|0|0.0|100
0|2022-01-02|29486.0|0|31612.0|0|517.0|0|0.0|100
0|2022-01-03|30338.0|0|32464.0|0|518.0|0|0.0|100
0|2022-01-04|30338.0|0|32464.0|0|518.0|0|0.0|100
0|2022-01-05|30885.0|0|33011.0|0|525.0|0|0.0|100
0|2022-01-06|30885.0|0|33011.0|0|525.0|0|0.0|100
0|2022-01-07|31425.0|0|33551.0|0|530.0|0|0.0|100
0|2022-01-08|31425.0|0|33551.0|0|530.0|0|0.0|100
0|2022-01-09|31425.0|0|33551.0|0|530.0|0|0.0|100
0|2022-01-10|32169.0|0|34295.0|0|530.0|0|0.0|100
0|2022-01-11|32169.0|0|34295.0|0|530.0|0|0.0|100
0|2022-01-12|32738.0|0|34864.0|0|534.0|0|0.0|100
0|2022-01-13|32738.0|0|34864.0|0|534.0|0|0.0|100
0|2022-01-14|33409.0|0|35535.0|0|536.0|0|0.0|100
0|2022-01-15|33409.0|0|35535.0|0|536.0|0|0.0|100
0|2022-01-16|33409.0|0|35535.0|0|536.0|0|0.0|100
0|2022-01-17|33409.0|0|0.0|100|536.0|0|0.0|100
