|dates|Nobles_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Nobles_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Nobles_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Nobles_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Nobles_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4770.0|0|4770.0|0|52.0|0|0.0|100
0|2021-10-18|4779.0|0|4779.0|0|52.0|0|0.0|100
0|2021-10-19|4800.0|0|4800.0|0|52.0|0|0.0|100
0|2021-10-20|4803.0|0|4803.0|0|52.0|0|0.0|100
0|2021-10-21|4808.0|0|4808.0|0|52.0|0|0.0|100
0|2021-10-22|4816.0|0|4816.0|0|52.0|0|0.0|100
0|2021-10-23|4816.0|0|4816.0|0|52.0|0|0.0|100
0|2021-10-24|4816.0|0|4816.0|0|52.0|0|0.0|100
0|2021-10-25|4830.0|0|4830.0|0|52.0|0|0.0|100
0|2021-10-26|4849.0|0|4849.0|0|52.0|0|0.0|100
0|2021-10-27|4853.0|0|4853.0|0|52.0|0|0.0|100
0|2021-10-28|4862.0|0|4862.0|0|52.0|0|0.0|100
0|2021-10-29|4869.0|0|4869.0|0|52.0|0|0.0|100
0|2021-10-30|4869.0|0|4869.0|0|52.0|0|0.0|100
0|2021-10-31|4869.0|0|4869.0|0|52.0|0|0.0|100
0|2021-11-01|4956.0|0|4956.0|0|52.0|0|0.0|100
0|2021-11-02|4969.0|0|4969.0|0|52.0|0|0.0|100
0|2021-11-03|4984.0|0|4984.0|0|52.0|0|0.0|100
0|2021-11-04|4998.0|0|4998.0|0|52.0|0|0.0|100
0|2021-11-05|5011.0|0|5011.0|0|53.0|0|0.0|100
0|2021-11-06|5011.0|0|5011.0|0|53.0|0|0.0|100
0|2021-11-07|5011.0|0|5011.0|0|53.0|0|0.0|100
0|2021-11-08|5024.0|0|5024.0|0|53.0|0|0.0|100
0|2021-11-09|5051.0|0|5051.0|0|53.0|0|0.0|100
0|2021-11-10|5069.0|0|5069.0|0|53.0|0|0.0|100
0|2021-11-11|5091.0|0|5091.0|0|54.0|0|0.0|100
0|2021-11-12|5102.0|0|5102.0|0|54.0|0|0.0|100
0|2021-11-13|5102.0|0|5102.0|0|54.0|0|0.0|100
0|2021-11-14|5102.0|0|5102.0|0|54.0|0|0.0|100
0|2021-11-15|5120.0|0|5120.0|0|54.0|0|0.0|100
0|2021-11-16|5145.0|0|5145.0|0|54.0|0|0.0|100
0|2021-11-17|5154.0|0|5154.0|0|54.0|0|0.0|100
0|2021-11-18|5173.0|0|5173.0|0|54.0|0|0.0|100
0|2021-11-19|5179.0|0|5179.0|0|54.0|0|0.0|100
0|2021-11-20|5179.0|0|5179.0|0|54.0|0|0.0|100
0|2021-11-21|5179.0|0|5179.0|0|54.0|0|0.0|100
0|2021-11-22|5183.0|0|5183.0|0|54.0|0|0.0|100
0|2021-11-23|5205.0|0|5205.0|0|54.0|0|0.0|100
0|2021-11-24|5212.0|0|5212.0|0|54.0|0|0.0|100
0|2021-11-25|5212.0|0|5212.0|0|54.0|0|0.0|100
0|2021-11-26|5216.0|0|5216.0|0|54.0|0|0.0|100
0|2021-11-27|5216.0|0|5216.0|0|54.0|0|0.0|100
0|2021-11-28|5216.0|0|5216.0|0|54.0|0|0.0|100
0|2021-11-29|5225.0|0|5225.0|0|54.0|0|0.0|100
0|2021-11-30|5247.0|0|5247.0|0|54.0|0|0.0|100
0|2021-12-01|5250.0|0|5250.0|0|54.0|0|0.0|100
0|2021-12-02|5269.0|0|5269.0|0|54.0|0|0.0|100
0|2021-12-03|5279.0|0|5279.0|0|54.0|0|0.0|100
0|2021-12-04|5279.0|0|5279.0|0|54.0|0|0.0|100
0|2021-12-05|5279.0|0|5279.0|0|54.0|0|0.0|100
0|2021-12-06|5289.0|0|5289.0|0|54.0|0|0.0|100
0|2021-12-07|5317.0|0|5317.0|0|54.0|0|0.0|100
0|2021-12-08|5324.0|0|5324.0|0|54.0|0|0.0|100
0|2021-12-09|5327.0|0|5327.0|0|54.0|0|0.0|100
0|2021-12-10|5332.0|0|5332.0|0|55.0|0|0.0|100
0|2021-12-11|5332.0|0|5332.0|0|55.0|0|0.0|100
0|2021-12-12|5332.0|0|5332.0|0|55.0|0|0.0|100
0|2021-12-13|5341.0|0|5341.0|0|55.0|0|0.0|100
0|2021-12-14|5341.0|0|5356.0|0|55.0|0|0.0|100
0|2021-12-15|5363.0|0|5363.0|0|55.0|0|0.0|100
0|2021-12-16|5369.0|0|5369.0|0|55.0|0|0.0|100
0|2021-12-17|5375.0|0|5375.0|0|55.0|0|0.0|100
0|2021-12-18|5375.0|0|5375.0|0|55.0|0|0.0|100
0|2021-12-19|5375.0|0|5375.0|0|55.0|0|0.0|100
0|2021-12-20|5388.0|0|5388.0|0|55.0|0|0.0|100
0|2021-12-21|5400.0|0|5400.0|0|56.0|0|0.0|100
0|2021-12-22|5404.0|0|5404.0|0|56.0|0|0.0|100
0|2021-12-23|5412.0|0|5412.0|0|56.0|0|0.0|100
0|2021-12-24|5412.0|0|5412.0|0|56.0|0|0.0|100
0|2021-12-25|5412.0|0|5412.0|0|56.0|0|0.0|100
0|2021-12-26|5412.0|0|5412.0|0|56.0|0|0.0|100
0|2021-12-27|5420.0|0|5420.0|0|56.0|0|0.0|100
0|2021-12-28|5440.0|0|5440.0|0|56.0|0|0.0|100
0|2021-12-29|5446.0|0|5446.0|0|56.0|0|0.0|100
0|2021-12-30|5469.0|0|5469.0|0|56.0|0|0.0|100
0|2021-12-31|5469.0|0|5469.0|0|56.0|0|0.0|100
0|2022-01-01|5469.0|0|5469.0|0|56.0|0|0.0|100
0|2022-01-02|5469.0|0|5469.0|0|56.0|0|0.0|100
0|2022-01-03|5494.0|0|5494.0|0|56.0|0|0.0|100
0|2022-01-04|5542.0|0|5542.0|0|56.0|0|0.0|100
0|2022-01-05|5561.0|0|5561.0|0|56.0|0|0.0|100
0|2022-01-06|5580.0|0|5580.0|0|56.0|0|0.0|100
0|2022-01-07|5589.0|0|5589.0|0|56.0|0|0.0|100
0|2022-01-08|5589.0|0|5589.0|0|56.0|0|0.0|100
0|2022-01-09|5589.0|0|5589.0|0|56.0|0|0.0|100
0|2022-01-10|5607.0|0|5607.0|0|56.0|0|0.0|100
0|2022-01-11|5703.0|0|5703.0|0|56.0|0|0.0|100
0|2022-01-12|5742.0|0|5742.0|0|56.0|0|0.0|100
0|2022-01-13|5742.0|0|5782.0|0|56.0|0|0.0|100
0|2022-01-14|5820.0|0|5820.0|0|56.0|0|0.0|100
0|2022-01-15|5820.0|0|5820.0|0|56.0|0|0.0|100
0|2022-01-16|5820.0|0|5820.0|0|56.0|0|0.0|100
0|2022-01-17|5820.0|0|0.0|100|56.0|0|0.0|100
