|dates|Pettis_Missouri_UnitedStates.JHU_ConfirmedCases.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Pettis_Missouri_UnitedStates.NYT_ConfirmedCases.data|Pettis_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Pettis_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Pettis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Pettis_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7260.0|0|7260.0|0|102.0|0|0.0|100
0|2021-10-18|7260.0|0|7260.0|0|102.0|0|0.0|100
0|2021-10-19|7264.0|0|7264.0|0|103.0|0|0.0|100
0|2021-10-20|7266.0|0|7266.0|0|103.0|0|0.0|100
0|2021-10-21|7284.0|0|7284.0|0|103.0|0|0.0|100
0|2021-10-22|7290.0|0|7290.0|0|103.0|0|0.0|100
0|2021-10-23|7294.0|0|7294.0|0|103.0|0|0.0|100
0|2021-10-24|7294.0|0|7294.0|0|103.0|0|0.0|100
0|2021-10-25|7298.0|0|7298.0|0|103.0|0|0.0|100
0|2021-10-26|7323.0|0|7323.0|0|103.0|0|0.0|100
0|2021-10-27|7331.0|0|7331.0|0|103.0|0|0.0|100
0|2021-10-28|7343.0|0|7343.0|0|103.0|0|0.0|100
0|2021-10-29|7363.0|0|7363.0|0|103.0|0|0.0|100
0|2021-10-30|7364.0|0|7364.0|0|104.0|0|0.0|100
0|2021-10-31|7366.0|0|7366.0|0|104.0|0|0.0|100
0|2021-11-01|7370.0|0|7370.0|0|104.0|0|0.0|100
0|2021-11-02|7386.0|0|7386.0|0|104.0|0|0.0|100
0|2021-11-03|7396.0|0|7396.0|0|104.0|0|0.0|100
0|2021-11-04|7406.0|0|7406.0|0|104.0|0|0.0|100
0|2021-11-05|7421.0|0|7421.0|0|104.0|0|0.0|100
0|2021-11-06|7432.0|0|7432.0|0|104.0|0|0.0|100
0|2021-11-07|7443.0|0|7443.0|0|104.0|0|0.0|100
0|2021-11-08|7445.0|0|7445.0|0|104.0|0|0.0|100
0|2021-11-09|7463.0|0|7463.0|0|105.0|0|0.0|100
0|2021-11-10|7463.0|0|7467.0|0|105.0|0|0.0|100
0|2021-11-11|7467.0|0|7467.0|0|105.0|0|0.0|100
0|2021-11-12|7510.0|0|7510.0|0|105.0|0|0.0|100
0|2021-11-13|7518.0|0|7518.0|0|105.0|0|0.0|100
0|2021-11-14|7524.0|0|7524.0|0|105.0|0|0.0|100
0|2021-11-15|7531.0|0|7531.0|0|105.0|0|0.0|100
0|2021-11-16|7549.0|0|7549.0|0|109.0|0|0.0|100
0|2021-11-17|7563.0|0|7563.0|0|109.0|0|0.0|100
0|2021-11-18|7684.0|0|7684.0|0|110.0|0|0.0|100
0|2021-11-19|7688.0|0|7688.0|0|110.0|0|0.0|100
0|2021-11-20|7710.0|0|7710.0|0|110.0|0|0.0|100
0|2021-11-21|7712.0|0|7712.0|0|110.0|0|0.0|100
0|2021-11-22|7712.0|0|7712.0|0|108.0|0|0.0|100
0|2021-11-23|7734.0|0|7734.0|0|108.0|0|0.0|100
0|2021-11-24|7754.0|0|7754.0|0|108.0|0|0.0|100
0|2021-11-25|7754.0|0|7754.0|0|108.0|0|0.0|100
0|2021-11-26|7754.0|0|7754.0|0|108.0|0|0.0|100
0|2021-11-27|7754.0|0|7754.0|0|108.0|0|0.0|100
0|2021-11-28|7754.0|0|7754.0|0|108.0|0|0.0|100
0|2021-11-29|7788.0|0|7788.0|0|108.0|0|0.0|100
0|2021-11-30|7813.0|0|7813.0|0|108.0|0|0.0|100
0|2021-12-01|7832.0|0|7832.0|0|108.0|0|0.0|100
0|2021-12-02|7832.0|0|7855.0|0|108.0|0|0.0|100
0|2021-12-03|7855.0|0|7855.0|0|126.0|0|0.0|100
0|2021-12-04|7895.0|0|7895.0|0|126.0|0|0.0|100
0|2021-12-05|7900.0|0|7900.0|0|126.0|0|0.0|100
0|2021-12-06|7911.0|0|7911.0|0|126.0|0|0.0|100
0|2021-12-07|7923.0|0|7923.0|0|128.0|0|0.0|100
0|2021-12-08|7955.0|0|7955.0|0|128.0|0|0.0|100
0|2021-12-09|7969.0|0|7969.0|0|128.0|0|0.0|100
0|2021-12-10|7989.0|0|7989.0|0|128.0|0|0.0|100
0|2021-12-11|8050.0|0|8050.0|0|128.0|0|0.0|100
0|2021-12-12|8057.0|0|8057.0|0|128.0|0|0.0|100
0|2021-12-13|8057.0|0|8057.0|0|128.0|0|0.0|100
0|2021-12-14|8057.0|0|8100.0|0|128.0|0|0.0|100
0|2021-12-15|8125.0|0|8125.0|0|128.0|0|0.0|100
0|2021-12-16|8147.0|0|8147.0|0|128.0|0|0.0|100
0|2021-12-17|8188.0|0|8188.0|0|128.0|0|0.0|100
0|2021-12-18|8221.0|0|8221.0|0|128.0|0|0.0|100
0|2021-12-19|8227.0|0|8227.0|0|128.0|0|0.0|100
0|2021-12-20|8235.0|0|8235.0|0|128.0|0|0.0|100
0|2021-12-21|8267.0|0|8267.0|0|128.0|0|0.0|100
0|2021-12-22|8286.0|0|8286.0|0|128.0|0|0.0|100
0|2021-12-23|8304.0|0|8304.0|0|128.0|0|0.0|100
0|2021-12-24|8304.0|0|8304.0|0|128.0|0|0.0|100
0|2021-12-25|8304.0|0|8304.0|0|128.0|0|0.0|100
0|2021-12-26|8304.0|0|8304.0|0|128.0|0|0.0|100
0|2021-12-27|8348.0|0|8348.0|0|128.0|0|0.0|100
0|2021-12-28|8412.0|0|8412.0|0|131.0|0|0.0|100
0|2021-12-29|8424.0|0|8424.0|0|131.0|0|0.0|100
0|2021-12-30|8485.0|0|8485.0|0|131.0|0|0.0|100
0|2021-12-31|8485.0|0|8485.0|0|131.0|0|0.0|100
0|2022-01-01|8485.0|0|8485.0|0|131.0|0|0.0|100
0|2022-01-02|8485.0|0|8485.0|0|131.0|0|0.0|100
0|2022-01-03|8485.0|0|8580.0|0|131.0|0|0.0|100
0|2022-01-04|8660.0|0|8660.0|0|131.0|0|0.0|100
0|2022-01-05|8697.0|0|8697.0|0|131.0|0|0.0|100
0|2022-01-06|8796.0|0|8796.0|0|131.0|0|0.0|100
0|2022-01-07|8866.0|0|8866.0|0|131.0|0|0.0|100
0|2022-01-08|8945.0|0|8945.0|0|131.0|0|0.0|100
0|2022-01-09|8950.0|0|8950.0|0|131.0|0|0.0|100
0|2022-01-10|8952.0|0|8952.0|0|131.0|0|0.0|100
0|2022-01-11|9032.0|0|9032.0|0|132.0|0|0.0|100
0|2022-01-12|9131.0|0|9131.0|0|132.0|0|0.0|100
0|2022-01-13|9131.0|0|9199.0|0|132.0|0|0.0|100
0|2022-01-14|9216.0|0|9216.0|0|132.0|0|0.0|100
0|2022-01-15|9518.0|0|9518.0|0|132.0|0|0.0|100
0|2022-01-16|9518.0|0|9518.0|0|132.0|0|0.0|100
0|2022-01-17|9518.0|0|0.0|100|132.0|0|0.0|100
