|dates|Rockwall_Texas_UnitedStates.BLS_EmployedPopulation.data|Rockwall_Texas_UnitedStates.BLS_EmployedPopulation.missing|Rockwall_Texas_UnitedStates.BLS_UnemployedPopulation.data|Rockwall_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Rockwall_Texas_UnitedStates.BLS_UnemploymentRate.data|Rockwall_Texas_UnitedStates.BLS_UnemploymentRate.missing|Rockwall_Texas_UnitedStates.BLS_LaborForcePopulation.data|Rockwall_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-18|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-19|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-20|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-21|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-22|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-23|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-24|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-25|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-26|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-27|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-28|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-29|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-30|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-10-31|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-01|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-02|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-03|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-04|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-05|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-06|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-07|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-08|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-09|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-10|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-11|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-12|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-13|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-14|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-15|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-16|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-17|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-18|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-19|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-20|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-21|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-22|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-23|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-24|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-25|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-26|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-27|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-28|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-29|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-11-30|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-01|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-02|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-03|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-04|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-05|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-06|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-07|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-08|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-09|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-10|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-11|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-12|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-13|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-14|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-15|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-16|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-17|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-18|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-19|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-20|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-21|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-22|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-23|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-24|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-25|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-26|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-27|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-28|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-29|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-30|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2021-12-31|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-01|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-02|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-03|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-04|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-05|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-06|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-07|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-08|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-09|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-10|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-11|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-12|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-13|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-14|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-15|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-16|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
0|2022-01-17|51678.0|0|2449.0|0|4.524544127699669|0|54127.0|0
