|dates|Zapata_Texas_UnitedStates.JHU_ConfirmedCases.data|Zapata_Texas_UnitedStates.JHU_ConfirmedCases.missing|Zapata_Texas_UnitedStates.NYT_ConfirmedCases.data|Zapata_Texas_UnitedStates.NYT_ConfirmedCases.missing|Zapata_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Zapata_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Zapata_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Zapata_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|2208.0|0|2208.0|0|45.0|0|0.0|100
0|2021-11-12|2209.0|0|2209.0|0|45.0|0|0.0|100
0|2021-11-13|2209.0|0|2209.0|0|45.0|0|0.0|100
0|2021-11-14|2209.0|0|2209.0|0|45.0|0|0.0|100
0|2021-11-15|2209.0|0|2209.0|0|45.0|0|0.0|100
0|2021-11-16|2209.0|0|2209.0|0|45.0|0|0.0|100
0|2021-11-17|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-11-18|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-11-19|2210.0|0|2210.0|0|45.0|0|0.0|100
0|2021-11-20|2212.0|0|2212.0|0|45.0|0|0.0|100
0|2021-11-21|2212.0|0|2212.0|0|45.0|0|0.0|100
0|2021-11-22|2212.0|0|2212.0|0|45.0|0|0.0|100
0|2021-11-23|2213.0|0|2213.0|0|45.0|0|0.0|100
0|2021-11-24|2213.0|0|2213.0|0|46.0|0|0.0|100
0|2021-11-25|2213.0|0|2213.0|0|46.0|0|0.0|100
0|2021-11-26|2213.0|0|2213.0|0|46.0|0|0.0|100
0|2021-11-27|2213.0|0|2213.0|0|46.0|0|0.0|100
0|2021-11-28|2213.0|0|2213.0|0|46.0|0|0.0|100
0|2021-11-29|2214.0|0|2214.0|0|46.0|0|0.0|100
0|2021-11-30|2217.0|0|2217.0|0|46.0|0|0.0|100
0|2021-12-01|2217.0|0|2217.0|0|46.0|0|0.0|100
0|2021-12-02|2217.0|0|2217.0|0|46.0|0|0.0|100
0|2021-12-03|2218.0|0|2218.0|0|46.0|0|0.0|100
0|2021-12-04|2218.0|0|2218.0|0|46.0|0|0.0|100
0|2021-12-05|2218.0|0|2218.0|0|46.0|0|0.0|100
0|2021-12-06|2218.0|0|2218.0|0|46.0|0|0.0|100
0|2021-12-07|2225.0|0|2225.0|0|46.0|0|0.0|100
0|2021-12-08|2227.0|0|2227.0|0|46.0|0|0.0|100
0|2021-12-09|2227.0|0|2227.0|0|46.0|0|0.0|100
0|2021-12-10|2241.0|0|2241.0|0|46.0|0|0.0|100
0|2021-12-11|2241.0|0|2241.0|0|46.0|0|0.0|100
0|2021-12-12|2242.0|0|2242.0|0|46.0|0|0.0|100
0|2021-12-13|2243.0|0|2243.0|0|46.0|0|0.0|100
0|2021-12-14|2243.0|0|2244.0|0|46.0|0|0.0|100
0|2021-12-15|2244.0|0|2244.0|0|46.0|0|0.0|100
0|2021-12-16|2245.0|0|2245.0|0|46.0|0|0.0|100
0|2021-12-17|2245.0|0|2245.0|0|46.0|0|0.0|100
0|2021-12-18|2248.0|0|2248.0|0|46.0|0|0.0|100
0|2021-12-19|2249.0|0|2249.0|0|46.0|0|0.0|100
0|2021-12-20|2249.0|0|2251.0|0|46.0|0|0.0|100
0|2021-12-21|2252.0|0|2252.0|0|46.0|0|0.0|100
0|2021-12-22|2254.0|0|2254.0|0|46.0|0|0.0|100
0|2021-12-23|2254.0|0|2254.0|0|46.0|0|0.0|100
0|2021-12-24|2254.0|0|2254.0|0|46.0|0|0.0|100
0|2021-12-25|2254.0|0|2254.0|0|46.0|0|0.0|100
0|2021-12-26|2254.0|0|2254.0|0|46.0|0|0.0|100
0|2021-12-27|2271.0|0|2271.0|0|46.0|0|0.0|100
0|2021-12-28|2284.0|0|2284.0|0|46.0|0|0.0|100
0|2021-12-29|2285.0|0|2285.0|0|46.0|0|0.0|100
0|2021-12-30|2289.0|0|2289.0|0|46.0|0|0.0|100
0|2021-12-31|2289.0|0|2289.0|0|46.0|0|0.0|100
0|2022-01-01|2289.0|0|2289.0|0|46.0|0|0.0|100
0|2022-01-02|2289.0|0|2289.0|0|46.0|0|0.0|100
0|2022-01-03|2304.0|0|2304.0|0|46.0|0|0.0|100
0|2022-01-04|2316.0|0|2316.0|0|46.0|0|0.0|100
0|2022-01-05|2337.0|0|2337.0|0|46.0|0|0.0|100
0|2022-01-06|2345.0|0|2345.0|0|46.0|0|0.0|100
0|2022-01-07|2350.0|0|2350.0|0|46.0|0|0.0|100
0|2022-01-08|2358.0|0|2358.0|0|46.0|0|0.0|100
0|2022-01-09|2362.0|0|2362.0|0|46.0|0|0.0|100
0|2022-01-10|2369.0|0|2369.0|0|46.0|0|0.0|100
0|2022-01-11|2394.0|0|2394.0|0|46.0|0|0.0|100
0|2022-01-12|2424.0|0|2424.0|0|46.0|0|0.0|100
0|2022-01-13|2424.0|0|2440.0|0|46.0|0|0.0|100
0|2022-01-14|2440.0|0|2696.0|0|46.0|0|0.0|100
0|2022-01-15|2718.0|0|2718.0|0|46.0|0|0.0|100
0|2022-01-16|2724.0|0|2724.0|0|46.0|0|0.0|100
0|2022-01-17|2724.0|0|0.0|100|46.0|0|0.0|100
