|dates|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Grafton_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|Grafton_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5606.0|0|5606.0|0|30.0|0|0.0|100
0|2021-10-18|5730.0|0|5730.0|0|30.0|0|0.0|100
0|2021-10-19|5775.0|0|5775.0|0|30.0|0|0.0|100
0|2021-10-20|5801.0|0|5801.0|0|30.0|0|0.0|100
0|2021-10-21|5837.0|0|5837.0|0|30.0|0|0.0|100
0|2021-10-22|5862.0|0|5862.0|0|30.0|0|0.0|100
0|2021-10-23|5862.0|0|5862.0|0|30.0|0|0.0|100
0|2021-10-24|5862.0|0|5862.0|0|30.0|0|0.0|100
0|2021-10-25|5862.0|0|5923.0|0|30.0|0|0.0|100
0|2021-10-26|5862.0|0|5923.0|0|30.0|0|0.0|100
0|2021-10-27|5923.0|0|5923.0|0|30.0|0|0.0|100
0|2021-10-28|5923.0|0|5923.0|0|30.0|0|0.0|100
0|2021-10-29|5923.0|0|5923.0|0|30.0|0|0.0|100
0|2021-10-30|5923.0|0|5923.0|0|30.0|0|0.0|100
0|2021-10-31|5923.0|0|5923.0|0|30.0|0|0.0|100
0|2021-11-01|5923.0|0|6148.0|0|30.0|0|0.0|100
0|2021-11-02|6167.0|0|6167.0|0|32.0|0|0.0|100
0|2021-11-03|6202.0|0|6202.0|0|33.0|0|0.0|100
0|2021-11-04|6272.0|0|6272.0|0|33.0|0|0.0|100
0|2021-11-05|6315.0|0|6315.0|0|34.0|0|0.0|100
0|2021-11-06|6315.0|0|6315.0|0|34.0|0|0.0|100
0|2021-11-07|6315.0|0|6315.0|0|34.0|0|0.0|100
0|2021-11-08|6441.0|0|6441.0|0|34.0|0|0.0|100
0|2021-11-09|6471.0|0|6471.0|0|35.0|0|0.0|100
0|2021-11-10|6513.0|0|6513.0|0|35.0|0|0.0|100
0|2021-11-11|6513.0|0|6513.0|0|35.0|0|0.0|100
0|2021-11-12|6639.0|0|6639.0|0|35.0|0|0.0|100
0|2021-11-13|6639.0|0|6639.0|0|35.0|0|0.0|100
0|2021-11-14|6639.0|0|6639.0|0|35.0|0|0.0|100
0|2021-11-15|6761.0|0|6761.0|0|35.0|0|0.0|100
0|2021-11-16|6819.0|0|6819.0|0|36.0|0|0.0|100
0|2021-11-17|6891.0|0|6891.0|0|36.0|0|0.0|100
0|2021-11-18|6958.0|0|6958.0|0|36.0|0|0.0|100
0|2021-11-19|7010.0|0|7010.0|0|36.0|0|0.0|100
0|2021-11-20|7010.0|0|7010.0|0|36.0|0|0.0|100
0|2021-11-21|7010.0|0|7010.0|0|36.0|0|0.0|100
0|2021-11-22|7188.0|0|7188.0|0|36.0|0|0.0|100
0|2021-11-23|7222.0|0|7222.0|0|36.0|0|0.0|100
0|2021-11-24|7296.0|0|7296.0|0|36.0|0|0.0|100
0|2021-11-25|7296.0|0|7296.0|0|36.0|0|0.0|100
0|2021-11-26|7296.0|0|7296.0|0|36.0|0|0.0|100
0|2021-11-27|7296.0|0|7296.0|0|36.0|0|0.0|100
0|2021-11-28|7296.0|0|7296.0|0|36.0|0|0.0|100
0|2021-11-29|7580.0|0|7580.0|0|36.0|0|0.0|100
0|2021-11-30|7652.0|0|7652.0|0|37.0|0|0.0|100
0|2021-12-01|7735.0|0|7735.0|0|38.0|0|0.0|100
0|2021-12-02|7832.0|0|7832.0|0|38.0|0|0.0|100
0|2021-12-03|7930.0|0|7930.0|0|39.0|0|0.0|100
0|2021-12-04|7930.0|0|7930.0|0|39.0|0|0.0|100
0|2021-12-05|7930.0|0|7930.0|0|39.0|0|0.0|100
0|2021-12-06|7930.0|0|8099.0|0|39.0|0|0.0|100
0|2021-12-07|8163.0|0|8163.0|0|39.0|0|0.0|100
0|2021-12-08|8214.0|0|8214.0|0|40.0|0|0.0|100
0|2021-12-09|8285.0|0|8285.0|0|40.0|0|0.0|100
0|2021-12-10|8371.0|0|8371.0|0|40.0|0|0.0|100
0|2021-12-11|8371.0|0|8371.0|0|40.0|0|0.0|100
0|2021-12-12|8371.0|0|8371.0|0|40.0|0|0.0|100
0|2021-12-13|8531.0|0|8531.0|0|41.0|0|0.0|100
0|2021-12-14|8531.0|0|8584.0|0|41.0|0|0.0|100
0|2021-12-15|8644.0|0|8644.0|0|41.0|0|0.0|100
0|2021-12-16|8707.0|0|8707.0|0|42.0|0|0.0|100
0|2021-12-17|8769.0|0|8769.0|0|42.0|0|0.0|100
0|2021-12-18|8769.0|0|8769.0|0|42.0|0|0.0|100
0|2021-12-19|8769.0|0|8769.0|0|42.0|0|0.0|100
0|2021-12-20|8928.0|0|8928.0|0|42.0|0|0.0|100
0|2021-12-21|8953.0|0|8953.0|0|44.0|0|0.0|100
0|2021-12-22|9000.0|0|9000.0|0|44.0|0|0.0|100
0|2021-12-23|9067.0|0|9067.0|0|44.0|0|0.0|100
0|2021-12-24|9067.0|0|9067.0|0|44.0|0|0.0|100
0|2021-12-25|9067.0|0|9067.0|0|44.0|0|0.0|100
0|2021-12-26|9067.0|0|9067.0|0|44.0|0|0.0|100
0|2021-12-27|9264.0|0|9264.0|0|45.0|0|0.0|100
0|2021-12-28|9301.0|0|9301.0|0|46.0|0|0.0|100
0|2021-12-29|9384.0|0|9384.0|0|46.0|0|0.0|100
0|2021-12-30|9454.0|0|9454.0|0|47.0|0|0.0|100
0|2021-12-31|9454.0|0|9454.0|0|47.0|0|0.0|100
0|2022-01-01|9454.0|0|9454.0|0|47.0|0|0.0|100
0|2022-01-02|9454.0|0|9454.0|0|47.0|0|0.0|100
0|2022-01-03|9753.0|0|9753.0|0|47.0|0|0.0|100
0|2022-01-04|9860.0|0|9860.0|0|48.0|0|0.0|100
0|2022-01-05|10039.0|0|10039.0|0|48.0|0|0.0|100
0|2022-01-06|10335.0|0|10335.0|0|48.0|0|0.0|100
0|2022-01-07|10513.0|0|10513.0|0|48.0|0|0.0|100
0|2022-01-08|10513.0|0|10513.0|0|48.0|0|0.0|100
0|2022-01-09|10513.0|0|10513.0|0|48.0|0|0.0|100
0|2022-01-10|11191.0|0|11191.0|0|48.0|0|0.0|100
0|2022-01-11|11294.0|0|11294.0|0|48.0|0|0.0|100
0|2022-01-12|11441.0|0|11441.0|0|48.0|0|0.0|100
0|2022-01-13|11441.0|0|11633.0|0|48.0|0|0.0|100
0|2022-01-14|11851.0|0|11851.0|0|50.0|0|0.0|100
0|2022-01-15|11851.0|0|11851.0|0|50.0|0|0.0|100
0|2022-01-16|11851.0|0|11851.0|0|50.0|0|0.0|100
0|2022-01-17|11851.0|0|0.0|100|50.0|0|0.0|100
