|dates|Jayuya_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Jayuya_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Jayuya_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Jayuya_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Jayuya_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Jayuya_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Jayuya_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Jayuya_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-02|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-03|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-04|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-05|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-06|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-07|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-08|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-09|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-10|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-11|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-12|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-13|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-14|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-15|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-16|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-17|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-18|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-19|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-20|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-21|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-22|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-23|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-24|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-25|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-26|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-27|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-28|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-29|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-30|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-01-31|3537.5|0|617.0|0|14.851365988686966|0|4154.5|0
0|2020-02-01|3585.0|0|516.0|0|12.58229700073153|0|4101.0|0
0|2020-02-02|3585.0|0|516.0|0|12.58229700073153|0|4101.0|0
0|2020-02-03|3585.0|0|516.0|0|12.58229700073153|0|4101.0|0
0|2020-02-04|3585.0|0|516.0|0|12.58229700073153|0|4101.0|0
