|dates|Liberty_Texas_UnitedStates.JHU_ConfirmedCases.data|Liberty_Texas_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Texas_UnitedStates.NYT_ConfirmedCases.data|Liberty_Texas_UnitedStates.NYT_ConfirmedCases.missing|Liberty_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|13606.0|0|13606.0|0|364.0|0|0.0|100
0|2021-12-31|13606.0|0|13606.0|0|364.0|0|0.0|100
0|2022-01-01|13606.0|0|13606.0|0|364.0|0|0.0|100
0|2022-01-02|13606.0|0|13606.0|0|364.0|0|0.0|100
0|2022-01-03|13952.0|0|13952.0|0|364.0|0|0.0|100
0|2022-01-04|14089.0|0|14089.0|0|364.0|0|0.0|100
0|2022-01-05|14188.0|0|14188.0|0|365.0|0|0.0|100
0|2022-01-06|14275.0|0|14275.0|0|365.0|0|0.0|100
0|2022-01-07|14388.0|0|14388.0|0|365.0|0|0.0|100
0|2022-01-08|14492.0|0|14492.0|0|365.0|0|0.0|100
0|2022-01-09|14592.0|0|14592.0|0|365.0|0|0.0|100
0|2022-01-10|14648.0|0|14648.0|0|365.0|0|0.0|100
0|2022-01-11|14766.0|0|14766.0|0|365.0|0|0.0|100
0|2022-01-12|14911.0|0|14911.0|0|366.0|0|0.0|100
0|2022-01-13|14911.0|0|15035.0|0|366.0|0|0.0|100
0|2022-01-14|15035.0|0|15165.0|0|367.0|0|0.0|100
0|2022-01-15|15256.0|0|15256.0|0|367.0|0|0.0|100
0|2022-01-16|15356.0|0|15356.0|0|368.0|0|0.0|100
0|2022-01-17|15503.0|0|0.0|100|368.0|0|0.0|100
