|dates|Liberty_Texas_UnitedStates.JHU_ConfirmedCases.data|Liberty_Texas_UnitedStates.JHU_ConfirmedCases.missing|Liberty_Texas_UnitedStates.NYT_ConfirmedCases.data|Liberty_Texas_UnitedStates.NYT_ConfirmedCases.missing|Liberty_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Liberty_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Liberty_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Liberty_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12630.0|0|12630.0|0|333.0|0|0.0|100
0|2021-10-18|12636.0|0|12636.0|0|334.0|0|0.0|100
0|2021-10-19|12639.0|0|12639.0|0|334.0|0|0.0|100
0|2021-10-20|12651.0|0|12651.0|0|335.0|0|0.0|100
0|2021-10-21|12661.0|0|12661.0|0|339.0|0|0.0|100
0|2021-10-22|12675.0|0|12675.0|0|342.0|0|0.0|100
0|2021-10-23|12682.0|0|12682.0|0|342.0|0|0.0|100
0|2021-10-24|12705.0|0|12705.0|0|342.0|0|0.0|100
0|2021-10-25|12709.0|0|12709.0|0|342.0|0|0.0|100
0|2021-10-26|12720.0|0|12720.0|0|342.0|0|0.0|100
0|2021-10-27|12752.0|0|12752.0|0|343.0|0|0.0|100
0|2021-10-28|12794.0|0|12794.0|0|344.0|0|0.0|100
0|2021-10-29|12789.0|0|12789.0|0|345.0|0|0.0|100
0|2021-10-30|12799.0|0|12799.0|0|345.0|0|0.0|100
0|2021-10-31|12803.0|0|12803.0|0|346.0|0|0.0|100
0|2021-11-01|12807.0|0|12807.0|0|346.0|0|0.0|100
0|2021-11-02|12812.0|0|12812.0|0|349.0|0|0.0|100
0|2021-11-03|12811.0|0|12811.0|0|349.0|0|0.0|100
0|2021-11-04|12832.0|0|12832.0|0|349.0|0|0.0|100
0|2021-11-05|12864.0|0|12864.0|0|349.0|0|0.0|100
0|2021-11-06|12878.0|0|12878.0|0|351.0|0|0.0|100
0|2021-11-07|12892.0|0|12892.0|0|351.0|0|0.0|100
0|2021-11-08|12898.0|0|12898.0|0|351.0|0|0.0|100
0|2021-11-09|12909.0|0|12909.0|0|351.0|0|0.0|100
0|2021-11-10|12909.0|0|12909.0|0|351.0|0|0.0|100
0|2021-11-11|12942.0|0|12942.0|0|352.0|0|0.0|100
0|2021-11-12|12960.0|0|12960.0|0|355.0|0|0.0|100
0|2021-11-13|12983.0|0|12983.0|0|355.0|0|0.0|100
0|2021-11-14|13014.0|0|13014.0|0|355.0|0|0.0|100
0|2021-11-15|13023.0|0|13023.0|0|355.0|0|0.0|100
0|2021-11-16|13027.0|0|13027.0|0|355.0|0|0.0|100
0|2021-11-17|13030.0|0|13030.0|0|356.0|0|0.0|100
0|2021-11-18|13045.0|0|13045.0|0|356.0|0|0.0|100
0|2021-11-19|13057.0|0|13057.0|0|357.0|0|0.0|100
0|2021-11-20|13031.0|0|13031.0|0|357.0|0|0.0|100
0|2021-11-21|13040.0|0|13040.0|0|357.0|0|0.0|100
0|2021-11-22|13041.0|0|13041.0|0|357.0|0|0.0|100
0|2021-11-23|13044.0|0|13044.0|0|357.0|0|0.0|100
0|2021-11-24|13052.0|0|13052.0|0|357.0|0|0.0|100
0|2021-11-25|13052.0|0|13052.0|0|357.0|0|0.0|100
0|2021-11-26|13052.0|0|13052.0|0|357.0|0|0.0|100
0|2021-11-27|13052.0|0|13052.0|0|357.0|0|0.0|100
0|2021-11-28|13052.0|0|13052.0|0|357.0|0|0.0|100
0|2021-11-29|13060.0|0|13060.0|0|357.0|0|0.0|100
0|2021-11-30|13104.0|0|13104.0|0|357.0|0|0.0|100
0|2021-12-01|13117.0|0|13117.0|0|359.0|0|0.0|100
0|2021-12-02|13126.0|0|13126.0|0|359.0|0|0.0|100
0|2021-12-03|13141.0|0|13141.0|0|359.0|0|0.0|100
0|2021-12-04|13157.0|0|13157.0|0|359.0|0|0.0|100
0|2021-12-05|13157.0|0|13162.0|0|359.0|0|0.0|100
0|2021-12-06|13165.0|0|13165.0|0|359.0|0|0.0|100
0|2021-12-07|13181.0|0|13181.0|0|359.0|0|0.0|100
0|2021-12-08|13201.0|0|13201.0|0|359.0|0|0.0|100
0|2021-12-09|13218.0|0|13218.0|0|361.0|0|0.0|100
0|2021-12-10|13264.0|0|13264.0|0|361.0|0|0.0|100
0|2021-12-11|13279.0|0|13279.0|0|361.0|0|0.0|100
0|2021-12-12|13281.0|0|13281.0|0|361.0|0|0.0|100
0|2021-12-13|13286.0|0|13286.0|0|361.0|0|0.0|100
0|2021-12-14|13286.0|0|13294.0|0|361.0|0|0.0|100
0|2021-12-15|13306.0|0|13306.0|0|361.0|0|0.0|100
0|2021-12-16|13326.0|0|13326.0|0|361.0|0|0.0|100
0|2021-12-17|13349.0|0|13349.0|0|361.0|0|0.0|100
0|2021-12-18|13367.0|0|13367.0|0|361.0|0|0.0|100
0|2021-12-19|13375.0|0|13375.0|0|361.0|0|0.0|100
0|2021-12-20|13383.0|0|13383.0|0|361.0|0|0.0|100
0|2021-12-21|13402.0|0|13402.0|0|362.0|0|0.0|100
0|2021-12-22|13412.0|0|13412.0|0|362.0|0|0.0|100
0|2021-12-23|13441.0|0|13441.0|0|362.0|0|0.0|100
0|2021-12-24|13441.0|0|13441.0|0|362.0|0|0.0|100
0|2021-12-25|13441.0|0|13441.0|0|362.0|0|0.0|100
0|2021-12-26|13441.0|0|13441.0|0|362.0|0|0.0|100
0|2021-12-27|13525.0|0|13525.0|0|362.0|0|0.0|100
0|2021-12-28|13548.0|0|13548.0|0|363.0|0|0.0|100
0|2021-12-29|13576.0|0|13576.0|0|363.0|0|0.0|100
