|dates|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Northampton_Pennsylvania_UnitedStates.Male_Total_Population.data|Northampton_Pennsylvania_UnitedStates.Male_Total_Population.missing|Northampton_Pennsylvania_UnitedStates.Female_Total_Population.data|Northampton_Pennsylvania_UnitedStates.Female_Total_Population.missing|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Northampton_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-20|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-21|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-22|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-23|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-24|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-25|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-26|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-27|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-28|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-29|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-30|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2021-12-31|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-01|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-02|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-03|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-04|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-05|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-06|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-07|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-08|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-09|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-10|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-11|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-12|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-13|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-14|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-15|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-16|57955.0|0|149954.0|0|154853.0|0|60926.0|0
0|2022-01-17|57955.0|0|149954.0|0|154853.0|0|60926.0|0
