|dates|Sully_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Sully_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Sully_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Sully_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Sully_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-18|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-19|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-20|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-21|153.0|0|153.0|0|3.0|0|0.0|100
0|2021-10-22|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-10-23|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-10-24|155.0|0|155.0|0|3.0|0|0.0|100
0|2021-10-25|156.0|0|156.0|0|3.0|0|0.0|100
0|2021-10-26|158.0|0|158.0|0|3.0|0|0.0|100
0|2021-10-27|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-10-28|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-10-29|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-10-30|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-10-31|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-11-01|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-11-02|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-11-03|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-11-04|159.0|0|159.0|0|3.0|0|0.0|100
0|2021-11-05|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-11-06|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-11-07|160.0|0|160.0|0|3.0|0|0.0|100
0|2021-11-08|161.0|0|161.0|0|3.0|0|0.0|100
0|2021-11-09|165.0|0|165.0|0|3.0|0|0.0|100
0|2021-11-10|165.0|0|165.0|0|3.0|0|0.0|100
0|2021-11-11|165.0|0|165.0|0|3.0|0|0.0|100
0|2021-11-12|165.0|0|165.0|0|3.0|0|0.0|100
0|2021-11-13|165.0|0|165.0|0|3.0|0|0.0|100
0|2021-11-14|165.0|0|165.0|0|3.0|0|0.0|100
0|2021-11-15|169.0|0|169.0|0|3.0|0|0.0|100
0|2021-11-16|171.0|0|171.0|0|3.0|0|0.0|100
0|2021-11-17|174.0|0|174.0|0|3.0|0|0.0|100
0|2021-11-18|174.0|0|174.0|0|3.0|0|0.0|100
0|2021-11-19|178.0|0|178.0|0|3.0|0|0.0|100
0|2021-11-20|178.0|0|178.0|0|3.0|0|0.0|100
0|2021-11-21|178.0|0|178.0|0|3.0|0|0.0|100
0|2021-11-22|181.0|0|181.0|0|3.0|0|0.0|100
0|2021-11-23|185.0|0|185.0|0|3.0|0|0.0|100
0|2021-11-24|186.0|0|186.0|0|3.0|0|0.0|100
0|2021-11-25|186.0|0|186.0|0|3.0|0|0.0|100
0|2021-11-26|186.0|0|186.0|0|3.0|0|0.0|100
0|2021-11-27|186.0|0|186.0|0|3.0|0|0.0|100
0|2021-11-28|186.0|0|186.0|0|3.0|0|0.0|100
0|2021-11-29|188.0|0|188.0|0|3.0|0|0.0|100
0|2021-11-30|189.0|0|189.0|0|3.0|0|0.0|100
0|2021-12-01|190.0|0|190.0|0|3.0|0|0.0|100
0|2021-12-02|191.0|0|191.0|0|3.0|0|0.0|100
0|2021-12-03|191.0|0|191.0|0|3.0|0|0.0|100
0|2021-12-04|191.0|0|191.0|0|3.0|0|0.0|100
0|2021-12-05|191.0|0|191.0|0|3.0|0|0.0|100
0|2021-12-06|193.0|0|193.0|0|3.0|0|0.0|100
0|2021-12-07|193.0|0|193.0|0|3.0|0|0.0|100
0|2021-12-08|193.0|0|193.0|0|3.0|0|0.0|100
0|2021-12-09|193.0|0|193.0|0|3.0|0|0.0|100
0|2021-12-10|195.0|0|195.0|0|3.0|0|0.0|100
0|2021-12-11|195.0|0|195.0|0|3.0|0|0.0|100
0|2021-12-12|195.0|0|195.0|0|3.0|0|0.0|100
0|2021-12-13|195.0|0|195.0|0|3.0|0|0.0|100
0|2021-12-14|195.0|0|195.0|0|3.0|0|0.0|100
0|2021-12-15|194.0|0|194.0|0|3.0|0|0.0|100
0|2021-12-16|196.0|0|196.0|0|3.0|0|0.0|100
0|2021-12-17|198.0|0|198.0|0|3.0|0|0.0|100
0|2021-12-18|198.0|0|198.0|0|3.0|0|0.0|100
0|2021-12-19|198.0|0|198.0|0|3.0|0|0.0|100
0|2021-12-20|198.0|0|198.0|0|3.0|0|0.0|100
0|2021-12-21|199.0|0|199.0|0|3.0|0|0.0|100
0|2021-12-22|199.0|0|199.0|0|3.0|0|0.0|100
0|2021-12-23|200.0|0|200.0|0|3.0|0|0.0|100
0|2021-12-24|200.0|0|200.0|0|3.0|0|0.0|100
0|2021-12-25|200.0|0|200.0|0|3.0|0|0.0|100
0|2021-12-26|200.0|0|200.0|0|3.0|0|0.0|100
0|2021-12-27|200.0|0|200.0|0|3.0|0|0.0|100
0|2021-12-28|202.0|0|202.0|0|3.0|0|0.0|100
0|2021-12-29|203.0|0|203.0|0|3.0|0|0.0|100
0|2021-12-30|203.0|0|203.0|0|3.0|0|0.0|100
0|2021-12-31|203.0|0|203.0|0|3.0|0|0.0|100
0|2022-01-01|203.0|0|203.0|0|3.0|0|0.0|100
0|2022-01-02|203.0|0|203.0|0|3.0|0|0.0|100
0|2022-01-03|206.0|0|206.0|0|3.0|0|0.0|100
0|2022-01-04|206.0|0|206.0|0|3.0|0|0.0|100
0|2022-01-05|209.0|0|209.0|0|3.0|0|0.0|100
