|dates|Sully_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Sully_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Sully_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Sully_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Sully_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Sully_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-06|211.0|0|211.0|0|3.0|0|0.0|100
0|2022-01-07|212.0|0|212.0|0|3.0|0|0.0|100
0|2022-01-08|212.0|0|212.0|0|3.0|0|0.0|100
0|2022-01-09|212.0|0|212.0|0|3.0|0|0.0|100
0|2022-01-10|216.0|0|216.0|0|3.0|0|0.0|100
0|2022-01-11|217.0|0|217.0|0|3.0|0|0.0|100
0|2022-01-12|218.0|0|218.0|0|3.0|0|0.0|100
0|2022-01-13|218.0|0|221.0|0|3.0|0|0.0|100
0|2022-01-14|221.0|0|223.0|0|3.0|0|0.0|100
0|2022-01-15|223.0|0|223.0|0|3.0|0|0.0|100
0|2022-01-16|223.0|0|223.0|0|3.0|0|0.0|100
0|2022-01-17|223.0|0|0.0|100|3.0|0|0.0|100
