|dates|Park_Wyoming_UnitedStates.AveragePrecipitationTotal.data|Park_Wyoming_UnitedStates.AveragePrecipitationTotal.missing|Park_Wyoming_UnitedStates.AveragePrecipitation.data|Park_Wyoming_UnitedStates.AveragePrecipitation.missing|Park_Wyoming_UnitedStates.AverageWindDirection.data|Park_Wyoming_UnitedStates.AverageWindDirection.missing|Park_Wyoming_UnitedStates.AverageWindSpeed.data|Park_Wyoming_UnitedStates.AverageWindSpeed.missing
0|2021-11-21|0.0|0|0.0|0|239.16666666666666|0|13.75|0
0|2021-11-22|0.0|0|0.0|0|139.16666666666666|0|7.708333333333333|0
0|2021-11-23|0.0|0|0.0|0|229.27083333333334|0|10.4375|0
0|2021-11-24|0.0|0|0.00125|0|138.4722222222222|0|7.652777777777779|0
0|2021-11-25|0.00125|0|0.0004166666666666667|0|262.0833333333333|0|19.958333333333332|0
0|2021-11-26|0.0004166666666666667|0|0.0|0|259.5833333333333|0|13.833333333333334|0
0|2021-11-27|0.0|0|0.0|0|137.91666666666666|0|5.958333333333333|0
0|2021-11-28|0.0|0|0.0|0|251.45833333333334|0|16.791666666666668|0
0|2021-11-29|0.0|0|0.0|0|185.0|0|10.3125|0
0|2021-11-30|0.0|0|0.0|0|217.5|0|13.25|0
0|2021-12-01|0.0|0|0.0|0|247.08333333333334|0|19.875|0
0|2021-12-02|0.0|0|0.0|0|220.41666666666666|0|12.875|0
0|2021-12-03|0.0|0|0.0|0|89.375|0|5.8125|0
0|2021-12-04|0.0|0|0.0|0|162.70535714285714|0|13.45952380952381|0
0|2021-12-05|0.0|0|0.0|0|214.25694444444443|0|13.461805555555555|0
0|2021-12-06|0.0|0|0.0|0|98.125|0|7.020833333333333|0
0|2021-12-07|0.0|0|0.0|0|189.16666666666666|0|11.875|0
0|2021-12-08|0.0|0|0.0|0|257.0833333333333|0|18.083333333333332|0
0|2021-12-09|0.0|0|0.0|0|118.75|0|5.875|0
0|2021-12-10|0.0|0|0.0|0|226.25|0|12.666666666666666|0
0|2021-12-11|0.0|0|0.0|0|242.91666666666666|0|20.5|0
0|2021-12-12|0.0|0|0.0|0|153.125|0|8.0625|0
0|2021-12-13|0.0|0|0.0|0|119.16666666666667|0|8.208333333333334|0
0|2021-12-14|0.0|0|0.0|0|158.95833333333334|0|9.270833333333334|0
0|2021-12-15|0.0|0|0.0|0|235.97222222222226|0|11.256944444444445|0
0|2021-12-16|0.0|0|0.0|0|191.04166666666666|0|10.083333333333334|0
0|2021-12-17|0.0|0|0.0|0|149.16666666666666|0|8.935416666666667|0
0|2021-12-18|0.0|0|0.0|0|138.75|0|8.333333333333334|0
0|2021-12-19|0.0|0|0.0|0|174.58333333333334|0|13.416666666666666|0
0|2021-12-20|0.0|0|0.0|0|97.01388888888887|0|10.222222222222223|0
0|2021-12-21|0.0|0|0.0|0|238.75|0|18.0|0
0|2021-12-22|0.0|0|0.0|0|200.83333333333334|0|14.125|0
0|2021-12-23|0.0|0|0.0|0|165.55555555555557|0|9.555555555555555|0
0|2021-12-24|0.0|0|0.0|0|100.41666666666667|0|7.888888888888889|0
0|2021-12-25|0.0|0|0.0|0|167.91666666666666|0|7.25|0
0|2021-12-26|0.0|0|0.0|0|163.05555555555554|0|8.597222222222223|0
0|2021-12-27|0.0|0|0.0|0|112.36111111111113|0|5.916666666666667|0
0|2021-12-28|0.0|0|0.0|0|177.08333333333334|0|8.041666666666666|0
0|2021-12-29|0.0|0|0.0|0|94.58333333333333|0|6.5|0
0|2021-12-30|0.0|0|0.0|0|227.29166666666666|0|12.0625|0
0|2021-12-31|0.0|0|0.0|0|45.138888888888886|0|12.020833333333334|0
0|2022-01-01|0.0|0|0.0|0|124.16666666666667|0|6.5|0
0|2022-01-02|0.0|0|0.0|0|116.66666666666667|0|9.041666666666666|0
0|2022-01-03|0.0|0|0.0|0|187.08333333333334|0|12.25|0
0|2022-01-04|0.0|0|0.0|0|176.80555555555557|0|11.083333333333334|0
0|2022-01-05|0.0|0|0.0|0|42.15277777777778|0|9.70138888888889|0
0|2022-01-06|0.0|0|0.0|0|53.75|0|1.8958333333333333|0
0|2022-01-07|0.004166666666666667|0|0.004166666666666667|0|226.25|0|16.916666666666668|0
0|2022-01-08|0.0|0|0.0|0|213.75|0|12.208333333333334|0
0|2022-01-09|0.0|0|0.0|0|138.75|0|7.791666666666667|0
0|2022-01-10|0.0|0|0.0|0|130.83333333333334|0|6.5|0
0|2022-01-11|0.0|0|0.0|0|230.83333333333334|0|12.5|0
0|2022-01-12|0.0|0|0.0|0|246.25|0|16.041666666666668|0
0|2022-01-13|0.0|0|0.0|0|156.25|0|5.75|0
0|2022-01-14|0.0|0|0.0|0|165.27777777777777|0|6.645833333333333|0
0|2022-01-15|0.0|0|0.0|0|172.375|0|5.720833333333334|0
0|2022-01-16|0.0|0|0.0|0|176.66666666666666|0|8.666666666666666|0
0|2022-01-17|0.0|0|0.0|0|255.625|0|14.208333333333334|0
