|dates|Culberson_Texas_UnitedStates.JHU_ConfirmedCases.data|Culberson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Culberson_Texas_UnitedStates.NYT_ConfirmedCases.data|Culberson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Culberson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Culberson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Culberson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Culberson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|400.0|0|400.0|0|11.0|0|0.0|100
0|2021-11-11|400.0|0|400.0|0|11.0|0|0.0|100
0|2021-11-12|401.0|0|401.0|0|11.0|0|0.0|100
0|2021-11-13|404.0|0|404.0|0|11.0|0|0.0|100
0|2021-11-14|404.0|0|404.0|0|11.0|0|0.0|100
0|2021-11-15|404.0|0|404.0|0|11.0|0|0.0|100
0|2021-11-16|404.0|0|404.0|0|11.0|0|0.0|100
0|2021-11-17|404.0|0|404.0|0|11.0|0|0.0|100
0|2021-11-18|404.0|0|404.0|0|11.0|0|0.0|100
0|2021-11-19|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-20|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-21|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-22|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-23|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-24|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-25|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-26|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-27|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-28|405.0|0|405.0|0|11.0|0|0.0|100
0|2021-11-29|406.0|0|406.0|0|11.0|0|0.0|100
0|2021-11-30|406.0|0|406.0|0|11.0|0|0.0|100
0|2021-12-01|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-02|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-03|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-04|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-05|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-06|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-07|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-08|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-09|408.0|0|408.0|0|11.0|0|0.0|100
0|2021-12-10|409.0|0|409.0|0|11.0|0|0.0|100
0|2021-12-11|409.0|0|409.0|0|11.0|0|0.0|100
0|2021-12-12|409.0|0|409.0|0|11.0|0|0.0|100
0|2021-12-13|409.0|0|409.0|0|11.0|0|0.0|100
0|2021-12-14|409.0|0|409.0|0|11.0|0|0.0|100
0|2021-12-15|409.0|0|409.0|0|11.0|0|0.0|100
0|2021-12-16|411.0|0|411.0|0|11.0|0|0.0|100
0|2021-12-17|411.0|0|411.0|0|11.0|0|0.0|100
0|2021-12-18|411.0|0|411.0|0|11.0|0|0.0|100
0|2021-12-19|411.0|0|411.0|0|11.0|0|0.0|100
0|2021-12-20|412.0|0|412.0|0|11.0|0|0.0|100
0|2021-12-21|413.0|0|413.0|0|11.0|0|0.0|100
0|2021-12-22|413.0|0|413.0|0|11.0|0|0.0|100
0|2021-12-23|413.0|0|413.0|0|11.0|0|0.0|100
0|2021-12-24|413.0|0|413.0|0|11.0|0|0.0|100
0|2021-12-25|413.0|0|413.0|0|11.0|0|0.0|100
0|2021-12-26|413.0|0|413.0|0|11.0|0|0.0|100
0|2021-12-27|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-28|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-29|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-30|418.0|0|418.0|0|11.0|0|0.0|100
0|2021-12-31|418.0|0|418.0|0|11.0|0|0.0|100
0|2022-01-01|418.0|0|418.0|0|11.0|0|0.0|100
0|2022-01-02|418.0|0|418.0|0|11.0|0|0.0|100
0|2022-01-03|423.0|0|423.0|0|13.0|0|0.0|100
0|2022-01-04|423.0|0|423.0|0|13.0|0|0.0|100
0|2022-01-05|424.0|0|424.0|0|13.0|0|0.0|100
0|2022-01-06|424.0|0|424.0|0|13.0|0|0.0|100
0|2022-01-07|425.0|0|425.0|0|13.0|0|0.0|100
0|2022-01-08|430.0|0|430.0|0|13.0|0|0.0|100
0|2022-01-09|436.0|0|436.0|0|13.0|0|0.0|100
0|2022-01-10|439.0|0|439.0|0|13.0|0|0.0|100
0|2022-01-11|445.0|0|445.0|0|13.0|0|0.0|100
0|2022-01-12|451.0|0|451.0|0|13.0|0|0.0|100
0|2022-01-13|451.0|0|455.0|0|13.0|0|0.0|100
0|2022-01-14|455.0|0|433.0|0|13.0|0|0.0|100
0|2022-01-15|444.0|0|444.0|0|13.0|0|0.0|100
0|2022-01-16|444.0|0|444.0|0|13.0|0|0.0|100
0|2022-01-17|455.0|0|0.0|100|13.0|0|0.0|100
