|dates|Butler_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Butler_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Butler_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Butler_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1053.0|0|1053.0|0|11.0|0|0.0|100
0|2021-10-18|1055.0|0|1055.0|0|11.0|0|0.0|100
0|2021-10-19|1055.0|0|1055.0|0|11.0|0|0.0|100
0|2021-10-20|1057.0|0|1057.0|0|11.0|0|0.0|100
0|2021-10-21|1059.0|0|1059.0|0|11.0|0|0.0|100
0|2021-10-22|1059.0|0|1059.0|0|11.0|0|0.0|100
0|2021-10-23|1059.0|0|1059.0|0|11.0|0|0.0|100
0|2021-10-24|1059.0|0|1059.0|0|11.0|0|0.0|100
0|2021-10-25|1059.0|0|1059.0|0|11.0|0|0.0|100
0|2021-10-26|1059.0|0|1059.0|0|11.0|0|0.0|100
0|2021-10-27|1072.0|0|1072.0|0|11.0|0|0.0|100
0|2021-10-28|1072.0|0|1072.0|0|11.0|0|0.0|100
0|2021-10-29|1072.0|0|1073.0|0|11.0|0|0.0|100
0|2021-10-30|1072.0|0|1073.0|0|11.0|0|0.0|100
0|2021-10-31|1072.0|0|1079.0|0|11.0|0|0.0|100
0|2021-11-01|1072.0|0|1097.0|0|11.0|0|0.0|100
0|2021-11-02|1072.0|0|1097.0|0|11.0|0|0.0|100
0|2021-11-03|1120.0|0|1120.0|0|11.0|0|0.0|100
0|2021-11-04|1120.0|0|1120.0|0|11.0|0|0.0|100
0|2021-11-05|1120.0|0|1120.0|0|11.0|0|0.0|100
0|2021-11-06|1120.0|0|1120.0|0|11.0|0|0.0|100
0|2021-11-07|1120.0|0|1120.0|0|11.0|0|0.0|100
0|2021-11-08|1172.0|0|1172.0|0|11.0|0|0.0|100
0|2021-11-09|1188.0|0|1188.0|0|11.0|0|0.0|100
0|2021-11-10|1188.0|0|1191.0|0|11.0|0|0.0|100
0|2021-11-11|1208.0|0|1208.0|0|11.0|0|0.0|100
0|2021-11-12|1218.0|0|1218.0|0|11.0|0|0.0|100
0|2021-11-13|1218.0|0|1218.0|0|11.0|0|0.0|100
0|2021-11-14|1218.0|0|1218.0|0|11.0|0|0.0|100
0|2021-11-15|1234.0|0|1234.0|0|11.0|0|0.0|100
0|2021-11-16|1241.0|0|1241.0|0|11.0|0|0.0|100
0|2021-11-17|1251.0|0|1251.0|0|11.0|0|0.0|100
0|2021-11-18|1253.0|0|1253.0|0|11.0|0|0.0|100
0|2021-11-19|1254.0|0|1254.0|0|11.0|0|0.0|100
0|2021-11-20|1254.0|0|1254.0|0|11.0|0|0.0|100
0|2021-11-21|1254.0|0|1254.0|0|11.0|0|0.0|100
0|2021-11-22|1261.0|0|1261.0|0|11.0|0|0.0|100
0|2021-11-23|1261.0|0|1261.0|0|11.0|0|0.0|100
0|2021-11-24|1266.0|0|1266.0|0|11.0|0|0.0|100
0|2021-11-25|1266.0|0|1266.0|0|11.0|0|0.0|100
0|2021-11-26|1266.0|0|1266.0|0|11.0|0|0.0|100
0|2021-11-27|1266.0|0|1266.0|0|11.0|0|0.0|100
0|2021-11-28|1266.0|0|1266.0|0|11.0|0|0.0|100
0|2021-11-29|1284.0|0|1284.0|0|11.0|0|0.0|100
0|2021-11-30|1286.0|0|1286.0|0|11.0|0|0.0|100
0|2021-12-01|1286.0|0|1286.0|0|11.0|0|0.0|100
0|2021-12-02|1286.0|0|1290.0|0|11.0|0|0.0|100
0|2021-12-03|1295.0|0|1295.0|0|11.0|0|0.0|100
0|2021-12-04|1295.0|0|1295.0|0|11.0|0|0.0|100
0|2021-12-05|1295.0|0|1295.0|0|11.0|0|0.0|100
0|2021-12-06|1302.0|0|1302.0|0|11.0|0|0.0|100
0|2021-12-07|1305.0|0|1305.0|0|11.0|0|0.0|100
0|2021-12-08|1305.0|0|1305.0|0|11.0|0|0.0|100
0|2021-12-09|1310.0|0|1310.0|0|11.0|0|0.0|100
0|2021-12-10|1312.0|0|1312.0|0|11.0|0|0.0|100
0|2021-12-11|1312.0|0|1312.0|0|11.0|0|0.0|100
0|2021-12-12|1312.0|0|1312.0|0|11.0|0|0.0|100
0|2021-12-13|1314.0|0|1314.0|0|11.0|0|0.0|100
0|2021-12-14|1314.0|0|1319.0|0|11.0|0|0.0|100
0|2021-12-15|1322.0|0|1322.0|0|11.0|0|0.0|100
0|2021-12-16|1326.0|0|1326.0|0|11.0|0|0.0|100
0|2021-12-17|1327.0|0|1327.0|0|11.0|0|0.0|100
0|2021-12-18|1327.0|0|1327.0|0|11.0|0|0.0|100
0|2021-12-19|1327.0|0|1327.0|0|11.0|0|0.0|100
0|2021-12-20|1338.0|0|1338.0|0|11.0|0|0.0|100
0|2021-12-21|1343.0|0|1343.0|0|11.0|0|0.0|100
0|2021-12-22|1349.0|0|1349.0|0|11.0|0|0.0|100
0|2021-12-23|1357.0|0|1357.0|0|11.0|0|0.0|100
0|2021-12-24|1357.0|0|1357.0|0|11.0|0|0.0|100
0|2021-12-25|1357.0|0|1357.0|0|11.0|0|0.0|100
0|2021-12-26|1357.0|0|1357.0|0|11.0|0|0.0|100
0|2021-12-27|1357.0|0|1357.0|0|11.0|0|0.0|100
0|2021-12-28|1366.0|0|1366.0|0|11.0|0|0.0|100
0|2021-12-29|1381.0|0|1381.0|0|11.0|0|0.0|100
0|2021-12-30|1385.0|0|1385.0|0|11.0|0|0.0|100
0|2021-12-31|1385.0|0|1385.0|0|11.0|0|0.0|100
0|2022-01-01|1385.0|0|1385.0|0|11.0|0|0.0|100
0|2022-01-02|1385.0|0|1385.0|0|11.0|0|0.0|100
0|2022-01-03|1401.0|0|1401.0|0|11.0|0|0.0|100
0|2022-01-04|1410.0|0|1410.0|0|11.0|0|0.0|100
0|2022-01-05|1418.0|0|1418.0|0|11.0|0|0.0|100
0|2022-01-06|1428.0|0|1428.0|0|11.0|0|0.0|100
0|2022-01-07|1436.0|0|1436.0|0|11.0|0|0.0|100
0|2022-01-08|1436.0|0|1436.0|0|11.0|0|0.0|100
0|2022-01-09|1436.0|0|1436.0|0|11.0|0|0.0|100
0|2022-01-10|1455.0|0|1455.0|0|11.0|0|0.0|100
0|2022-01-11|1468.0|0|1468.0|0|11.0|0|0.0|100
0|2022-01-12|1481.0|0|1481.0|0|11.0|0|0.0|100
0|2022-01-13|1481.0|0|1488.0|0|11.0|0|0.0|100
0|2022-01-14|1502.0|0|1502.0|0|11.0|0|0.0|100
0|2022-01-15|1502.0|0|1502.0|0|11.0|0|0.0|100
0|2022-01-16|1502.0|0|1502.0|0|11.0|0|0.0|100
0|2022-01-17|1536.0|0|0.0|100|11.0|0|0.0|100
