|dates|Fajardo_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Fajardo_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Fajardo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Fajardo_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Fajardo_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Fajardo_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Fajardo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Fajardo_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-02|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-03|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-04|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-05|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-06|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-07|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-08|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-09|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-10|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-11|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-12|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-13|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-14|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-15|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-16|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-17|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-18|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-19|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-20|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-21|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-22|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-23|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-24|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-25|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-26|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-27|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-28|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-29|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-30|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-01-31|9146.5|0|1101.0|0|10.744083922908027|0|10247.5|0
0|2020-02-01|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-02|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-03|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-04|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-05|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-06|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-07|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-08|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-09|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-10|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-11|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-12|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-13|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-14|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-15|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-16|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-17|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-18|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-19|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-20|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-21|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-22|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-23|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-24|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-25|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-26|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-27|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-28|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-02-29|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-01|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-02|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-03|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-04|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-05|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-06|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-07|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-08|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-09|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-10|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-11|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-12|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-13|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-14|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-15|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-16|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-17|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-18|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-19|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-20|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-21|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-22|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-23|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-24|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-25|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-26|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-27|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-28|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-29|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-30|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-03-31|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-01|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-02|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-03|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-04|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-05|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-06|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-07|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-08|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-09|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-10|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-11|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-12|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-13|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-14|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-15|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-16|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-17|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-18|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-19|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-20|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-21|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-22|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-23|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-24|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-25|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-26|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-27|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-28|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-29|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-04-30|9410.5|0|858.0|0|8.355650776647026|0|10268.5|0
0|2020-05-01|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-02|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-03|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-04|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-05|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-06|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-07|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-08|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-09|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
0|2020-05-10|9078.0|0|1132.0|0|11.0871694417238|0|10210.0|0
