|dates|Bonner_Idaho_UnitedStates.JHU_ConfirmedCases.data|Bonner_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Bonner_Idaho_UnitedStates.NYT_ConfirmedCases.data|Bonner_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Bonner_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Bonner_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Bonner_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Bonner_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|6267.0|0|6267.0|0|119.0|0|0.0|100
0|2021-11-21|6267.0|0|6267.0|0|119.0|0|0.0|100
0|2021-11-22|6302.0|0|6302.0|0|121.0|0|0.0|100
0|2021-11-23|6367.0|0|6367.0|0|123.0|0|0.0|100
0|2021-11-24|6388.0|0|6388.0|0|123.0|0|0.0|100
0|2021-11-25|6388.0|0|6388.0|0|123.0|0|0.0|100
0|2021-11-26|6411.0|0|6411.0|0|123.0|0|0.0|100
0|2021-11-27|6422.0|0|6422.0|0|123.0|0|0.0|100
0|2021-11-28|6422.0|0|6422.0|0|123.0|0|0.0|100
0|2021-11-29|6431.0|0|6431.0|0|126.0|0|0.0|100
0|2021-11-30|6456.0|0|6456.0|0|126.0|0|0.0|100
0|2021-12-01|6489.0|0|6489.0|0|128.0|0|0.0|100
0|2021-12-02|6500.0|0|6500.0|0|128.0|0|0.0|100
0|2021-12-03|6513.0|0|6500.0|0|132.0|0|0.0|100
0|2021-12-04|6515.0|0|6515.0|0|132.0|0|0.0|100
0|2021-12-05|6515.0|0|6515.0|0|132.0|0|0.0|100
0|2021-12-06|6538.0|0|6538.0|0|133.0|0|0.0|100
0|2021-12-07|6565.0|0|6565.0|0|134.0|0|0.0|100
0|2021-12-08|6597.0|0|6597.0|0|135.0|0|0.0|100
0|2021-12-09|6612.0|0|6612.0|0|136.0|0|0.0|100
0|2021-12-10|6619.0|0|6619.0|0|138.0|0|0.0|100
0|2021-12-11|6623.0|0|6623.0|0|138.0|0|0.0|100
0|2021-12-12|6623.0|0|6623.0|0|138.0|0|0.0|100
0|2021-12-13|6632.0|0|6632.0|0|139.0|0|0.0|100
0|2021-12-14|6632.0|0|6645.0|0|139.0|0|0.0|100
0|2021-12-15|6653.0|0|6653.0|0|139.0|0|0.0|100
0|2021-12-16|6661.0|0|6661.0|0|139.0|0|0.0|100
0|2021-12-17|6664.0|0|6664.0|0|139.0|0|0.0|100
0|2021-12-18|6666.0|0|6666.0|0|139.0|0|0.0|100
0|2021-12-19|6666.0|0|6666.0|0|139.0|0|0.0|100
0|2021-12-20|6679.0|0|6679.0|0|139.0|0|0.0|100
0|2021-12-21|6688.0|0|6688.0|0|139.0|0|0.0|100
0|2021-12-22|6689.0|0|6689.0|0|142.0|0|0.0|100
0|2021-12-23|6693.0|0|6693.0|0|142.0|0|0.0|100
0|2021-12-24|6693.0|0|6693.0|0|142.0|0|0.0|100
0|2021-12-25|6693.0|0|6693.0|0|142.0|0|0.0|100
0|2021-12-26|6693.0|0|6693.0|0|142.0|0|0.0|100
0|2021-12-27|6706.0|0|6706.0|0|144.0|0|0.0|100
0|2021-12-28|6721.0|0|6721.0|0|146.0|0|0.0|100
0|2021-12-29|6737.0|0|6737.0|0|147.0|0|0.0|100
0|2021-12-30|6745.0|0|6745.0|0|146.0|0|0.0|100
0|2021-12-31|6745.0|0|6745.0|0|146.0|0|0.0|100
0|2022-01-01|6745.0|0|6745.0|0|146.0|0|0.0|100
0|2022-01-02|6745.0|0|6745.0|0|146.0|0|0.0|100
0|2022-01-03|6792.0|0|6792.0|0|147.0|0|0.0|100
0|2022-01-04|6817.0|0|6817.0|0|148.0|0|0.0|100
0|2022-01-05|6842.0|0|6842.0|0|148.0|0|0.0|100
0|2022-01-06|6863.0|0|6863.0|0|151.0|0|0.0|100
0|2022-01-07|6894.0|0|6894.0|0|152.0|0|0.0|100
0|2022-01-08|6898.0|0|6898.0|0|152.0|0|0.0|100
0|2022-01-09|6898.0|0|6898.0|0|152.0|0|0.0|100
0|2022-01-10|6932.0|0|6932.0|0|152.0|0|0.0|100
0|2022-01-11|6964.0|0|6964.0|0|152.0|0|0.0|100
0|2022-01-12|6980.0|0|6980.0|0|155.0|0|0.0|100
0|2022-01-13|6980.0|0|7045.0|0|155.0|0|0.0|100
0|2022-01-14|7063.0|0|7063.0|0|155.0|0|0.0|100
0|2022-01-15|7072.0|0|7072.0|0|155.0|0|0.0|100
0|2022-01-16|7072.0|0|7072.0|0|155.0|0|0.0|100
0|2022-01-17|7072.0|0|0.0|100|155.0|0|0.0|100
