|dates|Leon_Florida_UnitedStates.JHU_ConfirmedCases.data|Leon_Florida_UnitedStates.JHU_ConfirmedCases.missing|Leon_Florida_UnitedStates.NYT_ConfirmedCases.data|Leon_Florida_UnitedStates.NYT_ConfirmedCases.missing|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|51157.0|0|50205.0|0|332.0|0|0.0|100
0|2021-10-18|51157.0|0|50205.0|0|332.0|0|0.0|100
0|2021-10-19|51157.0|0|50205.0|0|332.0|0|0.0|100
0|2021-10-20|51157.0|0|50205.0|0|332.0|0|0.0|100
0|2021-10-21|51157.0|0|50205.0|0|332.0|0|0.0|100
0|2021-10-22|51393.0|0|50441.0|0|332.0|0|0.0|100
0|2021-10-23|51393.0|0|50441.0|0|332.0|0|0.0|100
0|2021-10-24|51393.0|0|50441.0|0|332.0|0|0.0|100
0|2021-10-25|51393.0|0|50441.0|0|332.0|0|0.0|100
0|2021-10-26|51393.0|0|50441.0|0|332.0|0|0.0|100
0|2021-10-27|51393.0|0|50441.0|0|332.0|0|0.0|100
0|2021-10-28|51393.0|0|50441.0|0|332.0|0|0.0|100
0|2021-10-29|51612.0|0|50660.0|0|332.0|0|0.0|100
0|2021-10-30|51612.0|0|50660.0|0|332.0|0|0.0|100
0|2021-10-31|51612.0|0|50660.0|0|332.0|0|0.0|100
0|2021-11-01|51612.0|0|50660.0|0|332.0|0|0.0|100
0|2021-11-02|51612.0|0|50660.0|0|332.0|0|0.0|100
0|2021-11-03|51612.0|0|50660.0|0|332.0|0|0.0|100
0|2021-11-04|51612.0|0|50660.0|0|332.0|0|0.0|100
0|2021-11-05|51738.0|0|50786.0|0|332.0|0|0.0|100
0|2021-11-06|51738.0|0|50786.0|0|332.0|0|0.0|100
0|2021-11-07|51738.0|0|50786.0|0|332.0|0|0.0|100
0|2021-11-08|51738.0|0|50786.0|0|332.0|0|0.0|100
0|2021-11-09|51738.0|0|50786.0|0|332.0|0|0.0|100
0|2021-11-10|51738.0|0|50786.0|0|332.0|0|0.0|100
0|2021-11-11|51738.0|0|50786.0|0|332.0|0|0.0|100
0|2021-11-12|51837.0|0|50885.0|0|332.0|0|0.0|100
0|2021-11-13|51837.0|0|50885.0|0|332.0|0|0.0|100
0|2021-11-14|51837.0|0|50885.0|0|332.0|0|0.0|100
0|2021-11-15|51837.0|0|50885.0|0|332.0|0|0.0|100
0|2021-11-16|51837.0|0|50885.0|0|332.0|0|0.0|100
0|2021-11-17|51837.0|0|50885.0|0|332.0|0|0.0|100
0|2021-11-18|51837.0|0|50885.0|0|332.0|0|0.0|100
0|2021-11-19|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-20|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-21|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-22|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-23|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-24|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-25|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-26|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-27|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-28|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-29|51935.0|0|50983.0|0|332.0|0|0.0|100
0|2021-11-30|52023.0|0|51071.0|0|332.0|0|0.0|100
0|2021-12-01|52023.0|0|51071.0|0|332.0|0|0.0|100
0|2021-12-02|52023.0|0|51071.0|0|332.0|0|0.0|100
0|2021-12-03|52139.0|0|51187.0|0|332.0|0|0.0|100
0|2021-12-04|52139.0|0|51187.0|0|332.0|0|0.0|100
0|2021-12-05|52139.0|0|51187.0|0|332.0|0|0.0|100
0|2021-12-06|52139.0|0|51187.0|0|332.0|0|0.0|100
0|2021-12-07|52139.0|0|51187.0|0|332.0|0|0.0|100
0|2021-12-08|52139.0|0|51187.0|0|332.0|0|0.0|100
0|2021-12-09|52139.0|0|51187.0|0|332.0|0|0.0|100
0|2021-12-10|52265.0|0|51313.0|0|332.0|0|0.0|100
0|2021-12-11|52265.0|0|51313.0|0|332.0|0|0.0|100
0|2021-12-12|52265.0|0|51313.0|0|332.0|0|0.0|100
0|2021-12-13|52265.0|0|51313.0|0|332.0|0|0.0|100
0|2021-12-14|52265.0|0|51313.0|0|332.0|0|0.0|100
0|2021-12-15|52265.0|0|51313.0|0|332.0|0|0.0|100
0|2021-12-16|52265.0|0|51313.0|0|332.0|0|0.0|100
0|2021-12-17|52445.0|0|51493.0|0|332.0|0|0.0|100
0|2021-12-18|52445.0|0|51493.0|0|332.0|0|0.0|100
0|2021-12-19|52445.0|0|51493.0|0|332.0|0|0.0|100
0|2021-12-20|52445.0|0|51493.0|0|332.0|0|0.0|100
0|2021-12-21|52445.0|0|51493.0|0|332.0|0|0.0|100
0|2021-12-22|52445.0|0|51493.0|0|332.0|0|0.0|100
0|2021-12-23|52445.0|0|51493.0|0|332.0|0|0.0|100
0|2021-12-24|52445.0|0|52541.0|0|332.0|0|0.0|100
0|2021-12-25|53493.0|0|52541.0|0|332.0|0|0.0|100
0|2021-12-26|53493.0|0|52541.0|0|332.0|0|0.0|100
0|2021-12-27|53493.0|0|52541.0|0|332.0|0|0.0|100
0|2021-12-28|53493.0|0|52541.0|0|332.0|0|0.0|100
0|2021-12-29|53493.0|0|52541.0|0|332.0|0|0.0|100
0|2021-12-30|53493.0|0|52541.0|0|332.0|0|0.0|100
0|2021-12-31|57600.0|0|56648.0|0|332.0|0|0.0|100
0|2022-01-01|57600.0|0|56648.0|0|332.0|0|0.0|100
0|2022-01-02|57600.0|0|56648.0|0|332.0|0|0.0|100
0|2022-01-03|57600.0|0|56648.0|0|332.0|0|0.0|100
0|2022-01-04|57600.0|0|56648.0|0|332.0|0|0.0|100
0|2022-01-05|57600.0|0|56648.0|0|332.0|0|0.0|100
0|2022-01-06|57600.0|0|56648.0|0|332.0|0|0.0|100
0|2022-01-07|63228.0|0|62276.0|0|332.0|0|0.0|100
0|2022-01-08|63228.0|0|62276.0|0|332.0|0|0.0|100
0|2022-01-09|63228.0|0|62276.0|0|332.0|0|0.0|100
0|2022-01-10|63228.0|0|62276.0|0|332.0|0|0.0|100
0|2022-01-11|63228.0|0|62276.0|0|332.0|0|0.0|100
0|2022-01-12|63228.0|0|62276.0|0|530.0|0|0.0|100
0|2022-01-13|63228.0|0|62276.0|0|530.0|0|0.0|100
0|2022-01-14|63228.0|0|68497.0|0|530.0|0|0.0|100
0|2022-01-15|69449.0|0|68497.0|0|530.0|0|0.0|100
0|2022-01-16|69449.0|0|68497.0|0|530.0|0|0.0|100
0|2022-01-17|69449.0|0|0.0|100|530.0|0|0.0|100
