|dates|Cumberland_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Cumberland_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Cumberland_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1095.0|0|1201.0|0|15.0|0|0.0|100
0|2021-10-18|1109.0|0|1201.0|0|15.0|0|0.0|100
0|2021-10-19|1117.0|0|1210.0|0|15.0|0|0.0|100
0|2021-10-20|1133.0|0|1216.0|0|15.0|0|0.0|100
0|2021-10-21|1136.0|0|1224.0|0|15.0|0|0.0|100
0|2021-10-22|1143.0|0|1224.0|0|15.0|0|0.0|100
0|2021-10-23|1143.0|0|1232.0|0|15.0|0|0.0|100
0|2021-10-24|1143.0|0|1232.0|0|15.0|0|0.0|100
0|2021-10-25|1148.0|0|1236.0|0|17.0|0|0.0|100
0|2021-10-26|1159.0|0|1245.0|0|17.0|0|0.0|100
0|2021-10-27|1161.0|0|1245.0|0|17.0|0|0.0|100
0|2021-10-28|1171.0|0|1257.0|0|17.0|0|0.0|100
0|2021-10-29|1177.0|0|1257.0|0|17.0|0|0.0|100
0|2021-10-30|1177.0|0|1263.0|0|17.0|0|0.0|100
0|2021-10-31|1177.0|0|1263.0|0|17.0|0|0.0|100
0|2021-11-01|1183.0|0|1266.0|0|17.0|0|0.0|100
0|2021-11-02|1183.0|0|1266.0|0|17.0|0|0.0|100
0|2021-11-03|1189.0|0|1269.0|0|17.0|0|0.0|100
0|2021-11-04|1194.0|0|1275.0|0|17.0|0|0.0|100
0|2021-11-05|1205.0|0|1286.0|0|17.0|0|0.0|100
0|2021-11-06|1205.0|0|1286.0|0|17.0|0|0.0|100
0|2021-11-07|1205.0|0|1286.0|0|17.0|0|0.0|100
0|2021-11-08|1218.0|0|1286.0|0|17.0|0|0.0|100
0|2021-11-09|1220.0|0|1290.0|0|17.0|0|0.0|100
0|2021-11-10|1220.0|0|1298.0|0|17.0|0|0.0|100
0|2021-11-11|1226.0|0|1298.0|0|17.0|0|0.0|100
0|2021-11-12|1240.0|0|1298.0|0|17.0|0|0.0|100
0|2021-11-13|1240.0|0|1311.0|0|17.0|0|0.0|100
0|2021-11-14|1240.0|0|1311.0|0|17.0|0|0.0|100
0|2021-11-15|1258.0|0|1311.0|0|17.0|0|0.0|100
0|2021-11-16|1260.0|0|1318.0|0|18.0|0|0.0|100
0|2021-11-17|1278.0|0|1318.0|0|18.0|0|0.0|100
0|2021-11-18|1292.0|0|1329.0|0|18.0|0|0.0|100
0|2021-11-19|1300.0|0|1329.0|0|18.0|0|0.0|100
0|2021-11-20|1300.0|0|1332.0|0|18.0|0|0.0|100
0|2021-11-21|1300.0|0|1332.0|0|18.0|0|0.0|100
0|2021-11-22|1308.0|0|1332.0|0|18.0|0|0.0|100
0|2021-11-23|1308.0|0|1335.0|0|18.0|0|0.0|100
0|2021-11-24|1315.0|0|1346.0|0|18.0|0|0.0|100
0|2021-11-25|1315.0|0|1351.0|0|18.0|0|0.0|100
0|2021-11-26|1315.0|0|1351.0|0|18.0|0|0.0|100
0|2021-11-27|1315.0|0|1351.0|0|18.0|0|0.0|100
0|2021-11-28|1315.0|0|1351.0|0|18.0|0|0.0|100
0|2021-11-29|1332.0|0|1362.0|0|18.0|0|0.0|100
0|2021-11-30|1345.0|0|1362.0|0|18.0|0|0.0|100
0|2021-12-01|1357.0|0|1375.0|0|18.0|0|0.0|100
0|2021-12-02|1357.0|0|1382.0|0|18.0|0|0.0|100
0|2021-12-03|1395.0|0|1401.0|0|18.0|0|0.0|100
0|2021-12-04|1395.0|0|1420.0|0|18.0|0|0.0|100
0|2021-12-05|1395.0|0|1420.0|0|18.0|0|0.0|100
0|2021-12-06|1415.0|0|1434.0|0|18.0|0|0.0|100
0|2021-12-07|1421.0|0|1445.0|0|18.0|0|0.0|100
