|dates|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Ascension_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Ascension_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ascension_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|22046.0|0|22046.0|0|247.0|0|0.0|100
0|2021-11-30|22053.0|0|22053.0|0|247.0|0|0.0|100
0|2021-12-01|22094.0|0|22094.0|0|247.0|0|0.0|100
0|2021-12-02|22094.0|0|22104.0|0|247.0|0|0.0|100
0|2021-12-03|22112.0|0|22112.0|0|247.0|0|0.0|100
0|2021-12-04|22112.0|0|22112.0|0|247.0|0|0.0|100
0|2021-12-05|22112.0|0|22112.0|0|247.0|0|0.0|100
0|2021-12-06|22123.0|0|22123.0|0|249.0|0|0.0|100
0|2021-12-07|22127.0|0|22127.0|0|249.0|0|0.0|100
0|2021-12-08|22154.0|0|22154.0|0|249.0|0|0.0|100
0|2021-12-09|22171.0|0|22171.0|0|249.0|0|0.0|100
0|2021-12-10|22196.0|0|22196.0|0|249.0|0|0.0|100
0|2021-12-11|22196.0|0|22196.0|0|249.0|0|0.0|100
0|2021-12-12|22196.0|0|22196.0|0|249.0|0|0.0|100
0|2021-12-13|22244.0|0|22244.0|0|249.0|0|0.0|100
0|2021-12-14|22244.0|0|22262.0|0|249.0|0|0.0|100
0|2021-12-15|22305.0|0|22305.0|0|249.0|0|0.0|100
0|2021-12-16|22329.0|0|22329.0|0|249.0|0|0.0|100
0|2021-12-17|22348.0|0|22348.0|0|249.0|0|0.0|100
0|2021-12-18|22348.0|0|22348.0|0|249.0|0|0.0|100
0|2021-12-19|22348.0|0|22348.0|0|249.0|0|0.0|100
0|2021-12-20|22417.0|0|22417.0|0|249.0|0|0.0|100
0|2021-12-21|22496.0|0|22496.0|0|249.0|0|0.0|100
0|2021-12-22|22533.0|0|22533.0|0|250.0|0|0.0|100
0|2021-12-23|22577.0|0|22577.0|0|250.0|0|0.0|100
0|2021-12-24|22577.0|0|22577.0|0|250.0|0|0.0|100
0|2021-12-25|22577.0|0|22577.0|0|250.0|0|0.0|100
0|2021-12-26|22577.0|0|22577.0|0|250.0|0|0.0|100
0|2021-12-27|22811.0|0|22811.0|0|250.0|0|0.0|100
0|2021-12-28|22952.0|0|22952.0|0|250.0|0|0.0|100
0|2021-12-29|23192.0|0|23192.0|0|250.0|0|0.0|100
0|2021-12-30|23642.0|0|23642.0|0|250.0|0|0.0|100
0|2021-12-31|23642.0|0|23642.0|0|250.0|0|0.0|100
0|2022-01-01|23642.0|0|23642.0|0|250.0|0|0.0|100
0|2022-01-02|23642.0|0|23642.0|0|250.0|0|0.0|100
0|2022-01-03|24479.0|0|24479.0|0|250.0|0|0.0|100
0|2022-01-04|24729.0|0|24729.0|0|250.0|0|0.0|100
0|2022-01-05|25024.0|0|25024.0|0|250.0|0|0.0|100
0|2022-01-06|25327.0|0|25327.0|0|252.0|0|0.0|100
0|2022-01-07|25773.0|0|25773.0|0|252.0|0|0.0|100
0|2022-01-08|25773.0|0|25773.0|0|252.0|0|0.0|100
0|2022-01-09|25773.0|0|25773.0|0|252.0|0|0.0|100
0|2022-01-10|26963.0|0|26963.0|0|252.0|0|0.0|100
0|2022-01-11|27518.0|0|27518.0|0|253.0|0|0.0|100
0|2022-01-12|27518.0|0|27518.0|0|253.0|0|0.0|100
0|2022-01-13|27518.0|0|27518.0|0|253.0|0|0.0|100
0|2022-01-14|28732.0|0|28732.0|0|253.0|0|0.0|100
0|2022-01-15|28732.0|0|28732.0|0|253.0|0|0.0|100
0|2022-01-16|28732.0|0|28732.0|0|253.0|0|0.0|100
0|2022-01-17|28732.0|0|0.0|100|253.0|0|0.0|100
