|dates|Allen_Indiana_UnitedStates.BLS_EmployedPopulation.data|Allen_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Allen_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Allen_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Allen_Indiana_UnitedStates.BLS_UnemploymentRate.data|Allen_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Allen_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Allen_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-18|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-19|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-20|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-21|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-22|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-23|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-24|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-25|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-26|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-27|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-28|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-29|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-30|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-10-31|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-01|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-02|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-03|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-04|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-05|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-06|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-07|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-08|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-09|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-10|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-11|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-12|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-13|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-14|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-15|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-16|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-17|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-18|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-19|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-20|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-21|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-22|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
0|2021-11-23|178366.0|0|8309.0|0|4.45105129235302|0|186675.0|0
