|dates|Knox_Indiana_UnitedStates.JHU_ConfirmedCases.data|Knox_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Knox_Indiana_UnitedStates.NYT_ConfirmedCases.data|Knox_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Knox_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6269.0|0|6271.0|0|105.0|0|0.0|100
0|2021-10-18|6273.0|0|6276.0|0|106.0|0|0.0|100
0|2021-10-19|6299.0|0|6302.0|0|106.0|0|0.0|100
0|2021-10-20|6360.0|0|6363.0|0|106.0|0|0.0|100
0|2021-10-21|6418.0|0|6421.0|0|106.0|0|0.0|100
0|2021-10-22|6421.0|0|6424.0|0|106.0|0|0.0|100
0|2021-10-23|6421.0|0|6424.0|0|106.0|0|0.0|100
0|2021-10-24|6421.0|0|6424.0|0|106.0|0|0.0|100
0|2021-10-25|6427.0|0|6430.0|0|106.0|0|0.0|100
0|2021-10-26|6429.0|0|6432.0|0|107.0|0|0.0|100
0|2021-10-27|6444.0|0|6447.0|0|107.0|0|0.0|100
0|2021-10-28|6453.0|0|6456.0|0|108.0|0|0.0|100
0|2021-10-29|6465.0|0|6468.0|0|108.0|0|0.0|100
0|2021-10-30|6465.0|0|6468.0|0|108.0|0|0.0|100
0|2021-10-31|6465.0|0|6468.0|0|108.0|0|0.0|100
0|2021-11-01|6469.0|0|6473.0|0|109.0|0|0.0|100
0|2021-11-02|6485.0|0|6489.0|0|109.0|0|0.0|100
0|2021-11-03|6507.0|0|6512.0|0|109.0|0|0.0|100
0|2021-11-04|6523.0|0|6528.0|0|109.0|0|0.0|100
0|2021-11-05|6540.0|0|6545.0|0|110.0|0|0.0|100
0|2021-11-06|6540.0|0|6545.0|0|110.0|0|0.0|100
0|2021-11-07|6540.0|0|6545.0|0|110.0|0|0.0|100
0|2021-11-08|6556.0|0|6560.0|0|111.0|0|0.0|100
0|2021-11-09|6557.0|0|6561.0|0|111.0|0|0.0|100
0|2021-11-10|6557.0|0|6563.0|0|111.0|0|0.0|100
0|2021-11-11|6637.0|0|6641.0|0|111.0|0|0.0|100
0|2021-11-12|6638.0|0|6642.0|0|111.0|0|0.0|100
0|2021-11-13|6638.0|0|6642.0|0|111.0|0|0.0|100
0|2021-11-14|6638.0|0|6642.0|0|111.0|0|0.0|100
0|2021-11-15|6655.0|0|6659.0|0|111.0|0|0.0|100
0|2021-11-16|6671.0|0|6675.0|0|111.0|0|0.0|100
0|2021-11-17|6677.0|0|6681.0|0|112.0|0|0.0|100
0|2021-11-18|6727.0|0|6731.0|0|112.0|0|0.0|100
0|2021-11-19|6750.0|0|6754.0|0|112.0|0|0.0|100
0|2021-11-20|6750.0|0|6754.0|0|112.0|0|0.0|100
0|2021-11-21|6750.0|0|6754.0|0|112.0|0|0.0|100
0|2021-11-22|6757.0|0|6761.0|0|113.0|0|0.0|100
0|2021-11-23|6767.0|0|6771.0|0|113.0|0|0.0|100
0|2021-11-24|6779.0|0|6783.0|0|113.0|0|0.0|100
0|2021-11-25|6779.0|0|6783.0|0|113.0|0|0.0|100
0|2021-11-26|6779.0|0|6783.0|0|113.0|0|0.0|100
0|2021-11-27|6779.0|0|6783.0|0|113.0|0|0.0|100
0|2021-11-28|6779.0|0|6783.0|0|113.0|0|0.0|100
0|2021-11-29|6827.0|0|6831.0|0|113.0|0|0.0|100
0|2021-11-30|6855.0|0|6859.0|0|115.0|0|0.0|100
0|2021-12-01|6884.0|0|6888.0|0|115.0|0|0.0|100
0|2021-12-02|6884.0|0|6900.0|0|115.0|0|0.0|100
0|2021-12-03|6915.0|0|6919.0|0|116.0|0|0.0|100
0|2021-12-04|6915.0|0|6919.0|0|116.0|0|0.0|100
0|2021-12-05|6915.0|0|6919.0|0|116.0|0|0.0|100
0|2021-12-06|6958.0|0|6962.0|0|116.0|0|0.0|100
