|dates|Knox_Indiana_UnitedStates.JHU_ConfirmedCases.data|Knox_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Knox_Indiana_UnitedStates.NYT_ConfirmedCases.data|Knox_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Knox_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-07|6988.0|0|6992.0|0|116.0|0|0.0|100
0|2021-12-08|7004.0|0|7008.0|0|116.0|0|0.0|100
0|2021-12-09|7018.0|0|7022.0|0|116.0|0|0.0|100
0|2021-12-10|7099.0|0|7103.0|0|116.0|0|0.0|100
0|2021-12-11|7099.0|0|7103.0|0|116.0|0|0.0|100
0|2021-12-12|7099.0|0|7103.0|0|116.0|0|0.0|100
0|2021-12-13|7166.0|0|7170.0|0|117.0|0|0.0|100
0|2021-12-14|7166.0|0|7189.0|0|117.0|0|0.0|100
0|2021-12-15|7220.0|0|7224.0|0|117.0|0|0.0|100
0|2021-12-16|7257.0|0|7261.0|0|117.0|0|0.0|100
0|2021-12-17|7317.0|0|7321.0|0|117.0|0|0.0|100
0|2021-12-18|7317.0|0|7321.0|0|117.0|0|0.0|100
0|2021-12-19|7317.0|0|7321.0|0|117.0|0|0.0|100
0|2021-12-20|7364.0|0|7368.0|0|118.0|0|0.0|100
0|2021-12-21|7398.0|0|7402.0|0|118.0|0|0.0|100
0|2021-12-22|7440.0|0|7444.0|0|118.0|0|0.0|100
0|2021-12-23|7440.0|0|7444.0|0|118.0|0|0.0|100
0|2021-12-24|7440.0|0|7444.0|0|118.0|0|0.0|100
0|2021-12-25|7440.0|0|7444.0|0|118.0|0|0.0|100
0|2021-12-26|7440.0|0|7444.0|0|118.0|0|0.0|100
0|2021-12-27|7533.0|0|7537.0|0|118.0|0|0.0|100
0|2021-12-28|7600.0|0|7604.0|0|119.0|0|0.0|100
0|2021-12-29|7627.0|0|7631.0|0|119.0|0|0.0|100
0|2021-12-30|7704.0|0|7708.0|0|119.0|0|0.0|100
0|2021-12-31|7704.0|0|7708.0|0|119.0|0|0.0|100
0|2022-01-01|7704.0|0|7708.0|0|119.0|0|0.0|100
0|2022-01-02|7704.0|0|7708.0|0|119.0|0|0.0|100
0|2022-01-03|7798.0|0|7802.0|0|119.0|0|0.0|100
0|2022-01-04|7815.0|0|7819.0|0|120.0|0|0.0|100
0|2022-01-05|7845.0|0|7849.0|0|120.0|0|0.0|100
0|2022-01-06|7913.0|0|7917.0|0|122.0|0|0.0|100
0|2022-01-07|7968.0|0|7972.0|0|122.0|0|0.0|100
0|2022-01-08|7968.0|0|7972.0|0|122.0|0|0.0|100
0|2022-01-09|7968.0|0|7972.0|0|122.0|0|0.0|100
0|2022-01-10|8109.0|0|8114.0|0|123.0|0|0.0|100
0|2022-01-11|8163.0|0|8168.0|0|123.0|0|0.0|100
0|2022-01-12|8292.0|0|8297.0|0|124.0|0|0.0|100
0|2022-01-13|8292.0|0|8364.0|0|124.0|0|0.0|100
0|2022-01-14|8495.0|0|8500.0|0|124.0|0|0.0|100
0|2022-01-15|8495.0|0|8500.0|0|124.0|0|0.0|100
0|2022-01-16|8495.0|0|8500.0|0|124.0|0|0.0|100
0|2022-01-17|8762.0|0|0.0|100|124.0|0|0.0|100
