|dates|Essex_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Essex_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Essex_NewJersey_UnitedStates.NYT_ConfirmedDeaths.data|Essex_NewJersey_UnitedStates.NYT_ConfirmedDeaths.missing|Essex_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Essex_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Essex_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Essex_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|3140.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|3141.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|3141.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|3141.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|3143.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|3145.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|3145.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|3146.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|3145.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|3147.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|3151.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|3153.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|3153.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|3154.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|3154.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|3154.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|3155.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|3158.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|3158.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|3160.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|3161.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|3161.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|3163.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|3166.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|3168.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|3169.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|3169.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|3169.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|3169.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|3169.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|3170.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|3170.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|3170.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|3173.0|0|0.0|100|0.0|100
