|dates|JamesCity_Virginia_UnitedStates.JHU_ConfirmedCases.data|JamesCity_Virginia_UnitedStates.JHU_ConfirmedCases.missing|JamesCity_Virginia_UnitedStates.NYT_ConfirmedCases.data|JamesCity_Virginia_UnitedStates.NYT_ConfirmedCases.missing|JamesCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|JamesCity_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|JamesCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|JamesCity_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|7630.0|0|7630.0|0|99.0|0|0.0|100
0|2021-12-11|7630.0|0|7630.0|0|99.0|0|0.0|100
0|2021-12-12|7630.0|0|7630.0|0|99.0|0|0.0|100
0|2021-12-13|7654.0|0|7654.0|0|99.0|0|0.0|100
0|2021-12-14|7654.0|0|7672.0|0|99.0|0|0.0|100
0|2021-12-15|7682.0|0|7682.0|0|100.0|0|0.0|100
0|2021-12-16|7696.0|0|7696.0|0|100.0|0|0.0|100
0|2021-12-17|7716.0|0|7716.0|0|100.0|0|0.0|100
0|2021-12-18|7716.0|0|7716.0|0|100.0|0|0.0|100
0|2021-12-19|7716.0|0|7716.0|0|100.0|0|0.0|100
0|2021-12-20|7824.0|0|7824.0|0|100.0|0|0.0|100
0|2021-12-21|7838.0|0|7838.0|0|100.0|0|0.0|100
0|2021-12-22|7847.0|0|7847.0|0|100.0|0|0.0|100
0|2021-12-23|7903.0|0|7903.0|0|100.0|0|0.0|100
0|2021-12-24|7966.0|0|7966.0|0|100.0|0|0.0|100
0|2021-12-25|7966.0|0|7966.0|0|100.0|0|0.0|100
0|2021-12-26|7966.0|0|7966.0|0|100.0|0|0.0|100
0|2021-12-27|8078.0|0|8078.0|0|100.0|0|0.0|100
0|2021-12-28|8138.0|0|8138.0|0|100.0|0|0.0|100
0|2021-12-29|8261.0|0|8261.0|0|100.0|0|0.0|100
0|2021-12-30|8380.0|0|8380.0|0|100.0|0|0.0|100
0|2021-12-31|8583.0|0|8583.0|0|100.0|0|0.0|100
0|2022-01-01|8583.0|0|8583.0|0|100.0|0|0.0|100
0|2022-01-02|8583.0|0|8583.0|0|100.0|0|0.0|100
0|2022-01-03|9101.0|0|9101.0|0|100.0|0|0.0|100
0|2022-01-04|9309.0|0|9309.0|0|100.0|0|0.0|100
0|2022-01-05|9392.0|0|9392.0|0|100.0|0|0.0|100
0|2022-01-06|9418.0|0|9418.0|0|100.0|0|0.0|100
0|2022-01-07|9558.0|0|9558.0|0|100.0|0|0.0|100
0|2022-01-08|9558.0|0|9558.0|0|100.0|0|0.0|100
0|2022-01-09|9558.0|0|9558.0|0|100.0|0|0.0|100
0|2022-01-10|10587.0|0|10587.0|0|100.0|0|0.0|100
0|2022-01-11|10739.0|0|10739.0|0|100.0|0|0.0|100
0|2022-01-12|10919.0|0|10919.0|0|100.0|0|0.0|100
0|2022-01-13|10919.0|0|11227.0|0|100.0|0|0.0|100
0|2022-01-14|11423.0|0|11423.0|0|100.0|0|0.0|100
0|2022-01-15|11423.0|0|11423.0|0|100.0|0|0.0|100
0|2022-01-16|11423.0|0|11423.0|0|100.0|0|0.0|100
0|2022-01-17|11998.0|0|0.0|100|100.0|0|0.0|100
