|dates|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedCases.data|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Cattaraugus_NewYork_UnitedStates.NYT_ConfirmedCases.data|Cattaraugus_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|10866.0|0|10866.0|0|173.0|0|0.0|100
0|2021-12-16|10925.0|0|10925.0|0|174.0|0|0.0|100
0|2021-12-17|10974.0|0|10974.0|0|177.0|0|0.0|100
0|2021-12-18|11022.0|0|11022.0|0|179.0|0|0.0|100
0|2021-12-19|11076.0|0|11076.0|0|179.0|0|0.0|100
0|2021-12-20|11107.0|0|11107.0|0|180.0|0|0.0|100
0|2021-12-21|11133.0|0|11133.0|0|181.0|0|0.0|100
0|2021-12-22|11161.0|0|11161.0|0|183.0|0|0.0|100
0|2021-12-23|11206.0|0|11206.0|0|183.0|0|0.0|100
0|2021-12-24|11249.0|0|11249.0|0|184.0|0|0.0|100
0|2021-12-25|11249.0|0|11249.0|0|184.0|0|0.0|100
0|2021-12-26|11289.0|0|11289.0|0|186.0|0|0.0|100
0|2021-12-27|11300.0|0|11300.0|0|186.0|0|0.0|100
0|2021-12-28|11323.0|0|11323.0|0|186.0|0|0.0|100
0|2021-12-29|11372.0|0|11372.0|0|187.0|0|0.0|100
0|2021-12-30|11449.0|0|11449.0|0|187.0|0|0.0|100
0|2021-12-31|11497.0|0|11497.0|0|189.0|0|0.0|100
0|2022-01-01|11497.0|0|11573.0|0|189.0|0|0.0|100
0|2022-01-02|11497.0|0|11612.0|0|189.0|0|0.0|100
0|2022-01-03|11647.0|0|11647.0|0|189.0|0|0.0|100
0|2022-01-04|11734.0|0|11734.0|0|189.0|0|0.0|100
0|2022-01-05|11837.0|0|11837.0|0|191.0|0|0.0|100
0|2022-01-06|11961.0|0|11961.0|0|191.0|0|0.0|100
0|2022-01-07|12076.0|0|12076.0|0|191.0|0|0.0|100
0|2022-01-08|12242.0|0|12242.0|0|192.0|0|0.0|100
0|2022-01-09|12346.0|0|12346.0|0|194.0|0|0.0|100
0|2022-01-10|12410.0|0|12410.0|0|194.0|0|0.0|100
0|2022-01-11|12456.0|0|12456.0|0|195.0|0|0.0|100
0|2022-01-12|12613.0|0|12613.0|0|195.0|0|0.0|100
0|2022-01-13|12613.0|0|12732.0|0|195.0|0|0.0|100
0|2022-01-14|12858.0|0|12858.0|0|197.0|0|0.0|100
0|2022-01-15|12956.0|0|12956.0|0|197.0|0|0.0|100
0|2022-01-16|13046.0|0|13046.0|0|197.0|0|0.0|100
0|2022-01-17|13152.0|0|0.0|100|197.0|0|0.0|100
