|dates|NewKent_Virginia_UnitedStates.BLS_EmployedPopulation.data|NewKent_Virginia_UnitedStates.BLS_EmployedPopulation.missing|NewKent_Virginia_UnitedStates.BLS_UnemployedPopulation.data|NewKent_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|NewKent_Virginia_UnitedStates.BLS_UnemploymentRate.data|NewKent_Virginia_UnitedStates.BLS_UnemploymentRate.missing|NewKent_Virginia_UnitedStates.BLS_LaborForcePopulation.data|NewKent_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-18|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-19|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-20|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-21|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-22|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-23|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-24|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-25|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-26|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-27|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-28|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-29|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-30|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-10-31|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-01|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-02|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-03|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-04|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-05|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-06|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-07|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-08|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-09|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-10|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-11|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-12|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-13|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-14|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-15|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-16|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-17|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
0|2021-11-18|11642.0|0|385.0|0|3.201130789057953|0|12027.0|0
