|dates|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.data|Boone_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Boone_Iowa_UnitedStates.NYT_ConfirmedCases.data|Boone_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|3970.0|0|3984.0|0|42.0|0|0.0|100
0|2021-12-02|3970.0|0|3984.0|0|42.0|0|0.0|100
0|2021-12-03|3970.0|0|3984.0|0|42.0|0|0.0|100
0|2021-12-04|3970.0|0|3984.0|0|42.0|0|0.0|100
0|2021-12-05|3970.0|0|3984.0|0|42.0|0|0.0|100
0|2021-12-06|3970.0|0|3984.0|0|42.0|0|0.0|100
0|2021-12-07|3970.0|0|3984.0|0|42.0|0|0.0|100
0|2021-12-08|4068.0|0|4086.0|0|42.0|0|0.0|100
0|2021-12-09|4068.0|0|4086.0|0|42.0|0|0.0|100
0|2021-12-10|4107.0|0|4086.0|0|43.0|0|0.0|100
0|2021-12-11|4107.0|0|4086.0|0|43.0|0|0.0|100
0|2021-12-12|4107.0|0|4086.0|0|43.0|0|0.0|100
0|2021-12-13|4107.0|0|4086.0|0|43.0|0|0.0|100
0|2021-12-14|4107.0|0|4086.0|0|43.0|0|0.0|100
0|2021-12-15|4149.0|0|4155.0|0|44.0|0|0.0|100
0|2021-12-16|4149.0|0|4155.0|0|44.0|0|0.0|100
0|2021-12-17|4149.0|0|4155.0|0|44.0|0|0.0|100
0|2021-12-18|4149.0|0|4155.0|0|44.0|0|0.0|100
0|2021-12-19|4149.0|0|4155.0|0|44.0|0|0.0|100
0|2021-12-20|4149.0|0|4155.0|0|44.0|0|0.0|100
0|2021-12-21|4149.0|0|4155.0|0|44.0|0|0.0|100
0|2021-12-22|4229.0|0|4246.0|0|44.0|0|0.0|100
0|2021-12-23|4229.0|0|4246.0|0|44.0|0|0.0|100
0|2021-12-24|4229.0|0|4246.0|0|44.0|0|0.0|100
0|2021-12-25|4229.0|0|4246.0|0|44.0|0|0.0|100
0|2021-12-26|4229.0|0|4246.0|0|44.0|0|0.0|100
0|2021-12-27|4229.0|0|4246.0|0|44.0|0|0.0|100
0|2021-12-28|4229.0|0|4246.0|0|44.0|0|0.0|100
0|2021-12-29|4313.0|0|4322.0|0|44.0|0|0.0|100
0|2021-12-30|4313.0|0|4322.0|0|44.0|0|0.0|100
0|2021-12-31|4313.0|0|4322.0|0|44.0|0|0.0|100
0|2022-01-01|4313.0|0|4322.0|0|44.0|0|0.0|100
0|2022-01-02|4313.0|0|4322.0|0|44.0|0|0.0|100
0|2022-01-03|4313.0|0|4322.0|0|44.0|0|0.0|100
0|2022-01-04|4313.0|0|4322.0|0|44.0|0|0.0|100
0|2022-01-05|4422.0|0|4455.0|0|45.0|0|0.0|100
0|2022-01-06|4422.0|0|4455.0|0|45.0|0|0.0|100
0|2022-01-07|4422.0|0|4455.0|0|45.0|0|0.0|100
0|2022-01-08|4422.0|0|4455.0|0|45.0|0|0.0|100
0|2022-01-09|4422.0|0|4455.0|0|45.0|0|0.0|100
0|2022-01-10|4422.0|0|4455.0|0|45.0|0|0.0|100
0|2022-01-11|4422.0|0|4455.0|0|45.0|0|0.0|100
0|2022-01-12|4638.0|0|4675.0|0|46.0|0|0.0|100
0|2022-01-13|4638.0|0|4675.0|0|46.0|0|0.0|100
0|2022-01-14|4638.0|0|4675.0|0|46.0|0|0.0|100
0|2022-01-15|4638.0|0|4675.0|0|46.0|0|0.0|100
0|2022-01-16|4638.0|0|4675.0|0|46.0|0|0.0|100
0|2022-01-17|4638.0|0|0.0|100|46.0|0|0.0|100
