|dates|Vermilion_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vermilion_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vermilion_Louisiana_UnitedStates.Male_Total_Population.data|Vermilion_Louisiana_UnitedStates.Male_Total_Population.missing|Vermilion_Louisiana_UnitedStates.Female_Total_Population.data|Vermilion_Louisiana_UnitedStates.Female_Total_Population.missing|Vermilion_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Vermilion_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-18|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-19|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-20|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-21|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-22|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-23|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-24|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-25|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-26|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-27|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-28|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-29|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-30|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-10-31|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-01|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-02|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-03|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-04|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-05|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-06|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-07|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-08|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-09|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-10|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-11|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-12|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-13|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-14|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-15|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-16|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-17|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-18|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-19|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-20|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-21|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-22|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-23|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-24|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-25|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-26|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-27|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-28|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-29|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-11-30|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-01|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-02|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-03|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-04|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-05|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-06|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-07|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-08|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-09|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-10|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-11|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-12|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-13|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-14|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-15|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-16|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-17|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-18|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-19|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-20|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-21|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-22|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-23|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-24|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-25|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-26|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-27|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-28|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-29|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-30|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2021-12-31|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-01|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-02|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-03|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-04|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-05|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-06|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-07|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-08|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-09|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-10|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-11|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-12|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-13|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-14|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-15|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-16|9112.0|0|28974.0|0|30856.0|0|15229.0|0
0|2022-01-17|9112.0|0|28974.0|0|30856.0|0|15229.0|0
