|dates|Lake_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Indiana_UnitedStates.Male_Total_Population.data|Lake_Indiana_UnitedStates.Male_Total_Population.missing|Lake_Indiana_UnitedStates.Female_Total_Population.data|Lake_Indiana_UnitedStates.Female_Total_Population.missing|Lake_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-28|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2021-12-29|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2021-12-30|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2021-12-31|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-01|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-02|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-03|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-04|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-05|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-06|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-07|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-08|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-09|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-10|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-11|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-12|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-13|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-14|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-15|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-16|80104.0|0|234475.0|0|249936.0|0|113194.0|0
0|2022-01-17|80104.0|0|234475.0|0|249936.0|0|113194.0|0
