|dates|Sarasota_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sarasota_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sarasota_Florida_UnitedStates.Male_Total_Population.data|Sarasota_Florida_UnitedStates.Male_Total_Population.missing|Sarasota_Florida_UnitedStates.Female_Total_Population.data|Sarasota_Florida_UnitedStates.Female_Total_Population.missing|Sarasota_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Sarasota_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-18|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-19|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-20|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-21|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-22|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-23|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-24|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-25|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-26|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-27|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-28|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-29|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-30|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-10-31|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-01|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-02|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-03|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-04|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-05|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-06|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-07|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-08|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-09|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-10|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-11|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-12|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-13|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-14|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-15|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-16|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-17|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-18|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-19|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-20|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-21|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-22|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-23|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-24|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-25|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-26|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-27|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-28|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-29|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-11-30|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-01|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-02|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-03|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-04|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-05|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-06|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-07|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-08|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-09|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-10|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-11|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-12|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-13|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-14|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-15|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-16|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-17|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-18|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-19|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-20|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-21|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-22|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-23|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-24|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-25|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-26|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-27|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-28|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-29|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-30|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2021-12-31|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-01|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-02|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-03|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-04|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-05|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-06|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-07|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-08|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-09|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-10|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-11|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-12|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-13|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-14|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-15|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-16|156509.0|0|203342.0|0|223376.0|0|60616.0|0
0|2022-01-17|156509.0|0|203342.0|0|223376.0|0|60616.0|0
