|dates|Union_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Union_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Union_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Union_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Union_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Union_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Union_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Union_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-18|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-19|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-20|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-21|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-22|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-23|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-24|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-25|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-26|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-27|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-28|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-29|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-30|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-10-31|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-01|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-02|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-03|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-04|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-05|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-06|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-07|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-08|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-09|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-10|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-11|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-12|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-13|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-14|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-15|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-16|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-17|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-18|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-19|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-20|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-21|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-22|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-23|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-24|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-25|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-26|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-27|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-28|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-29|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-11-30|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-01|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-02|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-03|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-04|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-05|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-06|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-07|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-08|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-09|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-10|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-11|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-12|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-13|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-14|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-15|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-16|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-17|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-18|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-19|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-20|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-21|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-22|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-23|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-24|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-25|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-26|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-27|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-28|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-29|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-30|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2021-12-31|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-01|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-02|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-03|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-04|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-05|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-06|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-07|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-08|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-09|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-10|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-11|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-12|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-13|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-14|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-15|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-16|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
0|2022-01-17|18551.0|0|780.0|0|4.034969737726967|0|19331.0|0
