|dates|Douglas_Kansas_UnitedStates.JHU_ConfirmedCases.data|Douglas_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Kansas_UnitedStates.NYT_ConfirmedCases.data|Douglas_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Douglas_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12244.0|0|12244.0|0|101.0|0|0.0|100
0|2021-10-18|12281.0|0|12281.0|0|101.0|0|0.0|100
0|2021-10-19|12281.0|0|12281.0|0|101.0|0|0.0|100
0|2021-10-20|12335.0|0|12335.0|0|101.0|0|0.0|100
0|2021-10-21|12335.0|0|12335.0|0|101.0|0|0.0|100
0|2021-10-22|12391.0|0|12335.0|0|102.0|0|0.0|100
0|2021-10-23|12391.0|0|12335.0|0|102.0|0|0.0|100
0|2021-10-24|12391.0|0|12335.0|0|102.0|0|0.0|100
0|2021-10-25|12437.0|0|12437.0|0|102.0|0|0.0|100
0|2021-10-26|12437.0|0|12437.0|0|102.0|0|0.0|100
0|2021-10-27|12488.0|0|12488.0|0|103.0|0|0.0|100
0|2021-10-28|12488.0|0|12488.0|0|103.0|0|0.0|100
0|2021-10-29|12532.0|0|12532.0|0|103.0|0|0.0|100
0|2021-10-30|12532.0|0|12532.0|0|103.0|0|0.0|100
0|2021-10-31|12532.0|0|12532.0|0|103.0|0|0.0|100
0|2021-11-01|12564.0|0|12564.0|0|103.0|0|0.0|100
0|2021-11-02|12564.0|0|12564.0|0|103.0|0|0.0|100
0|2021-11-03|12605.0|0|12605.0|0|103.0|0|0.0|100
0|2021-11-04|12605.0|0|12605.0|0|103.0|0|0.0|100
0|2021-11-05|12654.0|0|12654.0|0|105.0|0|0.0|100
0|2021-11-06|12654.0|0|12654.0|0|105.0|0|0.0|100
0|2021-11-07|12654.0|0|12654.0|0|105.0|0|0.0|100
0|2021-11-08|12703.0|0|12703.0|0|105.0|0|0.0|100
0|2021-11-09|12703.0|0|12703.0|0|105.0|0|0.0|100
0|2021-11-10|12750.0|0|12750.0|0|105.0|0|0.0|100
0|2021-11-11|12750.0|0|12750.0|0|105.0|0|0.0|100
0|2021-11-12|12800.0|0|12800.0|0|105.0|0|0.0|100
0|2021-11-13|12800.0|0|12800.0|0|105.0|0|0.0|100
0|2021-11-14|12800.0|0|12800.0|0|105.0|0|0.0|100
0|2021-11-15|12839.0|0|12839.0|0|105.0|0|0.0|100
0|2021-11-16|12839.0|0|12839.0|0|105.0|0|0.0|100
0|2021-11-17|12908.0|0|12908.0|0|105.0|0|0.0|100
0|2021-11-18|12908.0|0|12908.0|0|105.0|0|0.0|100
0|2021-11-19|12908.0|0|12908.0|0|105.0|0|0.0|100
0|2021-11-20|12908.0|0|12908.0|0|105.0|0|0.0|100
0|2021-11-21|12908.0|0|12908.0|0|105.0|0|0.0|100
0|2021-11-22|13023.0|0|13023.0|0|105.0|0|0.0|100
0|2021-11-23|13023.0|0|13023.0|0|105.0|0|0.0|100
0|2021-11-24|13074.0|0|13074.0|0|105.0|0|0.0|100
0|2021-11-25|13074.0|0|13074.0|0|106.0|0|0.0|100
0|2021-11-26|13074.0|0|13074.0|0|106.0|0|0.0|100
0|2021-11-27|13074.0|0|13074.0|0|106.0|0|0.0|100
0|2021-11-28|13074.0|0|13074.0|0|106.0|0|0.0|100
0|2021-11-29|13160.0|0|13160.0|0|106.0|0|0.0|100
0|2021-11-30|13160.0|0|13160.0|0|106.0|0|0.0|100
0|2021-12-01|13160.0|0|13160.0|0|106.0|0|0.0|100
0|2021-12-02|13263.0|0|13263.0|0|106.0|0|0.0|100
0|2021-12-03|13361.0|0|13263.0|0|106.0|0|0.0|100
0|2021-12-04|13361.0|0|13263.0|0|106.0|0|0.0|100
0|2021-12-05|13361.0|0|13361.0|0|106.0|0|0.0|100
0|2021-12-06|13488.0|0|13488.0|0|106.0|0|0.0|100
0|2021-12-07|13488.0|0|13488.0|0|106.0|0|0.0|100
0|2021-12-08|13565.0|0|13565.0|0|106.0|0|0.0|100
0|2021-12-09|13565.0|0|13565.0|0|106.0|0|0.0|100
0|2021-12-10|13647.0|0|13647.0|0|106.0|0|0.0|100
0|2021-12-11|13647.0|0|13647.0|0|106.0|0|0.0|100
0|2021-12-12|13647.0|0|13647.0|0|106.0|0|0.0|100
0|2021-12-13|13757.0|0|13757.0|0|106.0|0|0.0|100
0|2021-12-14|13757.0|0|13757.0|0|106.0|0|0.0|100
0|2021-12-15|13885.0|0|13885.0|0|106.0|0|0.0|100
0|2021-12-16|13885.0|0|13885.0|0|106.0|0|0.0|100
0|2021-12-17|14016.0|0|14016.0|0|106.0|0|0.0|100
0|2021-12-18|14016.0|0|14016.0|0|106.0|0|0.0|100
0|2021-12-19|14016.0|0|14016.0|0|106.0|0|0.0|100
0|2021-12-20|14081.0|0|14081.0|0|106.0|0|0.0|100
0|2021-12-21|14081.0|0|14081.0|0|106.0|0|0.0|100
0|2021-12-22|14289.0|0|14289.0|0|106.0|0|0.0|100
0|2021-12-23|14289.0|0|14289.0|0|106.0|0|0.0|100
0|2021-12-24|14289.0|0|14289.0|0|106.0|0|0.0|100
0|2021-12-25|14289.0|0|14289.0|0|106.0|0|0.0|100
0|2021-12-26|14289.0|0|14289.0|0|106.0|0|0.0|100
0|2021-12-27|14289.0|0|14289.0|0|106.0|0|0.0|100
0|2021-12-28|14289.0|0|14289.0|0|106.0|0|0.0|100
0|2021-12-29|14853.0|0|14853.0|0|106.0|0|0.0|100
0|2021-12-30|14853.0|0|14853.0|0|106.0|0|0.0|100
0|2021-12-31|14853.0|0|14853.0|0|106.0|0|0.0|100
0|2022-01-01|14853.0|0|14853.0|0|106.0|0|0.0|100
0|2022-01-02|14853.0|0|14853.0|0|106.0|0|0.0|100
0|2022-01-03|15394.0|0|15394.0|0|106.0|0|0.0|100
0|2022-01-04|15394.0|0|15394.0|0|106.0|0|0.0|100
