|dates|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Breckinridge_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Breckinridge_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|3393.0|0|3393.0|0|50.0|0|0.0|100
0|2021-12-26|3393.0|0|3393.0|0|50.0|0|0.0|100
0|2021-12-27|3444.0|0|3444.0|0|51.0|0|0.0|100
0|2021-12-28|3456.0|0|3456.0|0|51.0|0|0.0|100
0|2021-12-29|3465.0|0|3465.0|0|51.0|0|0.0|100
0|2021-12-30|3465.0|0|3465.0|0|51.0|0|0.0|100
0|2021-12-31|3465.0|0|3465.0|0|51.0|0|0.0|100
0|2022-01-01|3465.0|0|3465.0|0|51.0|0|0.0|100
0|2022-01-02|3465.0|0|3465.0|0|51.0|0|0.0|100
0|2022-01-03|3550.0|0|3550.0|0|54.0|0|0.0|100
0|2022-01-04|3565.0|0|3565.0|0|54.0|0|0.0|100
0|2022-01-05|3583.0|0|3583.0|0|55.0|0|0.0|100
0|2022-01-06|3603.0|0|3603.0|0|55.0|0|0.0|100
0|2022-01-07|3629.0|0|3629.0|0|55.0|0|0.0|100
0|2022-01-08|3629.0|0|3629.0|0|55.0|0|0.0|100
0|2022-01-09|3629.0|0|3629.0|0|55.0|0|0.0|100
0|2022-01-10|3653.0|0|3653.0|0|57.0|0|0.0|100
0|2022-01-11|3674.0|0|3674.0|0|57.0|0|0.0|100
0|2022-01-12|3708.0|0|3708.0|0|58.0|0|0.0|100
0|2022-01-13|3708.0|0|3747.0|0|58.0|0|0.0|100
0|2022-01-14|3803.0|0|3803.0|0|58.0|0|0.0|100
0|2022-01-15|3803.0|0|3803.0|0|58.0|0|0.0|100
0|2022-01-16|3803.0|0|3803.0|0|58.0|0|0.0|100
0|2022-01-17|3803.0|0|0.0|100|58.0|0|0.0|100
