|dates|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Breckinridge_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Breckinridge_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2635.0|0|2635.0|0|30.0|0|0.0|100
0|2021-10-18|2645.0|0|2645.0|0|34.0|0|0.0|100
0|2021-10-19|2656.0|0|2656.0|0|34.0|0|0.0|100
0|2021-10-20|2660.0|0|2660.0|0|34.0|0|0.0|100
0|2021-10-21|2664.0|0|2664.0|0|34.0|0|0.0|100
0|2021-10-22|2673.0|0|2673.0|0|34.0|0|0.0|100
0|2021-10-23|2673.0|0|2673.0|0|34.0|0|0.0|100
0|2021-10-24|2673.0|0|2673.0|0|34.0|0|0.0|100
0|2021-10-25|2688.0|0|2688.0|0|34.0|0|0.0|100
0|2021-10-26|2700.0|0|2700.0|0|34.0|0|0.0|100
0|2021-10-27|2717.0|0|2717.0|0|34.0|0|0.0|100
0|2021-10-28|2728.0|0|2728.0|0|34.0|0|0.0|100
0|2021-10-29|2740.0|0|2740.0|0|34.0|0|0.0|100
0|2021-10-30|2740.0|0|2740.0|0|34.0|0|0.0|100
0|2021-10-31|2740.0|0|2740.0|0|34.0|0|0.0|100
0|2021-11-01|2755.0|0|2755.0|0|36.0|0|0.0|100
0|2021-11-02|2760.0|0|2760.0|0|36.0|0|0.0|100
0|2021-11-03|2769.0|0|2769.0|0|36.0|0|0.0|100
0|2021-11-04|2770.0|0|2770.0|0|36.0|0|0.0|100
0|2021-11-05|2781.0|0|2781.0|0|36.0|0|0.0|100
0|2021-11-06|2781.0|0|2781.0|0|36.0|0|0.0|100
0|2021-11-07|2781.0|0|2781.0|0|36.0|0|0.0|100
0|2021-11-08|2830.0|0|2830.0|0|36.0|0|0.0|100
0|2021-11-09|2833.0|0|2833.0|0|36.0|0|0.0|100
0|2021-11-10|2833.0|0|2846.0|0|36.0|0|0.0|100
0|2021-11-11|2846.0|0|2846.0|0|36.0|0|0.0|100
0|2021-11-12|2904.0|0|2904.0|0|36.0|0|0.0|100
0|2021-11-13|2904.0|0|2904.0|0|36.0|0|0.0|100
0|2021-11-14|2904.0|0|2904.0|0|36.0|0|0.0|100
0|2021-11-15|2950.0|0|2950.0|0|36.0|0|0.0|100
0|2021-11-16|2968.0|0|2968.0|0|36.0|0|0.0|100
0|2021-11-17|2991.0|0|2991.0|0|36.0|0|0.0|100
0|2021-11-18|3012.0|0|3012.0|0|36.0|0|0.0|100
0|2021-11-19|3023.0|0|3023.0|0|36.0|0|0.0|100
0|2021-11-20|3023.0|0|3023.0|0|36.0|0|0.0|100
0|2021-11-21|3023.0|0|3023.0|0|36.0|0|0.0|100
0|2021-11-22|3053.0|0|3053.0|0|37.0|0|0.0|100
0|2021-11-23|3067.0|0|3067.0|0|38.0|0|0.0|100
0|2021-11-24|3080.0|0|3080.0|0|38.0|0|0.0|100
0|2021-11-25|3080.0|0|3080.0|0|38.0|0|0.0|100
0|2021-11-26|3080.0|0|3080.0|0|38.0|0|0.0|100
0|2021-11-27|3080.0|0|3080.0|0|38.0|0|0.0|100
0|2021-11-28|3080.0|0|3080.0|0|38.0|0|0.0|100
0|2021-11-29|3102.0|0|3102.0|0|40.0|0|0.0|100
0|2021-11-30|3110.0|0|3110.0|0|40.0|0|0.0|100
0|2021-12-01|3130.0|0|3130.0|0|40.0|0|0.0|100
0|2021-12-02|3130.0|0|3155.0|0|40.0|0|0.0|100
0|2021-12-03|3166.0|0|3166.0|0|41.0|0|0.0|100
0|2021-12-04|3166.0|0|3166.0|0|41.0|0|0.0|100
0|2021-12-05|3166.0|0|3166.0|0|41.0|0|0.0|100
0|2021-12-06|3180.0|0|3180.0|0|44.0|0|0.0|100
0|2021-12-07|3186.0|0|3186.0|0|45.0|0|0.0|100
0|2021-12-08|3228.0|0|3228.0|0|45.0|0|0.0|100
0|2021-12-09|3235.0|0|3235.0|0|45.0|0|0.0|100
0|2021-12-10|3244.0|0|3244.0|0|46.0|0|0.0|100
0|2021-12-11|3244.0|0|3244.0|0|46.0|0|0.0|100
0|2021-12-12|3244.0|0|3244.0|0|46.0|0|0.0|100
0|2021-12-13|3267.0|0|3267.0|0|48.0|0|0.0|100
0|2021-12-14|3267.0|0|3276.0|0|48.0|0|0.0|100
0|2021-12-15|3313.0|0|3313.0|0|48.0|0|0.0|100
0|2021-12-16|3326.0|0|3326.0|0|48.0|0|0.0|100
0|2021-12-17|3332.0|0|3332.0|0|49.0|0|0.0|100
0|2021-12-18|3332.0|0|3332.0|0|49.0|0|0.0|100
0|2021-12-19|3332.0|0|3332.0|0|49.0|0|0.0|100
0|2021-12-20|3364.0|0|3364.0|0|49.0|0|0.0|100
0|2021-12-21|3379.0|0|3379.0|0|49.0|0|0.0|100
0|2021-12-22|3393.0|0|3393.0|0|50.0|0|0.0|100
0|2021-12-23|3393.0|0|3393.0|0|50.0|0|0.0|100
0|2021-12-24|3393.0|0|3393.0|0|50.0|0|0.0|100
