|dates|Emmet_Michigan_UnitedStates.JHU_ConfirmedCases.data|Emmet_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Emmet_Michigan_UnitedStates.NYT_ConfirmedCases.data|Emmet_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Emmet_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Emmet_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Emmet_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Emmet_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3258.0|0|3268.0|0|49.0|0|0.0|100
0|2021-10-18|3303.0|0|3316.0|0|49.0|0|0.0|100
0|2021-10-19|3303.0|0|3340.0|0|49.0|0|0.0|100
0|2021-10-20|3348.0|0|3359.0|0|49.0|0|0.0|100
0|2021-10-21|3348.0|0|3371.0|0|49.0|0|0.0|100
0|2021-10-22|3381.0|0|3389.0|0|49.0|0|0.0|100
0|2021-10-23|3381.0|0|3389.0|0|49.0|0|0.0|100
0|2021-10-24|3381.0|0|3389.0|0|49.0|0|0.0|100
0|2021-10-25|3403.0|0|3417.0|0|49.0|0|0.0|100
0|2021-10-26|3403.0|0|3428.0|0|49.0|0|0.0|100
0|2021-10-27|3434.0|0|3440.0|0|50.0|0|0.0|100
0|2021-10-28|3434.0|0|3455.0|0|50.0|0|0.0|100
0|2021-10-29|3459.0|0|3470.0|0|51.0|0|0.0|100
0|2021-10-30|3459.0|0|3470.0|0|51.0|0|0.0|100
0|2021-10-31|3459.0|0|3470.0|0|51.0|0|0.0|100
0|2021-11-01|3485.0|0|3497.0|0|51.0|0|0.0|100
0|2021-11-02|3485.0|0|3517.0|0|51.0|0|0.0|100
0|2021-11-03|3530.0|0|3542.0|0|51.0|0|0.0|100
0|2021-11-04|3530.0|0|3556.0|0|51.0|0|0.0|100
0|2021-11-05|3556.0|0|3564.0|0|51.0|0|0.0|100
0|2021-11-06|3556.0|0|3564.0|0|51.0|0|0.0|100
0|2021-11-07|3556.0|0|3564.0|0|51.0|0|0.0|100
0|2021-11-08|3590.0|0|3590.0|0|51.0|0|0.0|100
0|2021-11-09|3590.0|0|3622.0|0|51.0|0|0.0|100
0|2021-11-10|3590.0|0|3641.0|0|51.0|0|0.0|100
0|2021-11-11|3633.0|0|3650.0|0|53.0|0|0.0|100
0|2021-11-12|3663.0|0|3676.0|0|53.0|0|0.0|100
0|2021-11-13|3663.0|0|3676.0|0|53.0|0|0.0|100
0|2021-11-14|3663.0|0|3676.0|0|53.0|0|0.0|100
0|2021-11-15|3706.0|0|3720.0|0|53.0|0|0.0|100
0|2021-11-16|3706.0|0|3735.0|0|53.0|0|0.0|100
0|2021-11-17|3736.0|0|3748.0|0|55.0|0|0.0|100
0|2021-11-18|3736.0|0|3779.0|0|55.0|0|0.0|100
0|2021-11-19|3783.0|0|3793.0|0|55.0|0|0.0|100
0|2021-11-20|3783.0|0|3793.0|0|55.0|0|0.0|100
0|2021-11-21|3783.0|0|3793.0|0|55.0|0|0.0|100
0|2021-11-22|3821.0|0|3829.0|0|55.0|0|0.0|100
0|2021-11-23|3821.0|0|3843.0|0|55.0|0|0.0|100
0|2021-11-24|3860.0|0|3872.0|0|55.0|0|0.0|100
0|2021-11-25|3860.0|0|3872.0|0|55.0|0|0.0|100
0|2021-11-26|3860.0|0|3872.0|0|55.0|0|0.0|100
0|2021-11-27|3860.0|0|3872.0|0|55.0|0|0.0|100
0|2021-11-28|3860.0|0|3872.0|0|55.0|0|0.0|100
0|2021-11-29|3907.0|0|3948.0|0|55.0|0|0.0|100
0|2021-11-30|3907.0|0|3985.0|0|55.0|0|0.0|100
0|2021-12-01|3996.0|0|3996.0|0|55.0|0|0.0|100
0|2021-12-02|3996.0|0|4036.0|0|55.0|0|0.0|100
0|2021-12-03|4069.0|0|4080.0|0|55.0|0|0.0|100
0|2021-12-04|4069.0|0|4080.0|0|55.0|0|0.0|100
0|2021-12-05|4069.0|0|4080.0|0|55.0|0|0.0|100
0|2021-12-06|4124.0|0|4143.0|0|55.0|0|0.0|100
0|2021-12-07|4124.0|0|4178.0|0|55.0|0|0.0|100
0|2021-12-08|4188.0|0|4198.0|0|55.0|0|0.0|100
0|2021-12-09|4188.0|0|4228.0|0|55.0|0|0.0|100
0|2021-12-10|4243.0|0|4252.0|0|56.0|0|0.0|100
0|2021-12-11|4243.0|0|4252.0|0|56.0|0|0.0|100
0|2021-12-12|4243.0|0|4252.0|0|56.0|0|0.0|100
0|2021-12-13|4283.0|0|4295.0|0|56.0|0|0.0|100
0|2021-12-14|4283.0|0|4322.0|0|56.0|0|0.0|100
0|2021-12-15|4329.0|0|4344.0|0|57.0|0|0.0|100
0|2021-12-16|4329.0|0|4358.0|0|57.0|0|0.0|100
