|dates|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Steele_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Steele_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5724.0|0|5724.0|0|25.0|0|0.0|100
0|2021-10-18|5745.0|0|5745.0|0|25.0|0|0.0|100
0|2021-10-19|5808.0|0|5808.0|0|25.0|0|0.0|100
0|2021-10-20|5823.0|0|5823.0|0|25.0|0|0.0|100
0|2021-10-21|5852.0|0|5852.0|0|25.0|0|0.0|100
0|2021-10-22|5858.0|0|5858.0|0|25.0|0|0.0|100
0|2021-10-23|5858.0|0|5858.0|0|25.0|0|0.0|100
0|2021-10-24|5858.0|0|5858.0|0|25.0|0|0.0|100
0|2021-10-25|5882.0|0|5882.0|0|25.0|0|0.0|100
0|2021-10-26|5925.0|0|5925.0|0|25.0|0|0.0|100
0|2021-10-27|5930.0|0|5930.0|0|26.0|0|0.0|100
0|2021-10-28|5969.0|0|5969.0|0|26.0|0|0.0|100
0|2021-10-29|5982.0|0|5982.0|0|26.0|0|0.0|100
0|2021-10-30|5982.0|0|5982.0|0|26.0|0|0.0|100
0|2021-10-31|5982.0|0|5982.0|0|26.0|0|0.0|100
0|2021-11-01|6039.0|0|6039.0|0|26.0|0|0.0|100
0|2021-11-02|6086.0|0|6086.0|0|26.0|0|0.0|100
0|2021-11-03|6107.0|0|6107.0|0|27.0|0|0.0|100
0|2021-11-04|6158.0|0|6158.0|0|28.0|0|0.0|100
0|2021-11-05|6182.0|0|6182.0|0|28.0|0|0.0|100
0|2021-11-06|6182.0|0|6182.0|0|28.0|0|0.0|100
0|2021-11-07|6182.0|0|6182.0|0|28.0|0|0.0|100
0|2021-11-08|6203.0|0|6203.0|0|28.0|0|0.0|100
0|2021-11-09|6239.0|0|6239.0|0|28.0|0|0.0|100
0|2021-11-10|6268.0|0|6268.0|0|28.0|0|0.0|100
0|2021-11-11|6284.0|0|6284.0|0|28.0|0|0.0|100
0|2021-11-12|6326.0|0|6326.0|0|28.0|0|0.0|100
0|2021-11-13|6326.0|0|6326.0|0|28.0|0|0.0|100
0|2021-11-14|6326.0|0|6326.0|0|28.0|0|0.0|100
0|2021-11-15|6356.0|0|6356.0|0|28.0|0|0.0|100
0|2021-11-16|6422.0|0|6422.0|0|28.0|0|0.0|100
0|2021-11-17|6457.0|0|6457.0|0|30.0|0|0.0|100
0|2021-11-18|6492.0|0|6492.0|0|30.0|0|0.0|100
0|2021-11-19|6524.0|0|6524.0|0|30.0|0|0.0|100
0|2021-11-20|6524.0|0|6524.0|0|30.0|0|0.0|100
0|2021-11-21|6524.0|0|6524.0|0|30.0|0|0.0|100
0|2021-11-22|6552.0|0|6552.0|0|30.0|0|0.0|100
0|2021-11-23|6643.0|0|6643.0|0|30.0|0|0.0|100
0|2021-11-24|6660.0|0|6660.0|0|30.0|0|0.0|100
0|2021-11-25|6660.0|0|6660.0|0|30.0|0|0.0|100
0|2021-11-26|6694.0|0|6694.0|0|31.0|0|0.0|100
0|2021-11-27|6694.0|0|6694.0|0|31.0|0|0.0|100
0|2021-11-28|6694.0|0|6694.0|0|31.0|0|0.0|100
0|2021-11-29|6728.0|0|6728.0|0|31.0|0|0.0|100
0|2021-11-30|6827.0|0|6827.0|0|31.0|0|0.0|100
0|2021-12-01|6857.0|0|6857.0|0|31.0|0|0.0|100
0|2021-12-02|6892.0|0|6892.0|0|34.0|0|0.0|100
0|2021-12-03|6950.0|0|6950.0|0|34.0|0|0.0|100
0|2021-12-04|6950.0|0|6950.0|0|34.0|0|0.0|100
0|2021-12-05|6950.0|0|6950.0|0|34.0|0|0.0|100
0|2021-12-06|6995.0|0|6995.0|0|34.0|0|0.0|100
0|2021-12-07|7083.0|0|7083.0|0|34.0|0|0.0|100
0|2021-12-08|7099.0|0|7099.0|0|35.0|0|0.0|100
0|2021-12-09|7132.0|0|7132.0|0|37.0|0|0.0|100
0|2021-12-10|7159.0|0|7159.0|0|37.0|0|0.0|100
0|2021-12-11|7159.0|0|7159.0|0|37.0|0|0.0|100
0|2021-12-12|7159.0|0|7159.0|0|37.0|0|0.0|100
0|2021-12-13|7194.0|0|7194.0|0|37.0|0|0.0|100
0|2021-12-14|7194.0|0|7251.0|0|37.0|0|0.0|100
0|2021-12-15|7258.0|0|7258.0|0|38.0|0|0.0|100
0|2021-12-16|7284.0|0|7284.0|0|38.0|0|0.0|100
0|2021-12-17|7312.0|0|7312.0|0|38.0|0|0.0|100
0|2021-12-18|7312.0|0|7312.0|0|38.0|0|0.0|100
0|2021-12-19|7312.0|0|7312.0|0|38.0|0|0.0|100
0|2021-12-20|7343.0|0|7343.0|0|39.0|0|0.0|100
0|2021-12-21|7411.0|0|7411.0|0|39.0|0|0.0|100
0|2021-12-22|7425.0|0|7425.0|0|39.0|0|0.0|100
0|2021-12-23|7445.0|0|7445.0|0|40.0|0|0.0|100
0|2021-12-24|7445.0|0|7445.0|0|40.0|0|0.0|100
0|2021-12-25|7445.0|0|7445.0|0|40.0|0|0.0|100
0|2021-12-26|7445.0|0|7445.0|0|40.0|0|0.0|100
0|2021-12-27|7467.0|0|7467.0|0|41.0|0|0.0|100
0|2021-12-28|7512.0|0|7512.0|0|41.0|0|0.0|100
0|2021-12-29|7518.0|0|7518.0|0|41.0|0|0.0|100
0|2021-12-30|7541.0|0|7541.0|0|41.0|0|0.0|100
0|2021-12-31|7541.0|0|7541.0|0|41.0|0|0.0|100
0|2022-01-01|7541.0|0|7541.0|0|41.0|0|0.0|100
