|dates|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Steele_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Steele_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Steele_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|7541.0|0|7541.0|0|41.0|0|0.0|100
0|2022-01-03|7572.0|0|7572.0|0|42.0|0|0.0|100
0|2022-01-04|7658.0|0|7658.0|0|42.0|0|0.0|100
0|2022-01-05|7673.0|0|7673.0|0|43.0|0|0.0|100
0|2022-01-06|7727.0|0|7727.0|0|43.0|0|0.0|100
0|2022-01-07|7744.0|0|7744.0|0|43.0|0|0.0|100
0|2022-01-08|7744.0|0|7744.0|0|43.0|0|0.0|100
0|2022-01-09|7744.0|0|7744.0|0|43.0|0|0.0|100
0|2022-01-10|7787.0|0|7787.0|0|43.0|0|0.0|100
0|2022-01-11|7915.0|0|7915.0|0|44.0|0|0.0|100
0|2022-01-12|7975.0|0|7975.0|0|45.0|0|0.0|100
0|2022-01-13|7975.0|0|8046.0|0|45.0|0|0.0|100
0|2022-01-14|8117.0|0|8117.0|0|47.0|0|0.0|100
0|2022-01-15|8117.0|0|8117.0|0|47.0|0|0.0|100
0|2022-01-16|8117.0|0|8117.0|0|47.0|0|0.0|100
0|2022-01-17|8117.0|0|0.0|100|47.0|0|0.0|100
