|dates|Boone_Iowa_UnitedStates.BLS_EmployedPopulation.data|Boone_Iowa_UnitedStates.BLS_EmployedPopulation.missing|Boone_Iowa_UnitedStates.BLS_UnemployedPopulation.data|Boone_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|Boone_Iowa_UnitedStates.BLS_UnemploymentRate.data|Boone_Iowa_UnitedStates.BLS_UnemploymentRate.missing|Boone_Iowa_UnitedStates.BLS_LaborForcePopulation.data|Boone_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-18|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-19|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-20|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-21|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-22|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-23|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-24|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-25|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-26|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-27|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-28|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-29|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-30|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-10-31|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-01|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-02|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-03|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-04|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-05|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-06|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-07|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-08|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-09|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-10|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-11|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-12|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-13|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-14|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-15|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-16|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-17|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-18|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-19|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-20|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-21|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-22|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-23|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-24|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-25|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
0|2021-11-26|13868.0|0|502.0|0|3.4933890048712595|0|14370.0|0
