|dates|Brooks_Texas_UnitedStates.JHU_ConfirmedCases.data|Brooks_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brooks_Texas_UnitedStates.NYT_ConfirmedCases.data|Brooks_Texas_UnitedStates.NYT_ConfirmedCases.missing|Brooks_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brooks_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brooks_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brooks_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|1128.0|0|1128.0|0|47.0|0|0.0|100
0|2021-11-25|1128.0|0|1128.0|0|47.0|0|0.0|100
0|2021-11-26|1128.0|0|1128.0|0|47.0|0|0.0|100
0|2021-11-27|1128.0|0|1128.0|0|47.0|0|0.0|100
0|2021-11-28|1128.0|0|1128.0|0|47.0|0|0.0|100
0|2021-11-29|1130.0|0|1130.0|0|47.0|0|0.0|100
0|2021-11-30|1130.0|0|1130.0|0|47.0|0|0.0|100
0|2021-12-01|1130.0|0|1130.0|0|47.0|0|0.0|100
0|2021-12-02|1130.0|0|1130.0|0|47.0|0|0.0|100
0|2021-12-03|1132.0|0|1132.0|0|47.0|0|0.0|100
0|2021-12-04|1132.0|0|1133.0|0|47.0|0|0.0|100
0|2021-12-05|1133.0|0|1133.0|0|47.0|0|0.0|100
0|2021-12-06|1134.0|0|1134.0|0|47.0|0|0.0|100
0|2021-12-07|1134.0|0|1134.0|0|47.0|0|0.0|100
0|2021-12-08|1135.0|0|1135.0|0|47.0|0|0.0|100
0|2021-12-09|1138.0|0|1138.0|0|47.0|0|0.0|100
0|2021-12-10|1139.0|0|1139.0|0|47.0|0|0.0|100
0|2021-12-11|1140.0|0|1140.0|0|47.0|0|0.0|100
0|2021-12-12|1140.0|0|1140.0|0|47.0|0|0.0|100
0|2021-12-13|1140.0|0|1140.0|0|47.0|0|0.0|100
0|2021-12-14|1140.0|0|1141.0|0|47.0|0|0.0|100
0|2021-12-15|1141.0|0|1141.0|0|47.0|0|0.0|100
0|2021-12-16|1142.0|0|1142.0|0|47.0|0|0.0|100
0|2021-12-17|1142.0|0|1142.0|0|47.0|0|0.0|100
0|2021-12-18|1142.0|0|1142.0|0|47.0|0|0.0|100
0|2021-12-19|1142.0|0|1142.0|0|47.0|0|0.0|100
0|2021-12-20|1143.0|0|1143.0|0|47.0|0|0.0|100
0|2021-12-21|1144.0|0|1144.0|0|47.0|0|0.0|100
0|2021-12-22|1146.0|0|1146.0|0|47.0|0|0.0|100
0|2021-12-23|1146.0|0|1146.0|0|47.0|0|0.0|100
0|2021-12-24|1146.0|0|1146.0|0|47.0|0|0.0|100
0|2021-12-25|1146.0|0|1146.0|0|47.0|0|0.0|100
0|2021-12-26|1146.0|0|1146.0|0|47.0|0|0.0|100
0|2021-12-27|1148.0|0|1148.0|0|47.0|0|0.0|100
0|2021-12-28|1148.0|0|1148.0|0|47.0|0|0.0|100
0|2021-12-29|1154.0|0|1154.0|0|47.0|0|0.0|100
0|2021-12-30|1155.0|0|1155.0|0|47.0|0|0.0|100
0|2021-12-31|1155.0|0|1155.0|0|47.0|0|0.0|100
0|2022-01-01|1155.0|0|1155.0|0|47.0|0|0.0|100
0|2022-01-02|1155.0|0|1155.0|0|47.0|0|0.0|100
0|2022-01-03|1164.0|0|1164.0|0|47.0|0|0.0|100
0|2022-01-04|1175.0|0|1175.0|0|47.0|0|0.0|100
0|2022-01-05|1179.0|0|1179.0|0|47.0|0|0.0|100
0|2022-01-06|1185.0|0|1185.0|0|47.0|0|0.0|100
0|2022-01-07|1191.0|0|1191.0|0|47.0|0|0.0|100
0|2022-01-08|1199.0|0|1199.0|0|47.0|0|0.0|100
0|2022-01-09|1202.0|0|1202.0|0|47.0|0|0.0|100
0|2022-01-10|1204.0|0|1204.0|0|47.0|0|0.0|100
0|2022-01-11|1214.0|0|1214.0|0|48.0|0|0.0|100
0|2022-01-12|1222.0|0|1222.0|0|48.0|0|0.0|100
0|2022-01-13|1222.0|0|1231.0|0|48.0|0|0.0|100
0|2022-01-14|1231.0|0|1272.0|0|48.0|0|0.0|100
0|2022-01-15|1276.0|0|1276.0|0|48.0|0|0.0|100
0|2022-01-16|1283.0|0|1283.0|0|48.0|0|0.0|100
0|2022-01-17|1292.0|0|0.0|100|48.0|0|0.0|100
