|dates|Calhoun_Michigan_UnitedStates.JHU_ConfirmedCases.data|Calhoun_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Calhoun_Michigan_UnitedStates.NYT_ConfirmedCases.data|Calhoun_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Calhoun_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Calhoun_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Calhoun_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Calhoun_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|22197.0|0|22197.0|0|401.0|0|0.0|100
0|2021-12-03|22567.0|0|22567.0|0|407.0|0|0.0|100
0|2021-12-04|22567.0|0|22567.0|0|407.0|0|0.0|100
0|2021-12-05|22567.0|0|22567.0|0|407.0|0|0.0|100
0|2021-12-06|22819.0|0|22819.0|0|414.0|0|0.0|100
0|2021-12-07|22819.0|0|22819.0|0|414.0|0|0.0|100
0|2021-12-08|23161.0|0|23161.0|0|419.0|0|0.0|100
0|2021-12-09|23161.0|0|23161.0|0|419.0|0|0.0|100
0|2021-12-10|23415.0|0|23415.0|0|425.0|0|0.0|100
0|2021-12-11|23415.0|0|23415.0|0|425.0|0|0.0|100
0|2021-12-12|23415.0|0|23415.0|0|425.0|0|0.0|100
0|2021-12-13|23670.0|0|23670.0|0|430.0|0|0.0|100
0|2021-12-14|23670.0|0|23670.0|0|430.0|0|0.0|100
0|2021-12-15|23869.0|0|23869.0|0|438.0|0|0.0|100
0|2021-12-16|23869.0|0|23869.0|0|438.0|0|0.0|100
0|2021-12-17|24049.0|0|24049.0|0|443.0|0|0.0|100
0|2021-12-18|24049.0|0|24049.0|0|443.0|0|0.0|100
0|2021-12-19|24049.0|0|24049.0|0|443.0|0|0.0|100
0|2021-12-20|24199.0|0|24199.0|0|446.0|0|0.0|100
0|2021-12-21|24199.0|0|24199.0|0|446.0|0|0.0|100
0|2021-12-22|24376.0|0|24376.0|0|456.0|0|0.0|100
0|2021-12-23|24376.0|0|24376.0|0|456.0|0|0.0|100
0|2021-12-24|24376.0|0|24376.0|0|456.0|0|0.0|100
0|2021-12-25|24376.0|0|24376.0|0|456.0|0|0.0|100
0|2021-12-26|24376.0|0|24376.0|0|456.0|0|0.0|100
0|2021-12-27|24614.0|0|24614.0|0|459.0|0|0.0|100
0|2021-12-28|24614.0|0|24614.0|0|459.0|0|0.0|100
0|2021-12-29|24824.0|0|24824.0|0|462.0|0|0.0|100
0|2021-12-30|24824.0|0|24824.0|0|462.0|0|0.0|100
0|2021-12-31|24824.0|0|24824.0|0|462.0|0|0.0|100
0|2022-01-01|24824.0|0|24824.0|0|462.0|0|0.0|100
0|2022-01-02|24824.0|0|24824.0|0|462.0|0|0.0|100
0|2022-01-03|25372.0|0|25372.0|0|469.0|0|0.0|100
0|2022-01-04|25372.0|0|25372.0|0|469.0|0|0.0|100
0|2022-01-05|25703.0|0|25703.0|0|478.0|0|0.0|100
0|2022-01-06|25703.0|0|25703.0|0|478.0|0|0.0|100
0|2022-01-07|26203.0|0|26203.0|0|486.0|0|0.0|100
0|2022-01-08|26203.0|0|26203.0|0|486.0|0|0.0|100
0|2022-01-09|26203.0|0|26203.0|0|486.0|0|0.0|100
0|2022-01-10|26717.0|0|26717.0|0|487.0|0|0.0|100
0|2022-01-11|26717.0|0|26717.0|0|487.0|0|0.0|100
0|2022-01-12|27223.0|0|27223.0|0|491.0|0|0.0|100
0|2022-01-13|27223.0|0|27223.0|0|491.0|0|0.0|100
0|2022-01-14|27744.0|0|27744.0|0|496.0|0|0.0|100
0|2022-01-15|27744.0|0|27744.0|0|496.0|0|0.0|100
0|2022-01-16|27744.0|0|27744.0|0|496.0|0|0.0|100
0|2022-01-17|27744.0|0|0.0|100|496.0|0|0.0|100
