|dates|Moore_Texas_UnitedStates.AveragePrecipitationTotal.data|Moore_Texas_UnitedStates.AveragePrecipitationTotal.missing|Moore_Texas_UnitedStates.AveragePrecipitation.data|Moore_Texas_UnitedStates.AveragePrecipitation.missing|Moore_Texas_UnitedStates.AverageWindDirection.data|Moore_Texas_UnitedStates.AverageWindDirection.missing|Moore_Texas_UnitedStates.AverageWindSpeed.data|Moore_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|193.85416666666666|0|14.104166666666666|0
0|2021-10-18|0.0|0|0.0|0|168.64583333333334|0|15.604166666666666|0
0|2021-10-19|0.0|0|0.0|0|207.29166666666666|0|17.1875|0
0|2021-10-20|0.0|0|0.0|0|188.95833333333334|0|9.083333333333334|0
0|2021-10-21|0.0|0|0.0|0|111.45833333333333|0|5.760416666666667|0
0|2021-10-22|0.0|0|0.0|0|188.85416666666666|0|9.041666666666666|0
0|2021-10-23|0.0|0|0.0|0|205.83333333333334|0|14.927083333333334|0
0|2021-10-24|0.0|0|0.0|0|196.14583333333334|0|8.979166666666666|0
0|2021-10-25|0.0|0|0.0|0|153.54166666666666|0|14.0|0
0|2021-10-26|0.0|0|0.0|0|202.70833333333334|0|17.40625|0
0|2021-10-27|0.0|0|0.0|0|316.4583333333333|0|26.34375|0
0|2021-10-28|0.0|0|0.0|0|307.6041666666667|0|19.0|0
0|2021-10-29|0.0|0|0.0|0|243.64583333333334|0|7.291666666666667|0
0|2021-10-30|0.0|0|0.0|0|245.10416666666666|0|9.8125|0
0|2021-10-31|0.0|0|0.0|0|138.02083333333334|0|11.854166666666666|0
0|2021-11-01|0.0|0|0.0|0|96.25|0|8.375|0
0|2021-11-02|0.0|0|0.0|0|65.26041666666667|0|6.9375|0
0|2021-11-03|0.0|0|0.0|0|100.52083333333333|0|4.15625|0
0|2021-11-04|0.0|0|0.0|0|191.77083333333334|0|10.083333333333334|0
0|2021-11-05|0.0|0|0.0|0|156.25|0|9.1875|0
0|2021-11-06|0.0|0|0.0|0|166.45833333333334|0|11.15625|0
0|2021-11-07|0.0|0|0.0|0|196.71875|0|15.78125|0
0|2021-11-08|0.0|0|0.0|0|155.72916666666666|0|10.3125|0
0|2021-11-09|0.0|0|0.0|0|223.75|0|8.270833333333334|0
0|2021-11-10|0.0|0|0.0|0|285.4166666666667|0|13.8125|0
0|2021-11-11|0.0|0|0.0|0|228.85416666666666|0|8.5625|0
0|2021-11-12|0.0|0|0.0|0|287.1875|0|10.6875|0
0|2021-11-13|0.0|0|0.0|0|216.14583333333334|0|10.052083333333334|0
0|2021-11-14|0.0|0|0.0|0|212.91666666666666|0|8.53125|0
0|2021-11-15|0.0|0|0.0|0|200.9375|0|7.458333333333333|0
0|2021-11-16|0.0|0|0.0|0|215.72916666666666|0|12.3125|0
0|2021-11-17|0.0|0|0.0|0|211.19791666666666|0|16.026041666666668|0
0|2021-11-18|0.0|0|0.0|0|218.75|0|10.604166666666666|0
0|2021-11-19|0.0|0|0.0|0|201.66666666666666|0|20.802083333333332|0
0|2021-11-20|0.0|0|0.0|0|226.97916666666666|0|7.71875|0
0|2021-11-21|0.0|0|0.0|0|269.375|0|11.84375|0
0|2021-11-22|0.0|0|0.0|0|177.8125|0|8.34375|0
0|2021-11-23|0.0|0|0.0|0|205.0|0|16.739583333333332|0
0|2021-11-24|0.0|0|0.0|0|300.625|0|17.145833333333332|0
0|2021-11-25|0.0|0|0.0|0|238.22916666666666|0|10.791666666666666|0
0|2021-11-26|0.0|0|0.0|0|221.66666666666666|0|14.03125|0
0|2021-11-27|0.0|0|0.0|0|209.27083333333334|0|11.854166666666666|0
0|2021-11-28|0.0|0|0.0|0|240.625|0|11.0|0
0|2021-11-29|0.0|0|0.0|0|215.52083333333334|0|10.229166666666666|0
0|2021-11-30|0.0|0|0.0|0|226.45833333333334|0|13.510416666666666|0
0|2021-12-01|0.0|0|0.0|0|197.70833333333334|0|7.510416666666667|0
0|2021-12-02|0.0|0|0.0|0|220.41666666666666|0|8.395833333333334|0
0|2021-12-03|0.0|0|0.0|0|251.875|0|11.5|0
0|2021-12-04|0.0|0|0.0|0|240.0|0|6.864583333333333|0
0|2021-12-05|0.0|0|0.0|0|221.66666666666666|0|15.708333333333334|0
0|2021-12-06|0.0|0|0.0|0|210.10416666666666|0|12.614583333333334|0
0|2021-12-07|0.0|0|0.0|0|135.625|0|10.166666666666666|0
0|2021-12-08|0.0|0|0.0|0|213.75|0|12.427083333333334|0
0|2021-12-09|0.0|0|0.0|0|215.0|0|13.84375|0
0|2021-12-10|0.0|0|0.0|0|255.0|0|25.125|0
0|2021-12-11|0.0|0|0.0|0|203.02083333333334|0|10.427083333333334|0
0|2021-12-12|0.0|0|0.0|0|207.08333333333334|0|18.489583333333332|0
0|2021-12-13|0.0|0|0.0|0|205.52083333333334|0|11.6875|0
0|2021-12-14|0.0|0|0.0|0|213.95833333333334|0|17.427083333333332|0
0|2021-12-15|0.0|0|0.0|0|196.5625|0|24.552083333333332|0
0|2021-12-16|0.0|0|0.0|0|196.25|0|9.010416666666666|0
0|2021-12-17|0.0|0|0.0|0|186.04166666666666|0|9.890625|0
0|2021-12-18|0.0|0|0.0|0|254.58333333333334|0|11.041666666666666|0
0|2021-12-19|0.0|0|0.0|0|204.27083333333334|0|13.125|0
0|2021-12-20|0.0|0|0.0|0|174.6875|0|8.6875|0
0|2021-12-21|0.0|0|0.0|0|193.64583333333334|0|9.65625|0
0|2021-12-22|0.0|0|0.0|0|197.44791666666666|0|7.427083333333333|0
0|2021-12-23|0.0|0|0.0|0|223.54166666666666|0|15.364583333333334|0
0|2021-12-24|0.0|0|0.0|0|223.4375|0|26.875|0
0|2021-12-25|0.0|0|0.0|0|224.58333333333334|0|16.083333333333332|0
0|2021-12-26|0.0|0|0.0|0|211.66666666666666|0|20.635416666666668|0
0|2021-12-27|0.0|0|0.0|0|153.54166666666666|0|11.572916666666666|0
0|2021-12-28|0.0|0|0.0|0|214.79166666666666|0|16.708333333333332|0
