|dates|Moore_Texas_UnitedStates.AveragePrecipitationTotal.data|Moore_Texas_UnitedStates.AveragePrecipitationTotal.missing|Moore_Texas_UnitedStates.AveragePrecipitation.data|Moore_Texas_UnitedStates.AveragePrecipitation.missing|Moore_Texas_UnitedStates.AverageWindDirection.data|Moore_Texas_UnitedStates.AverageWindDirection.missing|Moore_Texas_UnitedStates.AverageWindSpeed.data|Moore_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-12-29|0.0|0|0.0|0|230.78125|0|15.526041666666666|0
0|2021-12-30|0.0|0|0.0|0|222.29166666666666|0|16.114583333333332|0
0|2021-12-31|0.0|0|0.0|0|215.41666666666666|0|19.614583333333332|0
0|2022-01-01|0.00020833333333333335|0|0.0004166666666666667|0|316.0416666666667|0|21.625|0
0|2022-01-02|0.0|0|0.0|0|248.4375|0|10.614583333333334|0
0|2022-01-03|0.0|0|0.0|0|212.08333333333334|0|13.166666666666666|0
0|2022-01-04|0.0|0|0.0|0|233.54166666666666|0|16.895833333333332|0
0|2022-01-05|0.0|0|0.0|0|105.0|0|11.697916666666666|0
0|2022-01-06|0.0|0|0.0|0|228.33333333333334|0|14.072916666666666|0
0|2022-01-07|0.0|0|0.0|0|154.89583333333334|0|13.15625|0
0|2022-01-08|0.0|0|0.0|0|234.47916666666666|0|18.302083333333332|0
0|2022-01-09|0.0|0|0.0|0|232.29166666666666|0|10.5|0
0|2022-01-10|0.0|0|0.0|0|207.60416666666666|0|7.8125|0
0|2022-01-11|0.0|0|0.0|0|222.91666666666666|0|13.864583333333334|0
0|2022-01-12|0.0|0|0.0|0|202.1875|0|6.010416666666667|0
0|2022-01-13|0.0|0|0.0|0|184.0625|0|7.802083333333333|0
0|2022-01-14|0.0|0|0.0|0|276.25|0|24.489583333333332|0
0|2022-01-15|0.0|0|0.0|0|291.5625|0|20.21875|0
0|2022-01-16|0.0|0|0.0|0|254.6875|0|9.5625|0
0|2022-01-17|0.0|0|0.0|0|207.08333333333334|0|9.208333333333334|0
