|dates|Perry_Indiana_UnitedStates.JHU_ConfirmedCases.data|Perry_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Perry_Indiana_UnitedStates.NYT_ConfirmedCases.data|Perry_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Perry_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2644.0|0|2656.0|0|52.0|0|0.0|100
0|2021-10-18|2647.0|0|2659.0|0|52.0|0|0.0|100
0|2021-10-19|2647.0|0|2659.0|0|52.0|0|0.0|100
0|2021-10-20|2648.0|0|2660.0|0|52.0|0|0.0|100
0|2021-10-21|2653.0|0|2665.0|0|52.0|0|0.0|100
0|2021-10-22|2654.0|0|2666.0|0|52.0|0|0.0|100
0|2021-10-23|2654.0|0|2666.0|0|52.0|0|0.0|100
0|2021-10-24|2654.0|0|2666.0|0|52.0|0|0.0|100
0|2021-10-25|2657.0|0|2669.0|0|52.0|0|0.0|100
0|2021-10-26|2658.0|0|2670.0|0|52.0|0|0.0|100
0|2021-10-27|2662.0|0|2674.0|0|52.0|0|0.0|100
0|2021-10-28|2668.0|0|2680.0|0|52.0|0|0.0|100
0|2021-10-29|2670.0|0|2682.0|0|52.0|0|0.0|100
0|2021-10-30|2670.0|0|2682.0|0|52.0|0|0.0|100
0|2021-10-31|2670.0|0|2682.0|0|52.0|0|0.0|100
0|2021-11-01|2671.0|0|2683.0|0|52.0|0|0.0|100
0|2021-11-02|2675.0|0|2687.0|0|52.0|0|0.0|100
0|2021-11-03|2677.0|0|2689.0|0|52.0|0|0.0|100
0|2021-11-04|2685.0|0|2697.0|0|52.0|0|0.0|100
0|2021-11-05|2688.0|0|2700.0|0|52.0|0|0.0|100
0|2021-11-06|2688.0|0|2700.0|0|52.0|0|0.0|100
0|2021-11-07|2688.0|0|2700.0|0|52.0|0|0.0|100
0|2021-11-08|2695.0|0|2707.0|0|52.0|0|0.0|100
0|2021-11-09|2697.0|0|2709.0|0|52.0|0|0.0|100
0|2021-11-10|2704.0|0|2716.0|0|52.0|0|0.0|100
0|2021-11-11|2717.0|0|2729.0|0|52.0|0|0.0|100
0|2021-11-12|2722.0|0|2734.0|0|52.0|0|0.0|100
0|2021-11-13|2722.0|0|2734.0|0|52.0|0|0.0|100
0|2021-11-14|2722.0|0|2734.0|0|52.0|0|0.0|100
0|2021-11-15|2732.0|0|2744.0|0|52.0|0|0.0|100
0|2021-11-16|2738.0|0|2750.0|0|52.0|0|0.0|100
0|2021-11-17|2750.0|0|2762.0|0|52.0|0|0.0|100
0|2021-11-18|2756.0|0|2768.0|0|52.0|0|0.0|100
0|2021-11-19|2768.0|0|2780.0|0|53.0|0|0.0|100
0|2021-11-20|2768.0|0|2780.0|0|53.0|0|0.0|100
0|2021-11-21|2768.0|0|2780.0|0|53.0|0|0.0|100
0|2021-11-22|2792.0|0|2804.0|0|53.0|0|0.0|100
0|2021-11-23|2802.0|0|2814.0|0|53.0|0|0.0|100
0|2021-11-24|2814.0|0|2826.0|0|53.0|0|0.0|100
0|2021-11-25|2814.0|0|2826.0|0|53.0|0|0.0|100
0|2021-11-26|2814.0|0|2826.0|0|53.0|0|0.0|100
0|2021-11-27|2814.0|0|2826.0|0|53.0|0|0.0|100
0|2021-11-28|2814.0|0|2826.0|0|53.0|0|0.0|100
0|2021-11-29|2832.0|0|2844.0|0|53.0|0|0.0|100
0|2021-11-30|2851.0|0|2863.0|0|53.0|0|0.0|100
0|2021-12-01|2871.0|0|2883.0|0|53.0|0|0.0|100
0|2021-12-02|2885.0|0|2897.0|0|53.0|0|0.0|100
0|2021-12-03|2905.0|0|2917.0|0|53.0|0|0.0|100
0|2021-12-04|2905.0|0|2917.0|0|53.0|0|0.0|100
0|2021-12-05|2905.0|0|2917.0|0|53.0|0|0.0|100
0|2021-12-06|2928.0|0|2941.0|0|53.0|0|0.0|100
0|2021-12-07|2945.0|0|2958.0|0|53.0|0|0.0|100
0|2021-12-08|2968.0|0|2981.0|0|53.0|0|0.0|100
0|2021-12-09|2988.0|0|3001.0|0|53.0|0|0.0|100
0|2021-12-10|3022.0|0|3035.0|0|54.0|0|0.0|100
0|2021-12-11|3022.0|0|3035.0|0|54.0|0|0.0|100
0|2021-12-12|3022.0|0|3035.0|0|54.0|0|0.0|100
0|2021-12-13|3042.0|0|3055.0|0|54.0|0|0.0|100
0|2021-12-14|3042.0|0|3067.0|0|54.0|0|0.0|100
0|2021-12-15|3064.0|0|3077.0|0|54.0|0|0.0|100
0|2021-12-16|3077.0|0|3090.0|0|54.0|0|0.0|100
0|2021-12-17|3082.0|0|3095.0|0|54.0|0|0.0|100
0|2021-12-18|3082.0|0|3095.0|0|54.0|0|0.0|100
0|2021-12-19|3082.0|0|3095.0|0|54.0|0|0.0|100
0|2021-12-20|3099.0|0|3113.0|0|54.0|0|0.0|100
0|2021-12-21|3108.0|0|3122.0|0|54.0|0|0.0|100
0|2021-12-22|3121.0|0|3135.0|0|54.0|0|0.0|100
0|2021-12-23|3121.0|0|3135.0|0|54.0|0|0.0|100
0|2021-12-24|3121.0|0|3135.0|0|54.0|0|0.0|100
0|2021-12-25|3121.0|0|3135.0|0|54.0|0|0.0|100
0|2021-12-26|3121.0|0|3135.0|0|54.0|0|0.0|100
0|2021-12-27|3137.0|0|3151.0|0|54.0|0|0.0|100
0|2021-12-28|3160.0|0|3174.0|0|54.0|0|0.0|100
0|2021-12-29|3194.0|0|3208.0|0|54.0|0|0.0|100
0|2021-12-30|3212.0|0|3226.0|0|54.0|0|0.0|100
0|2021-12-31|3212.0|0|3226.0|0|54.0|0|0.0|100
0|2022-01-01|3212.0|0|3226.0|0|54.0|0|0.0|100
0|2022-01-02|3212.0|0|3226.0|0|54.0|0|0.0|100
0|2022-01-03|3229.0|0|3243.0|0|54.0|0|0.0|100
0|2022-01-04|3252.0|0|3266.0|0|54.0|0|0.0|100
0|2022-01-05|3284.0|0|3298.0|0|54.0|0|0.0|100
0|2022-01-06|3317.0|0|3331.0|0|54.0|0|0.0|100
0|2022-01-07|3360.0|0|3374.0|0|54.0|0|0.0|100
0|2022-01-08|3360.0|0|3374.0|0|54.0|0|0.0|100
0|2022-01-09|3360.0|0|3374.0|0|54.0|0|0.0|100
0|2022-01-10|3392.0|0|3407.0|0|55.0|0|0.0|100
0|2022-01-11|3436.0|0|3451.0|0|55.0|0|0.0|100
0|2022-01-12|3491.0|0|3506.0|0|55.0|0|0.0|100
0|2022-01-13|3491.0|0|3537.0|0|55.0|0|0.0|100
0|2022-01-14|3567.0|0|3582.0|0|55.0|0|0.0|100
0|2022-01-15|3567.0|0|3582.0|0|55.0|0|0.0|100
0|2022-01-16|3567.0|0|3582.0|0|55.0|0|0.0|100
0|2022-01-17|3621.0|0|0.0|100|55.0|0|0.0|100
