|dates|Union_NewMexico_UnitedStates.AveragePrecipitationTotal.data|Union_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|Union_NewMexico_UnitedStates.AveragePrecipitation.data|Union_NewMexico_UnitedStates.AveragePrecipitation.missing|Union_NewMexico_UnitedStates.AverageWindDirection.data|Union_NewMexico_UnitedStates.AverageWindDirection.missing|Union_NewMexico_UnitedStates.AverageWindSpeed.data|Union_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|222.08333333333334|0|15.416666666666666|0
0|2021-10-18|0.0|0|0.0|0|214.58333333333334|0|16.625|0
0|2021-10-19|0.0|0|0.0|0|214.375|0|13.041666666666666|0
0|2021-10-20|0.0|0|0.0|0|201.25|0|7.416666666666667|0
0|2021-10-21|0.0|0|0.0|0|142.5|0|5.541666666666667|0
0|2021-10-22|0.0|0|0.0|0|213.75|0|6.708333333333333|0
0|2021-10-23|0.0|0|0.0|0|244.58333333333334|0|13.25|0
0|2021-10-24|0.0|0|0.0|0|181.25|0|9.625|0
0|2021-10-25|0.0|0|0.0|0|205.83333333333334|0|13.458333333333334|0
0|2021-10-26|0.0|0|0.0|0|240.625|0|20.541666666666668|0
0|2021-10-27|0.0|0|0.0|0|338.75|0|19.125|0
0|2021-10-28|0.0|0|0.0|0|290.8333333333333|0|12.375|0
0|2021-10-29|0.0|0|0.0|0|230.83333333333334|0|8.666666666666666|0
0|2021-10-30|0.0|0|0.0|0|187.5|0|13.375|0
0|2021-10-31|0.0|0|0.0|0|65.41666666666667|0|11.121527777777779|0
0|2021-11-01|0.0|0|0.0|0|146.875|0|11.3125|0
0|2021-11-02|0.0|0|0.0|0|149.72222222222223|0|7.0868055555555545|0
0|2021-11-03|0.0|0|0.0|0|167.8373015873016|0|7.22718253968254|0
0|2021-11-04|0.0|0|0.0|0|227.08333333333334|0|11.958333333333334|0
0|2021-11-05|0.0|0|0.0|0|144.58333333333334|0|6.875|0
0|2021-11-06|0.0|0|0.0|0|232.5|0|12.0|0
0|2021-11-07|0.0|0|0.0|0|244.79166666666666|0|14.083333333333334|0
0|2021-11-08|0.0|0|0.0|0|165.83333333333334|0|11.625|0
0|2021-11-09|0.0|0|0.0|0|199.8263888888889|0|8.23611111111111|0
0|2021-11-10|0.0|0|0.0|0|247.08333333333334|0|10.666666666666666|0
0|2021-11-11|0.0|0|0.0|0|243.75|0|11.166666666666666|0
0|2021-11-12|0.0|0|0.0|0|193.54166666666666|0|11.0|0
0|2021-11-13|0.0|0|0.0|0|178.33333333333334|0|9.625|0
0|2021-11-14|0.0|0|0.0|0|199.79166666666666|0|12.583333333333334|0
0|2021-11-15|0.0|0|0.0|0|214.58333333333334|0|8.5|0
0|2021-11-16|0.0|0|0.0|0|260.8333333333333|0|12.833333333333334|0
0|2021-11-17|0.0|0|0.0|0|122.5|0|14.5|0
0|2021-11-18|0.0|0|0.0|0|228.75|0|17.583333333333332|0
0|2021-11-19|0.0|0|0.0|0|236.25|0|14.625|0
0|2021-11-20|0.0|0|0.0|0|217.5|0|9.458333333333334|0
0|2021-11-21|0.0|0|0.0|0|242.5|0|12.791666666666666|0
0|2021-11-22|0.0|0|0.0|0|195.83333333333334|0|8.958333333333334|0
0|2021-11-23|0.0|0|0.0|0|241.66666666666666|0|14.0|0
0|2021-11-24|0.0|0|0.0|0|104.58333333333333|0|16.958333333333332|0
