|dates|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Orange_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Orange_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|11957.0|0|11957.0|0|110.0|0|0.0|100
0|2021-11-10|11974.0|0|11974.0|0|110.0|0|0.0|100
0|2021-11-11|11974.0|0|11974.0|0|110.0|0|0.0|100
0|2021-11-12|12005.0|0|12005.0|0|110.0|0|0.0|100
0|2021-11-13|12005.0|0|12005.0|0|110.0|0|0.0|100
0|2021-11-14|12005.0|0|12005.0|0|110.0|0|0.0|100
0|2021-11-15|12053.0|0|12053.0|0|110.0|0|0.0|100
0|2021-11-16|12066.0|0|12066.0|0|110.0|0|0.0|100
0|2021-11-17|12085.0|0|12085.0|0|110.0|0|0.0|100
0|2021-11-18|12103.0|0|12103.0|0|110.0|0|0.0|100
0|2021-11-19|12119.0|0|12119.0|0|110.0|0|0.0|100
0|2021-11-20|12119.0|0|12119.0|0|110.0|0|0.0|100
0|2021-11-21|12119.0|0|12119.0|0|110.0|0|0.0|100
0|2021-11-22|12163.0|0|12163.0|0|110.0|0|0.0|100
0|2021-11-23|12162.0|0|12162.0|0|110.0|0|0.0|100
0|2021-11-24|12182.0|0|12182.0|0|110.0|0|0.0|100
0|2021-11-25|12182.0|0|12182.0|0|110.0|0|0.0|100
0|2021-11-26|12182.0|0|12182.0|0|110.0|0|0.0|100
0|2021-11-27|12182.0|0|12182.0|0|110.0|0|0.0|100
0|2021-11-28|12182.0|0|12182.0|0|110.0|0|0.0|100
0|2021-11-29|12237.0|0|12237.0|0|110.0|0|0.0|100
0|2021-11-30|12247.0|0|12247.0|0|110.0|0|0.0|100
0|2021-12-01|12278.0|0|12278.0|0|110.0|0|0.0|100
0|2021-12-02|12321.0|0|12321.0|0|110.0|0|0.0|100
0|2021-12-03|12354.0|0|12354.0|0|110.0|0|0.0|100
0|2021-12-04|12354.0|0|12354.0|0|110.0|0|0.0|100
0|2021-12-05|12354.0|0|12354.0|0|110.0|0|0.0|100
0|2021-12-06|12424.0|0|12424.0|0|110.0|0|0.0|100
0|2021-12-07|12437.0|0|12437.0|0|110.0|0|0.0|100
0|2021-12-08|12473.0|0|12473.0|0|111.0|0|0.0|100
0|2021-12-09|12493.0|0|12493.0|0|111.0|0|0.0|100
0|2021-12-10|12526.0|0|12526.0|0|111.0|0|0.0|100
0|2021-12-11|12526.0|0|12526.0|0|111.0|0|0.0|100
0|2021-12-12|12526.0|0|12526.0|0|111.0|0|0.0|100
0|2021-12-13|12596.0|0|12596.0|0|111.0|0|0.0|100
0|2021-12-14|12596.0|0|12606.0|0|111.0|0|0.0|100
0|2021-12-15|12618.0|0|12618.0|0|111.0|0|0.0|100
0|2021-12-16|12660.0|0|12660.0|0|111.0|0|0.0|100
0|2021-12-17|12689.0|0|12689.0|0|111.0|0|0.0|100
0|2021-12-18|12689.0|0|12689.0|0|111.0|0|0.0|100
0|2021-12-19|12689.0|0|12689.0|0|111.0|0|0.0|100
0|2021-12-20|12818.0|0|12818.0|0|111.0|0|0.0|100
0|2021-12-21|12836.0|0|12836.0|0|112.0|0|0.0|100
0|2021-12-22|12893.0|0|12893.0|0|112.0|0|0.0|100
0|2021-12-23|12893.0|0|12893.0|0|112.0|0|0.0|100
0|2021-12-24|12893.0|0|12893.0|0|112.0|0|0.0|100
0|2021-12-25|12893.0|0|12893.0|0|112.0|0|0.0|100
0|2021-12-26|12893.0|0|12893.0|0|112.0|0|0.0|100
0|2021-12-27|12893.0|0|12893.0|0|112.0|0|0.0|100
0|2021-12-28|13392.0|0|13392.0|0|112.0|0|0.0|100
0|2021-12-29|13485.0|0|13485.0|0|112.0|0|0.0|100
0|2021-12-30|13679.0|0|13679.0|0|112.0|0|0.0|100
0|2021-12-31|13679.0|0|13918.0|0|112.0|0|0.0|100
0|2022-01-01|13679.0|0|13918.0|0|112.0|0|0.0|100
0|2022-01-02|13679.0|0|13918.0|0|112.0|0|0.0|100
0|2022-01-03|14424.0|0|14424.0|0|112.0|0|0.0|100
0|2022-01-04|14579.0|0|14579.0|0|112.0|0|0.0|100
0|2022-01-05|14740.0|0|14740.0|0|112.0|0|0.0|100
0|2022-01-06|15020.0|0|15020.0|0|113.0|0|0.0|100
0|2022-01-07|15386.0|0|15386.0|0|113.0|0|0.0|100
0|2022-01-08|15386.0|0|15386.0|0|113.0|0|0.0|100
0|2022-01-09|15386.0|0|15386.0|0|113.0|0|0.0|100
0|2022-01-10|16292.0|0|16292.0|0|113.0|0|0.0|100
0|2022-01-11|16478.0|0|16478.0|0|113.0|0|0.0|100
0|2022-01-12|16740.0|0|16740.0|0|113.0|0|0.0|100
0|2022-01-13|16740.0|0|17342.0|0|113.0|0|0.0|100
0|2022-01-14|17711.0|0|17711.0|0|113.0|0|0.0|100
0|2022-01-15|17711.0|0|17711.0|0|113.0|0|0.0|100
0|2022-01-16|17711.0|0|17711.0|0|113.0|0|0.0|100
0|2022-01-17|17711.0|0|0.0|100|113.0|0|0.0|100
